SiteName,County,PSI,MajorPollutant,Status,SO2,CO,O3,PM10,PM2.5,NO2,WindSpeed,WindDirec,FPMI,NOx,NO,PublishTime
二林,彰化縣,64,懸浮微粒,普通,2.3,0.28,39,83,17,6.8,3.1,43,2,7.41,.59,2017-02-21 23:00
三重,新北市,32,,良好,2.7,1.56,,25,13,46,,,1,107.52,61.91,2017-02-21 23:00
三義,苗栗縣,53,懸浮微粒,普通,1,0.22,30,35,17,8.4,2.4,32,3,10.1,1.7,2017-02-21 23:00
土城,新北市,17,,良好,5.1,0.87,3.5,16,8,39,0.4,336,1,47.59,8.57,2017-02-21 23:00
士林,臺北市,33,,良好,1.4,0.32,40,22,10,9.3,1.7,103,1,10.21,.95,2017-02-21 23:00
大同,臺北市,34,,良好,2.5,1.84,,28,10,41,,,1,97.29,55.92,2017-02-21 23:00
大里,臺中市,68,懸浮微粒,普通,2.1,0.37,27,86,32,16,1.9,34,3,16.01,-.08,2017-02-21 23:00
大園,桃園市,36,,良好,8.5,0.26,25,48,18,26,2.6,244,2,29.49,3.64,2017-02-21 23:00
大寮,高雄市,74,懸浮微粒,普通,4,0.46,23,130,28,23,2.3,294,3,24.68,1.3,2017-02-21 23:00
小港,高雄市,73,懸浮微粒,普通,4.6,0.62,27,103,47,25,2.3,311,4,26.46,1.49,2017-02-21 23:00
中山,臺北市,15,,良好,0.8,1,12,8,,37,1.1,111,,48.47,11.18,2017-02-21 23:00
中壢,桃園市,19,,良好,4.6,1.47,3.6,19,10,37,0.9,148,2,69.15,32.55,2017-02-21 23:00
仁武,高雄市,88,懸浮微粒,普通,3.3,0.65,17,167,44,31,2.4,311,5,32.76,1.32,2017-02-21 23:00
斗六,雲林縣,68,懸浮微粒,普通,1.7,0.26,26,82,33,12,1.7,3.1,3,14.47,2.44,2017-02-21 23:00
冬山,宜蘭縣,27,,良好,1.6,0.31,17,24,6,7.2,0.6,115,1,7.64,.49,2017-02-21 23:00
古亭,臺北市,19,,良好,1.7,0.87,19,12,9,33,1.2,118,2,39.32,6.02,2017-02-21 23:00
左營,高雄市,80,懸浮微粒,普通,4.4,0.61,19,152,37,28,3.4,305,3,29.43,1.24,2017-02-21 23:00
平鎮,桃園市,29,,良好,4.4,0.5,9.6,34,10,28,1.7,257,1,32.13,3.86,2017-02-21 23:00
永和,新北市,18,,良好,2.8,1.9,11,14,10,39,0.6,85,1,73.51,34.23,2017-02-21 23:00
安南,臺南市,81,懸浮微粒,普通,1.5,0.26,33,94,29,6.9,2.5,313,3,7.76,.88,2017-02-21 23:00
朴子,嘉義縣,82,懸浮微粒,普通,1.6,0.18,43,94,23,3.7,3,96,2,4.12,.45,2017-02-21 23:00
汐止,新北市,26,,良好,1.8,0.47,31,8,10,16,1.4,76,2,18.97,3.13,2017-02-21 23:00
竹山,南投縣,73,懸浮微粒,普通,2.6,0.4,19,93,45,19,1.3,247,5,19.65,.58,2017-02-21 23:00
竹東,新竹縣,52,懸浮微粒,普通,2.9,0.31,21,64,31,12,2.4,226,3,12.94,1.08,2017-02-21 23:00
西屯,臺中市,62,懸浮微粒,普通,1.1,0.19,36,71,28,10,2.4,43,3,11.35,.9,2017-02-21 23:00
沙鹿,臺中市,56,懸浮微粒,普通,0.6,0.2,40,65,16,8.4,4.5,30,2,9.68,1.28,2017-02-21 23:00
宜蘭,宜蘭縣,34,,良好,1.3,0.44,14,31,14,10,0.6,238,2,11.04,.72,2017-02-21 23:00
忠明,臺中市,61,懸浮微粒,普通,1.4,0.3,32,69,21,10,1.8,343,3,10.31,.09,2017-02-21 23:00
松山,臺北市,32,,良好,1.3,0.39,39,5,5,12,1.4,28,1,14.32,2.26,2017-02-21 23:00
板橋,新北市,26,,良好,2.9,0.88,12,21,4,35,1.4,260,1,42.47,7.64,2017-02-21 23:00
林口,新北市,30,,良好,1.6,0.4,35,22,13,13,2.9,111,2,15.03,1.71,2017-02-21 23:00
林園,高雄市,49,,良好,9.8,0.51,26,58,13,32,2.6,306,1,34.09,1.94,2017-02-21 23:00
花蓮,花蓮縣,31,,良好,,0.27,27,22,7,5.1,2.1,223,2,5.59,.47,2017-02-21 23:00
金門,金門縣,46,,良好,2.8,0.33,27,56,25,13,1.6,105,3,14.07,.74,2017-02-21 23:00
前金,高雄市,74,懸浮微粒,普通,3.2,0.53,23,114,20,24,3.6,320,3,24.65,.79,2017-02-21 23:00
前鎮,高雄市,77,懸浮微粒,普通,4.1,0.64,24,120,50,25,2,299,4,27.16,2.39,2017-02-21 23:00
南投,南投縣,66,懸浮微粒,普通,1.6,0.39,19,81,32,19,2.2,309,4,21.1,1.71,2017-02-21 23:00
屏東,屏東縣,70,懸浮微粒,普通,1.4,0.49,31,104,43,18,2.1,293,5,19.82,1.32,2017-02-21 23:00
恆春,屏東縣,43,,良好,1.3,0.19,52,24,9,1.2,8.7,44,1,2.48,1.26,2017-02-21 23:00
美濃,高雄市,78,懸浮微粒,普通,1.8,0.32,36,116,36,7.7,1.1,225,4,9.41,1.7,2017-02-21 23:00
苗栗,苗栗縣,59,懸浮微粒,普通,1.7,0.25,42,72,23,7,2.3,313,2,8.37,1.33,2017-02-21 23:00
埔里,南投縣,62,懸浮微粒,普通,2.3,0.52,24,75,45,23,1,264,4,23.69,1.08,2017-02-21 23:00
桃園,桃園市,23,,良好,2.6,1.01,5.2,23,7,38,0.5,91,1,41.93,3.47,2017-02-21 23:00
馬公,澎湖縣,52,懸浮微粒,普通,1,0.16,40,37,15,2,4.2,82,2,3.13,1.11,2017-02-21 23:00
馬祖,連江縣,48,,良好,2.4,0.32,39,43,24,4.8,4.5,47,2,5.11,.29,2017-02-21 23:00
基隆,基隆市,32,,良好,1.4,0.37,39,11,7,8.1,1.1,331,1,8.67,.57,2017-02-21 23:00
崙背,雲林縣,62,懸浮微粒,普通,2.5,0.21,35,77,29,8.4,3.7,58,3,9.05,.61,2017-02-21 23:00
淡水,新北市,34,,良好,1.7,0.25,40,8,1,1.8,,,1,2.07,.29,2017-02-21 23:00
麥寮,雲林縣,79,懸浮微粒,普通,1.6,0.18,42,93,26,5.1,4.2,70,3,5.06,-.05,2017-02-21 23:00
善化,臺南市,72,懸浮微粒,普通,1.9,0.32,23,72,26,11,3.2,321,3,12.14,.85,2017-02-21 23:00
復興,高雄市,70,懸浮微粒,普通,3.4,0.72,20,104,37,27,1,257,4,29.89,2.71,2017-02-21 23:00
湖口,新竹縣,38,,良好,1.4,0.22,39,45,15,7.4,1.4,302,2,8.59,1.15,2017-02-21 23:00
菜寮,新北市,21,,良好,2,0.65,25,12,9,23,0.6,70,1,24.7,1.21,2017-02-21 23:00
