SiteName,MonitorDate,Concentration,ItemUnit
馬公,2017-02-06,42,μg/m3
金門,2017-02-06,45,μg/m3
馬祖,2017-02-06,71,μg/m3
宜蘭,2017-02-06,30,μg/m3
陽明,2017-02-06,29,μg/m3
花蓮,2017-02-06,25,μg/m3
臺東,2017-02-06,20,μg/m3
恆春,2017-02-06,18,μg/m3
屏東,2017-02-06,62,μg/m3
前金,2017-02-06,62,μg/m3
美濃,2017-02-06,46,μg/m3
臺南,2017-02-06,49,μg/m3
新營,2017-02-06,45,μg/m3
嘉義,2017-02-06,47,μg/m3
朴子,2017-02-06,45,μg/m3
斗六,2017-02-06,44,μg/m3
南投,2017-02-06,32,μg/m3
彰化,2017-02-06,35,μg/m3
忠明,2017-02-06,29,μg/m3
豐原,2017-02-06,24,μg/m3
三義,2017-02-06,,μg/m3
苗栗,2017-02-06,,μg/m3
新竹,2017-02-06,34,μg/m3
竹東,2017-02-06,29,μg/m3
平鎮,2017-02-06,33,μg/m3
桃園,2017-02-06,33,μg/m3
萬華,2017-02-06,34,μg/m3
士林,2017-02-06,33,μg/m3
板橋,2017-02-06,34,μg/m3
汐止,2017-02-06,34,μg/m3
基隆,2017-02-06,35,μg/m3
馬公,2017-02-03,14,μg/m3
金門,2017-02-03,24,μg/m3
馬祖,2017-02-03,14,μg/m3
宜蘭,2017-02-03,10,μg/m3
陽明,2017-02-03,5,μg/m3
花蓮,2017-02-03,10,μg/m3
臺東,2017-02-03,9,μg/m3
恆春,2017-02-03,8,μg/m3
屏東,2017-02-03,45,μg/m3
前金,2017-02-03,43,μg/m3
美濃,2017-02-03,37,μg/m3
臺南,2017-02-03,33,μg/m3
新營,2017-02-03,34,μg/m3
嘉義,2017-02-03,39,μg/m3
朴子,2017-02-03,28,μg/m3
斗六,2017-02-03,35,μg/m3
南投,2017-02-03,30,μg/m3
彰化,2017-02-03,20,μg/m3
忠明,2017-02-03,21,μg/m3
豐原,2017-02-03,24,μg/m3
三義,2017-02-03,18,μg/m3
苗栗,2017-02-03,18,μg/m3
新竹,2017-02-03,15,μg/m3
竹東,2017-02-03,14,μg/m3
平鎮,2017-02-03,12,μg/m3
桃園,2017-02-03,11,μg/m3
萬華,2017-02-03,9,μg/m3
士林,2017-02-03,8,μg/m3
板橋,2017-02-03,10,μg/m3
汐止,2017-02-03,9,μg/m3
基隆,2017-02-03,8,μg/m3
馬公,2017-01-31,14,μg/m3
金門,2017-01-31,29,μg/m3
馬祖,2017-01-31,28,μg/m3
宜蘭,2017-01-31,5,μg/m3
陽明,2017-01-31,,μg/m3
花蓮,2017-01-31,5,μg/m3
臺東,2017-01-31,5,μg/m3
恆春,2017-01-31,4,μg/m3
屏東,2017-01-31,51,μg/m3
前金,2017-01-31,33,μg/m3
美濃,2017-01-31,32,μg/m3
臺南,2017-01-31,24,μg/m3
新營,2017-01-31,20,μg/m3
嘉義,2017-01-31,20,μg/m3
朴子,2017-01-31,20,μg/m3
斗六,2017-01-31,19,μg/m3
南投,2017-01-31,13,μg/m3
彰化,2017-01-31,11,μg/m3
忠明,2017-01-31,9,μg/m3
豐原,2017-01-31,8,μg/m3
三義,2017-01-31,8,μg/m3
苗栗,2017-01-31,8,μg/m3
新竹,2017-01-31,7,μg/m3
竹東,2017-01-31,5,μg/m3
平鎮,2017-01-31,7,μg/m3
桃園,2017-01-31,7,μg/m3
萬華,2017-01-31,8,μg/m3
士林,2017-01-31,6,μg/m3
板橋,2017-01-31,8,μg/m3
汐止,2017-01-31,8,μg/m3
基隆,2017-01-31,8,μg/m3
馬公,2017-01-28,28,μg/m3
金門,2017-01-28,39,μg/m3
馬祖,2017-01-28,32,μg/m3
宜蘭,2017-01-28,13,μg/m3
陽明,2017-01-28,4,μg/m3
花蓮,2017-01-28,9,μg/m3
臺東,2017-01-28,8,μg/m3
恆春,2017-01-28,4,μg/m3
屏東,2017-01-28,28,μg/m3
前金,2017-01-28,34,μg/m3
美濃,2017-01-28,24,μg/m3
臺南,2017-01-28,38,μg/m3
新營,2017-01-28,36,μg/m3
嘉義,2017-01-28,37,μg/m3
朴子,2017-01-28,31,μg/m3
斗六,2017-01-28,33,μg/m3
南投,2017-01-28,24,μg/m3
彰化,2017-01-28,28,μg/m3
忠明,2017-01-28,24,μg/m3
豐原,2017-01-28,15,μg/m3
