審查機關,產品類別,廣告品名,申請廠商,廣告核准字號,核准起始日期,核准結束日期,廣告類別
"臺北市","化粧品","1.專業眼線筆2.專業眉筆3.雙色眉粉4.水誘蜜唇筆5.煥彩唇蜜6.煥彩唇膏7.水漾唇蜜8.水漾唇膏","佳芳生物科技股份有限公司","北市衛粧廣字105120654","1051227","1061226","平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"臺北市","化粧品","1.草本全效皂、2.草本嫩白皂、3.草本淨膚皂、4.草本青春皂、5.馬油皂、6.草本私密清潔皂、7.純真年代皂、8.梔子花開皂、9.桃花滿園皂、10.紫衣佳人皂等10項產品","蘋果樹天然國際企業有限公司","北市衛粧廣字105120779","1051227","1061226","平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"臺北市","醫療器材","羅氏活力血糖機組、羅氏活力血糖機專用試紙等2項產品","台灣羅氏醫療診斷設備股份有限公司","北市衛器廣字105120329","1051227","1061226","平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"臺北市","醫療器材","羅氏活力血糖機組、羅氏活力血糖機專用試紙等2項產品","台灣羅氏醫療診斷設備股份有限公司","北市衛器廣字105120330","1051227","1061226","平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"臺北市","化粧品","朵茉麗蔻試用套組 1、卸妝凝露 7g 2、潔顏霜7g 3、泡泡集中面膜8g 4、保濕液8ml 5、美活肌精華3ml 6、乳霜20 3g 7、保護乳液 5ml 8、光對策美肌修護霜(SPF50+/PA++++)1g","日商再春館股份有限公司台灣分公司","北市衛粧廣字105120781","1051227","1061226","電影、電視"
"臺北市","化粧品","朵茉麗蔻試用套組 1、卸妝凝露 7g 2、潔顏霜7g 3、泡泡集中面膜8g 4、保濕液8ml 5、美活肌精華3ml 6、乳霜20 3g 7、保護乳液 5ml 8、光對策美肌修護霜(SPF50+/PA++++)1g","日商再春館股份有限公司台灣分公司","北市衛粧廣字105120782","1051227","1061226","電影、電視"
"臺北市","化粧品","朵茉麗蔻試用套組 1、卸妝凝露 7g 2、潔顏霜7g 3、泡泡集中面膜8g 4、保濕液8ml 5、美活肌精華3ml 6、乳霜20 3g 7、保護乳液 5ml 8、光對策美肌修護霜(SPF50+/PA++++)1g","日商再春館股份有限公司台灣分公司","北市衛粧廣字105120783","1051227","1061226","電影、電視"
"臺北市","化粧品","朵茉麗蔻試用套組 1、卸妝凝露 7g 2、潔顏霜7g 3、泡泡集中面膜8g 4、保濕液8ml 5、美活肌精華3ml 6、乳霜20 3g 7、保護乳液 5ml 8、光對策美肌修護霜(SPF50+/PA++++)1g","日商再春館股份有限公司台灣分公司","北市衛粧廣字105120784","1051227","1061226","電影、電視"
"臺北市","化粧品","1、Sisley 漾澤精華眼彩筆 2、Sisley 漾澤護唇精華筆#17 甜吻莓果 3、Sisley 漾澤護唇精華筆#18舞媚薔薇","香港商希思黎化妝品有限公司台灣分公司","北市衛粧廣字105120785","1051227","1061226","平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"臺北市","化粧品","1、漾澤精華頰彩霜#1晶透玫瑰 2、漾澤精華頰彩霜#2粉嫩莓果 3、漾澤精華頰彩霜#3甜蜜暖杏 4、漾澤精華頰彩霜#4淨嫩裸栗","香港商希思黎化妝品有限公司台灣分公司","北市衛粧廣字105120786","1051227","1061226","平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"臺北市","化粧品","1、Sisley御緻駐顏活膚精華粉底液 2、Sisley 漾澤護唇精華筆#17 甜吻莓果 3、Sisley 漾澤護唇精華筆#18舞媚薔薇","香港商希思黎化妝品有限公司台灣分公司","北市衛粧廣字105120787","1051227","1061226","平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"臺北市","化粧品","1、妙巴黎果然新肌光粉底液旗艦版#51-亮膚色 2、妙巴黎果然新肌光粉底液旗艦版#52 粉膚色 3、妙巴黎果然新肌光粉底液旗艦版#53 自然膚色 4、妙巴黎果然新肌光粉底液旗艦版#51 亮膚色 5、妙巴黎果然新肌光粉底液旗艦版#52 自然膚色 6、妙巴黎果然新肌光粉底液旗艦版#53 健康膚色","香港商台灣利豐亞洲經銷有限公司台灣分公司","北市衛粧廣字105120788","1051227","1061226","平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"臺北市","化粧品","Natures Care100%羊胎盤原液","美奇生技國際有限公司","北市衛粧廣字105120796","1051227","1061226","平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"臺北市","化粧品","吉麗絲朵 粉彩糖磚顏彩盤 023,吉麗絲朵 花鑽香水(幻漾霓光) 30mL,50mL","臺灣高絲股份有限公司","北市衛粧廣字106010182","1051227","1070103","平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"臺北市","化粧品","凡士林三重精煉凝膠3.75oz","聯合利華股份有限公司","北市衛粧廣字106010177","1051227","1070103","平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"臺北市","醫療器材","善揚阿拉卡遠紅外線治療儀","善揚國際股份有限公司","北市衛器廣字106040107","1060425","1070424","平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"臺北市","藥品","黴膚淨乳膏0.5%","瑩碩生技醫藥股份有限公司","北市衛藥廣字106040346","1060425","1070424","平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"臺北市","藥品","＂中美＂優美孅油切膠囊","興中美生技有限公司","北市衛藥廣字106040348","1060425","1070424","平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"臺北市","醫療器材","善揚阿拉卡遠紅外線治療儀","善揚國際股份有限公司","北市衛器廣字106040107","1060425","1070424","平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"臺北市","藥品","＂中美＂優美孅油切膠囊","興中美生技有限公司","北市衛藥廣字106040348","1060425","1070424","平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"臺北市","藥品","黴膚淨乳膏0.5%","瑩碩生技醫藥股份有限公司","北市衛藥廣字106040346","1060425","1070424","平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"臺北市","藥品","大幸正露丸,大幸正露糖衣錠","日商大幸股份有限公司台灣分公司","北市衛藥廣字106050132","1060425","1070509","平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"臺北市","藥品","大幸正露丸","日商大幸股份有限公司台灣分公司","北市衛藥廣字106050133","1060425","1070515","平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"高雄市","藥品","維士比液","三洋藥品工業股份有限公司","高市衛藥廣字10606006","1060621","1070621","電影、電視(秒數:30)"
"高雄市","藥品","三角矸國安感冒液","三洋藥品工業股份有限公司","高市衛藥廣字10606004","1060622","1070622","電影、電視(秒數:5)"
"臺北市","醫療器材","安摩樂溫熱敷貼片(未滅菌)","台灣小林藥業股份有限公司","北市衛器廣字106060073","1060623","1070622","平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"臺北市","藥品","清新安摩樂","台灣小林藥業股份有限公司","北市衛藥廣字106060074","1060623","1070622","平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"臺北市","藥品","欣樂樂愛思糖衣錠","中化裕民健康事業股份有限公司","北市衛藥廣字106060076","1060623","1070622","平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"臺北市","藥品","胃平寧懸浮液","韋淳貿易股份有限公司","北市衛藥廣字106060332","1060623","1070622","平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"臺北市","藥品","龍角散","台灣龍角散有限公司","北市衛藥廣字106060333","1060623","1070622","平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"臺北市","藥品","龍角散清喉直爽顆粒水蜜桃口味","台灣龍角散有限公司","北市衛藥廣字106060334","1060623","1070622","平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"臺北市","藥品","欣樂樂愛思糖衣錠","中化裕民健康事業股份有限公司","北市衛藥廣字106060076","1060623","1070622","平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"臺北市","醫療器材","安摩樂溫熱敷貼片(未滅菌)","台灣小林藥業股份有限公司","北市衛器廣字106060073","1060623","1070622","平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"臺北市","藥品","清新安摩樂","台灣小林藥業股份有限公司","北市衛藥廣字106060074","1060623","1070622","平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"臺北市","藥品","胃平寧懸浮液","韋淳貿易股份有限公司","北市衛藥廣字106060332","1060623","1070622","平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"臺北市","藥品","龍角散","台灣龍角散有限公司","北市衛藥廣字106060333","1060623","1070622","平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"臺北市","藥品","龍角散清喉直爽顆粒水蜜桃口味","台灣龍角散有限公司","北市衛藥廣字106060334","1060623","1070622","平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"臺北市","醫療器材","拜安進血糖監測系統","台灣拜耳股份有限公司","北市衛器廣字106060347","1060623","1070627","網路"
"臺北市","醫療器材","3M Nexcare 克淋濕防水透氣繃(滅菌),3M Nexcare 克淋濕防水透氣繃(滅菌),3M Nexcare 克淋濕防水透氣繃 (滅菌)","台灣明尼蘇達礦業製造股份有限公司","北市衛器廣字106070077","1060623","1070722","平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"臺北市","藥品","＂中美＂優美孅油切膠囊","興中美生技有限公司","北市衛藥廣字106060343","1060626","1070625","平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"臺北市","藥品","“中美”蚊避防蚊液","興中美生技有限公司","北市衛藥廣字106060344","1060626","1070625","平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"臺北市","藥品","“中美”蚊避防蚊液","興中美生技有限公司","北市衛藥廣字106060345","1060626","1070625","平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"臺北市","藥品","“中美”蚊避防蚊液","興中美生技有限公司","北市衛藥廣字106060346","1060626","1070625","平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"臺北市","藥品","沙威隆消毒藥水","英屬維京群島商沙威隆國際股份有限公司台灣分公司","北市衛藥廣字106060339","1060626","1070625","電台"
"臺北市","藥品","＂津村＂康蓓芙濃縮顆粒","忠純貿易股份有限公司","北市衛藥廣字106060291","1060626","1070625","平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"臺北市","藥品","“中美”優美孅油切膠囊","興中美生技有限公司","北市衛藥廣字106060343","1060626","1070625","平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"臺北市","藥品","“中美”蚊避防蚊液","興中美生技有限公司","北市衛藥廣字106060344","1060626","1070625","平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"臺北市","藥品","“中美”蚊避防蚊液","興中美生技有限公司","北市衛藥廣字106060345","1060626","1070625","平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"新北市","化粧品","1.青春保漾潔顏乳2.青春保漾養顏液3.青春保漾修護精華4.青春保漾滋養霜5.青春保漾高效霜6.純淨雛菊沐浴膠7.純淨雛菊身體乳8.野男人高效緊顏膠9.野男人全日護顏乳10.野男人洗髮沐浴膠","台灣春天生活股份有限公司","北衛粧廣字10508107","1050908","1060908","網路;;平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"新北市","化粧品","1.極生凍齡沐浴膠2.極生凍齡身體乳3.極生凍齡潔面乳4.極生凍齡平衡水5.極生凍齡調理日霜6.極生凍齡調理夜霜7.極生凍齡潤唇霜8.極生凍齡護手霜9.極生凍齡眼霜10.石榴滋潤洗手乳","台灣春天生活股份有限公司","北衛粧廣字10508108","1050909","1060909","網路;;平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"新北市","化粧品","1.全能激活角質沐浴膠2.全能激活身體調理露3.全能激活潔面膠4.全能激活角質潔面膠5.全能激活精華露6.全能激活眼部調理露7.全能激活潤唇霜8.美手霜9.美甲油10.美足霜","台灣春天生活股份有限公司","北衛粧廣字10508109","1050909","1060909","網路;;平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"新北市","化粧品","1.超水保濕沐浴膠2.超水保濕身體乳3.超水保濕潔面膠4.24H 超水保濕調理面霜5.超水保濕潤唇霜6.超水保濕護手霜7.超水保濕眼霜8.酪梨保濕洗手乳9.瘋柏林沐浴膠10.瘋柏林身體乳","台灣春天生活股份有限公司","北衛粧廣字10508110","1050909","1060909","網路;;平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"新北市","化粧品","1.藍銅胜肽極緻保濕肌因修護霜2.痘痘代謝霜3.青春女神眼霜4.青春回復露","維納斯美顏生技有限公司","北衛粧廣字10508121","1050908","1060908","網路;;平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"臺中市","化粧品","1.天然礦物防水柔焦粉底液2.無水可擊防護BB霜3.檸檬草手工皂4.青柚草本手工皂(法國皇室御用美肌馬賽皂組)5.無患子草本手工皂6.無患子草本沐浴露7.無患子草本洗髮露8.無患子草本潔面露9.無患子草本身體乳霜10.乳油木果1/2乳霜去角質潔膚乳","法蔓國際股份有限公司","中市衛粧廣字10509546","1051016","1061016","網路;;平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"臺南市","化粧品","Q10胺基酸洗面乳,玻尿酸精華液,撫紋精華乳,淨妍荳淨凝膠,極緻淨白乳","藝群國際企業有限公司","南市衛粧廣字1050910016","1050924","1060924","網路;;平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"桃園縣","醫療器材","＂唯鼎＂水凝膠手術傷口敷料(滅菌)WellDerm Wound Dressing for Surgical Application(sterile)","唯鼎生醫股份有限公司","桃衛器字10509001","1050919","1060919","網路;;平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"桃園縣","藥品","＂信東＂利控糖膜衣錠2/500Glimet F.C. Tab","信東生技股份有限公司","桃衛藥廣字10509002","1050924","1060924","學術性醫療刊物"
"桃園縣","藥品","胃潰安膜衣錠75毫克Kowecan F.C. Tablets 75mg","信東生技股份有限公司","桃衛藥廣字10509003","1050912","1060912","電影、電視(秒數:90);;電台(秒數:90秒)"
"桃園縣","藥品","停菸戒菸薄荷片口含錠2mg/4mg","信東生技股份有公司","桃衛藥廣字10509004","1051005","1061005","平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"桃園縣","化粧品","1.金箔超導乳霜面膜2.金箔超導精華面膜","淘星生技國際有限公司","桃衛粧廣字10509027","1050926","1060926","網路;;平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"桃園縣","化粧品","1.Amino Oil潤膚草本卸妝油2.AMINO Cream 氨基酸抗老保濕乳霜3.amino Lotion 氨基酸抗老保濕化妝水4.BIO WHITE Cream 美白乳霜5.BIO WHITE Lotion 美白化妝水6.Eye Whiteing 美白抗齡緊緻眼霜7.MixGel 抗老保濕凝膠8.PeelGel 去角質潔淨透亮凝膠9.Shea Butter 乳木果油精華液10.UR 百種精華保濕護手膜","理想發展企業股份有限公司","桃衛粧廣字10509028","1051004","1061004","網路;;平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"桃園縣","化粧品","茶花萃深層護髮油","歐萊德國際股份有限公司","桃衛粧廣字10509029","1050922","1060922","網路"
"桃園縣","化粧品","咖啡萃沐浴乳","歐萊德國際股份有限公司","桃衛粧廣字10509030","1050922","1060922","網路;;平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"桃園縣","化粧品","碧麗妃溫℃高滲透修護水精華","台灣資生堂股份有限公司","桃衛粧廣字10509031","1050926","1060926","網路;;平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"桃園縣","化粧品","1.BIELENDA 碧爾蘭達-紅石榴精華全效身體乳2.BIELENDA 碧爾蘭達-棉花乳精華身體乳3.BIELENDA 碧爾蘭達-黑橄欖精華保濕身體乳4.BIELENDA 碧爾蘭達-酪梨精華水潤身體乳","廣越達有限公司","桃衛粧廣字10509033","1050924","1060924","網路;;平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"衛福部","藥品","佼佼軟膏","歐文藥品股份有限公司","衛部藥廣字10510001","1051005","1060930","電影、電視(秒數:15);;網路"
"衛福部","化粧品","1. MyB 蜜詩美花萃保濕晶露、2. MyB 蜜詩美活膚毛孔靜透露、3. MyB 蜜詩美活膚美顏凝露、4. MyB 蜜詩美熱瑪姬緊緻霜、5. MyB 蜜詩美熱瑪姬滋養膏、6. MyB 蜜詩美瑩潤透亮面膜、7. MyB 蜜詩美瑩亮緊緻眼膜、8. MyB 蜜詩美瑩亮緊緻眼霜、9. MyB 蜜詩美煥采柔嫩霜","立特克科技股份有限公司","衛部粧廣字10510016","1051007","1061007","網路;;平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"衛福部","化粧品","1. 野薑花鎖水舒緩面膜、2. 南瓜嫩白修護面膜、3. 牛奶緊緻呵護面膜","文宥科技有限公司","衛部粧廣字10510018","1051007","1061007","網路;;平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"衛福部","化粧品","1. 亞新 S.O.D. 潔膚凝露、2. 亞新 S.O.D. 保濕水嫩露、3. 亞新 S.O.D. 逆齡潤白霜、4. 亞新 3D 立體緊緻霜、4. 亞新 S.O.D. 超導面膜、5. 亞新樟芝親膚精油、6. S.O.D. 寶貝肌美魔女沐浴乳","亞樟生物科技股份有限公司","衛部粧廣字10510017","1051007","1061007","網路;;平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"衛福部","化粧品","蝶依系列–1. 百花霜、2. 百花詩蜜粉凝霜、3. 蕃茄紅素面霜、4.柔白媚麗澤霜、5.天衣夢幻含情乳霜瑩采粉霜、6. 煥膚霜、7. 煥膚敷面粉、8.青春彩妍修護乳霜、9. 麗澤霜、10. 芙蓉如玉霜","小白菜化妝品工廠","衛部粧廣字10510011","1051003","1060926","電台(秒數:900秒);;網路;;平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"衛福部","藥品","滅菌靈懸液用粉劑10萬單位/毫升(耐絲菌素)","健亞生物科技股份有限公司","衛部藥廣字10510002","1051012","1061012","學術性醫療刊物"
"臺中市","化粧品","1.鎖水活膚露2.長效蜂蜜保水精萃3.激光淡斑美白精萃4.肌密活膚煥顏精萃5.肌護全效DD霜6.肌淨柔敏胺基酸潔顏霜7.水潤亮膚面膜","宗聖裕股份有限公司","中市衛粧廣字10509568","1051020","1061020","網路;;平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"臺中市","化粧品","K5 晶活青春面膜","大麥國際娛樂有限公司","中市衛粧廣字10510608","1050921","1060921","網路;;平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"臺中市","化粧品","1.真正薰衣草花水2.羅馬洋甘菊花水3.保加利玫瑰花水(OTTO)4.橙花花水5.乳香精油6.黎明心晴菁華油7.晚安九九菁華油8.黑胡椒精油9.放下重擔調理油10.青春回調理油","法意貿易有限公司","中市衛粧廣字10510570","1051016","1061016","網路;;平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"臺中市","化粧品","1.香蜂草精油2.甜橙精油3.苦橙葉精油4.絲柏精油5.歐薄荷精油6.依蘭精油7.快樂鼠尾草精油8.茉莉精油9.大西洋雪松精油10.羅馬洋甘菊精油","法意貿易有限公司","中市衛粧廣字10510571","1051016","1061016","網路;;平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"臺中市","化粧品","1.西洋耆草精油2.蛇麻實精油3.玫瑰天竺葵精油4.芹菜籽精油5.保加利亞玫瑰花水6.迷迭香花水7.極緻水精華8.Feya平衡調理精華液9.鳶尾花純白乳霜10.植物賦活機能霜","法意貿易有限公司","中市衛粧廣字10510572","1051016","1061016","網路;;平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"臺中市","醫療器材","舒美利得簡便型熱敷護具(未滅菌)","昱程科技股份有限公司","中市衛器廣字10510229","1051005","1061005","網路;;平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"臺南市","化粧品","真珠膏","桓康生醫有限公司","南市衛粧廣字1050910018","1051005","1061005","電台(秒數:300秒秒);;網路;;平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"桃園縣","醫療器材","＂唯家＂遠紅外線非動力式治療床墊(未滅菌)","唯家有限公司","桃衛器字10509009","1050923","1060923","網路;;平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等);;學術性醫療刊物"
"桃園縣","醫療器材","＂唯家＂遠紅外線非動力式治療床墊(未滅菌)","唯家有限公司","桃衛器字10509010","1050923","1060923","電影、電視(秒數:370);;電台(秒數:406秒)"
"桃園縣","醫療器材","＂松護友＂醫療用拐杖(未滅菌)＂齊威＂醫療用手杖(未滅菌)＂杏華＂醫療用手杖(未滅菌)＂杏華＂助行器(未滅菌)＂富凱源＂機械式輪椅(未滅菌)","杏華醫療器材有限公司","桃衛器字10509007","1050929","1060929","網路;;平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"新北市","化粧品","1.MEN’’’’s Bioré 控油柔珠沐浴乳2.MEN’’’’s Bioré 控油去角質洗面乳3.MEN’’’’s Bioré 健髮豐盈洗髮精","花王(台灣)股份有限公司","北衛粧廣字10509163","1051003","1061003","網路;;平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"新北市","化粧品","1.伊美透潤洗卸凝露 120ml 2.伊美透潤調理凝露 120ml 3.伊美透潤菁露 50ml 4.伊美透潤乳霜 50ml 5.伊美透潤DD霜 50ml 6.FGF-7 逆時光精華 7ml*4 7.FGF-7 修護面膜 25ml*5pcs","勛泰生技有限公司","北衛粧廣字10510005","1051005","1061005","網路;;平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"新北市","化粧品","1.ANGEChéri 橙花活膚露2.ANGEChéri 蘋果保濕水3.ANGEChéri 蘋果保濕修護乳4.ANGEChéri 蘋果保濕修護精華露5.蘋果保濕舒緩凝膠6.ANGEChéri 完美保濕燕窩精華面膜7.ANGEChéri 完美亮白覆盆子面膜","安雪儷國際企業社","北衛粧廣字10509134","1051001","1061001","網路;;平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"新北市","藥品","1.視舒坦人工淚液點眼液2.＂愛爾康法國廠＂視舒坦單支裝人工淚液點眼液","瑞士商愛爾康大藥廠股份有限公司台灣分公司","北衛藥廣字10509017","1051003","1061003","網路;;其他(網路28秒)"
"新北市","化粧品","1.Lafe’’’’s 純自然護唇膏-柑橘檸檬2.Lafe’’’’s 純自然護唇膏-薄荷3.Lafe’’’’s 純自然護唇膏-無味","佳潤健康有限公司","北衛粧廣字10509133","1051009","1061009","網路;;平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"新北市","化粧品","1.SoQ 水極致持妝保濕乳2.SoQ 水蝸牛DD霜3.SoQ 控油爽膚噴霧4.SoQ 深層卸妝礦物泥5.SoQ 溫和微粒啤酒酵母角質按摩霜","頑美國際有限公司","北衛粧廣字10509154","1050924","1060924","網路;;其他(海報、傳單、報紙、型錄、雜誌、廣告牌、車體、車廂)"
"臺中市","藥品","友露安感冒膜衣錠","大裕生技興業有限公司","中市衛藥廣字10511160","1051119","1061119","電影、電視(秒數:5);;電台(秒數:5秒);;網路"
"臺中市","化粧品","1.MIKI QUEEN 超防水抗暈眼線膠筆(魅惑黑、典雅棕、銀鑽黑)2.MIKI QUEEN 旋轉慕絲眼線眼彩筆(深邃黑、古銅棕、純酒紅、鮮明粉、象牙膚)3.MIKI QUEEN 魔幻瓷光毛孔隱形霜","飛亞有限公司","中市衛粧廣字10510696","1051024","1061024","網路;;平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"臺南市","醫療器材","“仙佳美”遠紅外線治療器","仙佳美企業有限公司","南市衛醫器廣字1051000003","1051101","1061101","電影、電視(秒數:430秒);;電台(秒數:430秒秒);;網路"
"臺南市","醫療器材","“汗馬”溫熱艙(未滅菌)","仙佳美企業有限公司","南市衛醫器廣字1051000005","1051103","1061103","電影、電視(秒數:1610秒);;網路"
"臺南市","化粧品","超完美全效CC霜SPF33 ★★系列,深邃眼眸四色眼影系列,亮妍腮紅系列,光采透亮蜜粉系列,無暇保濕遮瑕膏系列,色誘潤澤唇膏系列,時尚錐形眉筆系列,極致防水眼線液筆系列","薇格美學國際有限公司","南市衛粧廣字1051100001","1051111","1061111","網路;;平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"臺南市","化粧品","kathemera潤澤光保濕卸妝油,kathemera青竹保濕噴霧,kathemera潤澤光極致潔顏露,kathemera潤澤光保濕抗皺化妝水,kathemera潤澤光保濕抗皺精華液,kathemera潤澤光保濕抗皺乳霜,潔芬植萃強韌洗髮露720ml玫瑰,潔芬植萃強韌洗髮露720ml綠茶,路加手工皂,路加馬油極緻水感潤膚乳","威爾宣國際事業有限公司","南市衛粧廣字1051100012","1051118","1061118","網路;;平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"臺南市","化粧品","潔芬活氧沐浴露-香根草,潔芬活氧沐浴露-綠茶,潔芬豐盈洗髮露-香根草,潔芬豐盈洗髮露-綠茶,潔芬植萃淨化洗面露-橄欖葉,潔芬植萃賦活洗面露-巴西莓果,LUKE海甘藍深層修護免沖洗護髮素,潔芬抗菌洗手露,Luke抗菌洗手露-鳶尾花,Luke抗菌沐浴露-紫玫瑰","威爾宣國際事業有限公司","南市衛粧廣字1051100013","1051118","1061118","網路;;平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"臺南市","化粧品","玫瑰去角質噴霧(液)","慧詮國際洋行","南市衛粧廣字1051010030","1051026","1061026","電影、電視(秒數:81秒)"
"桃園縣","化粧品","1.溫和柔嫩卸妝液2.櫻花溫和柔滑潔顏慕絲3.玫瑰淨透去角質凝膠4.玫瑰美肌保濕化妝水5.凍齡水嫩柔膚精華液6.凍齡精萃奇肌精華乳7.高濃度淨白無瑕面膜8.奢華緊緻無瑕面膜9.璀璨永恆-全方位肌膚保養組合","美神國際貿易股份有限公司","桃衛粧廣字10510033","1051107","1061107","網路;;平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"桃園縣","化粧品","薇晶3D全方位洗卸凝露」等（共10項）","國世德國際多媒體股份有限公司","桃衛粧廣字10510043","1051030","1061030","電影、電視(秒數:1425);;網路"
