審查機關,產品類別,廣告品名,申請廠商,廣告核准字號,核准起始日期,核准結束日期,廣告類別
"臺中市","藥品","＂明通＂治傷風顆粒","明通化學製藥(股)份有限公司第二廠","中市衛藥廣字10604017","1060525","1070525","平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"臺中市","藥品","＂明通＂治傷風顆粒","明通化學製藥(股)份有限公司第二廠","中市衛藥廣字10604019","1060525","1070525","平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"臺中市","藥品","＂明通＂治痛單液","明通化學製藥股份有限公司第二廠","中市衛藥廣字10604020","1060525","1070525","電影、電視(秒數:15);;電台(秒數:15秒);;網路"
"臺中市","藥品","＂明通＂治痛丹散","明通化學製藥股份有限公司","中市衛藥廣字10604021","1060525","1070525","平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"臺中市","藥品","＂明通＂治痛丹散","明通化學製藥(股)份有限公司第二廠","中市衛藥廣字10604022","1060525","1070525","電台(秒數:30秒)"
"臺中市","藥品","＂明通＂治傷丹散","明通化學製藥(股)份有限公司第二廠","中市衛藥廣字10604023","1060525","1070525","電影、電視(秒數:20);;電台(秒數:20秒);;網路"
"臺中市","藥品","＂明通＂治傷丹散","明通化學製藥(股)份有限公司第二廠","中市衛藥廣字10604024","1060525","1070525","平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"臺中市","藥品","＂明通＂治痛丹散","明通化學製藥(股)份有限公司第二廠","中市衛藥廣字10604025","1060525","1070525","電影、電視(秒數:15);;電台(秒數:15秒);;網路"
"衛福部","化粧品","漢莉雅保濕化妝水","順瑛堂生物科技製藥股份有限公司","衛部粧廣字10512008","1051130","1061214","電影、電視(秒數:770)"
"衛福部","化粧品","LANAMI 極致賦活胎盤肌滑露及LANAMI 新一代胎盤肌滑霜II","台灣糖業股份有限公司生物科技事業部","衛部粧廣字10512009","1051205","1061204","網路;;平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"衛福部","化粧品","1.海妮雅玫瑰身體乳500ml、2.海妮雅白麝香身體乳500ml、3.海妮雅薰衣草身體乳500ml、4.金鑽煥顏活膚霜31ml","海妮雅國際美容事業(股)公司","衛部粧廣字10512002","1051130","1061213","網路;;平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"衛福部","化粧品","1.海妮雅玫瑰身體乳500ml、2.海妮雅白麝香身體乳500ml、3.海妮雅薰衣草身體乳500ml、4.金鑽煥顏活膚霜30ml","海妮雅國際美容事業(股)公司","衛部粧廣字10512003","1051130","1061213","電影、電視(秒數:600)"
"衛福部","化粧品","1.C15抗老淨白強化精萃、2.寶拉珍選抗老化柔膚2%水楊酸身體乳、3.寶拉珍選抗老化每日果酸柔膚精華乳、4.抗老化每週果酸更新精華液、5.抗老化亮白美膚精華、6.抗老化A醇極校修護精露、7.抗老化煥采10%果酸身體乳、8.修護保濕面膜、9.柔敏舒緩調理水","寶拉珍選股份有限公司","衛部粧廣字10512001","1051130","1061219","網路;;平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"衛福部","化粧品","1.一步搞定全效保濕素(新配方)、2.一步搞定全效保濕亮白精華","益美化工實業股份有限公司","衛部粧廣字10512011","1051205","1061231","網路;;平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"衛福部","化粧品","森玫瑰水立方保濕精華EX","益美化工實業股份有限公司","衛部粧廣字10512004","1051130","1061203","網路;;平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"衛福部","化粧品","蘋果籽傳明酸淡斑美白敷面泥","益美化工實業股份有限公司","衛部粧廣字10512010","1051205","1061228","網路;;平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"臺北市","醫療器材","安視優恆潤氧每日拋棄式隱形眼鏡,安視優恆潤氧每日拋棄式隱形眼鏡","嬌生股份有限公司","北市衛器廣字105120071","1051123","1061221","平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"臺北市","化粧品","舒摩兒 私密緊實青春露","景安興業股份有限公司","北市衛粧廣字105120123","1051123","1061208","電影、電視"
"臺北市","化粧品","CLEAR 淨 男士去屑洗髮乳 清爽控油型 750ml,CLEAR 淨 男士去屑洗髮乳 清爽控油型 400ml","聯合利華股份有限公司","北市衛粧廣字105120254","1051123","1061201","電影、電視"
"臺北市","化粧品","CLEAR 淨 男士去屑洗髮乳 清爽控油型 750ml,CLEAR 淨 男士去屑洗髮乳 清爽控油型 400ml","聯合利華股份有限公司","北市衛粧廣字105120255","1051123","1061201","電影、電視"
"臺北市","化粧品","CLEAR 淨 男士去屑洗髮乳 清爽控油型 750ml,CLEAR 淨 男士去屑洗髮乳 清爽控油型 400ml","聯合利華股份有限公司","北市衛粧廣字105120256","1051123","1061201","電影、電視"
"臺北市","藥品","可樂必妥眼藥水","台灣參天製藥股份有限公司","北市衛藥廣字105110268","1051123","1061129","學術性醫療刊物"
"臺北市","化粧品","超導潤白面膜,淨瑕勻白精華,光感濾鏡瞬白霜","德典生技股份有限公司(原德典生技)","北市衛粧廣字105120268","1051123","1061201","平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"臺北市","藥品","金壕鼻炎軟膠囊","德佑藥品有限公司","北市衛藥廣字105120093","1051123","1061216","平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"臺北市","藥品","德佑咳寧口含錠","德佑藥品有限公司","北市衛藥廣字105120094","1051123","1061216","平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"臺北市","藥品","達樂明胃腸藥顆粒","優德貿易有限公司","北市衛藥廣字105120095","1051123","1061218","平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"臺北市","化粧品","CLEAR 淨 男士去屑洗髮乳 清爽控油型 750ml,CLEAR 淨 男士去屑洗髮乳 清爽控油型 400ml","聯合利華股份有限公司","北市衛粧廣字105120302","1051123","1061204","電影、電視"
"臺北市","化粧品","CLEAR 淨 男士去屑洗髮乳 清爽控油型 750ml,CLEAR 淨 男士去屑洗髮乳 清爽控油型 400ml","聯合利華股份有限公司","北市衛粧廣字105120305","1051123","1061204","電影、電視"
"臺北市","醫療器材","百略醫學電子血壓計","百略醫學科技股份有限公司","北市衛器廣字105120241","1051123","1061214","平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"高雄市","化粧品","1.美納顏納豆深層潔面乳2.美納膚納豆柔嫩沐浴乳","寰宇新世紀股份有限公司","高市衛粧廣字10511100","1051127","1061126","網路;;平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"新北市","化粧品","嫩白C粉","穎祥國際有限公司","北衛粧廣字10511139","1051208","1061208","網路;;其他(海報、傳單、報紙、型錄、雜誌)"
"新北市","化粧品","1.艾地苯緊緻亮白面膜2.艾地苯賦活美顏膠囊3.艾地苯潤澤亮采精華4.艾地苯水感美肌霜","穎祥國際有限公司","北衛粧廣字10511140","1051219","1061219","網路;;其他(海報、傳單、報紙、型錄、雜誌)"
"新北市","化粧品","1.Harya咖啡因專業養髮洗髮精2.Harya咖啡因專業瞬效護髮膜3.赫亞養髮經","駿森工業有限公司(中和廠)","北衛粧廣字10511147","1051211","1061211","電影、電視(秒數:2400);;網路"
"臺北市","藥品","普拿疼伏冒日夜錠,普拿疼伏冒止咳錠,普拿疼伏冒熱飲散劑加強配方,普拿疼伏冒熱飲傷風散劑,普拿疼伏冒熱飲散,普拿疼伏冒鼻炎錠,普拿疼伏冒加強錠,普拿疼伏冒錠","英商葛蘭素史克消費保健用品股份有限公司台灣分公司","北市衛藥廣字105120248","1051206","1061215","網路"
"臺北市","藥品","＂義大利＂ 得舒緩膜衣錠100毫克,＂義大利＂ 得舒緩膜衣錠150毫克","羅氏大藥廠股份有限公司","北市衛藥廣字105120238","1051206","1061214","學術性醫療刊物"
"臺北市","化粧品","蜂蜜紅蔘亮采活膚霜","台灣萊雅股份有限公司","北市衛粧廣字105120551","1051206","1061213","平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"臺北市","藥品","金冠堂鎮癢消炎液(溫和清涼型),金冠鎮癢消炎液","懷得國際有限公司","北市衛藥廣字105120162","1051206","1061229","平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"臺北市","化粧品","美吾髮葵花亮澤染髮霜-4咖啡黑,美吾髮葵花亮澤染髮霜-5褐黑,美吾髮葵花亮澤染髮霜-6自然黑、6焦點黑,美吾髮葵花亮澤染髮霜-7亮黑、7深邃黑,美吾髮葵花顯色敷用劑-魅力黑系列","美吾華股份有限公司","北市衛粧廣字105120397","1051206","1061218","電影、電視"
"臺北市","化粧品","美吾髮快速護髮染髮霜-7M深亮黑,美吾髮快速護髮染髮霜-6M自然亮黑,美吾髮快速護髮染髮霜-3淺栗,美吾髮快速護髮染髮霜-2明栗,美吾髮快速護髮染髮霜-7自然黑褐,美吾髮快速護髮染髮霜-6自然褐,美吾髮快速護髮染髮霜-5深栗,美吾髮快速護髮染髮霜-4自然栗","美吾華股份有限公司","北市衛粧廣字105120398","1051206","1061209","電台"
"臺北市","化粧品","1.蓮子草茶皂 2.烏龍人蔘滋潤皂 3.水潤皂 4.金針美人皂 5.月桂清爽皂 6.桂花養護皂 7.木瓜皂 8.木瓜玉膚皂 9.紅龍果皂 10.百合美膚皂","大善柒田股份有限公司","北市衛粧廣字105120235","1051207","1061206","平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"臺北市","化粧品","1.七晝夜強效抗皺精華乳 2.七晝夜抗皺保濕晶露3.玫瑰緊緻眼唇深層全效卸妝油 4.蝸牛修護面膜 5.C23.8亮白絲光面膜","威爾嘉國際股份有限公司","北市衛粧廣字105120312","1051207","1061206","平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"臺北市","化粧品","Nature Tree 高效活顏金萃液、Nature Tree 自然白皙美顏霜、HAIR MUCH 摩洛哥油四效修護精華噴霧、DeRAL 四季能量霜-冬霜等4項產品","莎莉國際美容有限公司","北市衛粧廣字105120378","1051207","1061206","電影、電視"
"臺北市","化粧品","〈香氛〉Odeur De Saintete香精 1.Eau Culte 2.Immaculee 3.Amer Superieur 4.Ecat de Grace 5.Enfnat de Coeur 6.Amante Religieuse_100ml 等6項產品","新光紡織股份有限公司","北市衛粧廣字105120379","1051207","1061206","平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"臺北市","化粧品","極潤保濕化妝水、蜂萃全效抗皺凍齡精萃、蜂萃全效凍齡緊緻霜、B&S天然肉桂精油等4項產品","尊顏生技國際有限公司","北市衛粧廣字105120380","1051207","1061206","平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"臺北市","化粧品","水美人保濕卸妝乳、水美人胺基酸洗顏慕斯、水美人保濕化妝水、水美人煥采精華、水美人賦活修護乳液、水美人胺基酸煥妍凍膜等6項產品","香港商雅京貝雅國際投資控股有限公司台灣分公司","北市衛粧廣字105120381","1051207","1061206","電影、電視"
"臺北市","化粧品","（繳款單後5碼：51075）1、活水潤澤酵能精華霜 2、活水潤澤晚安凍膜 3、活水密集潤澤全酵面膜 4、微米珍珠淨白深層潔顏乳 5、微米珍珠淨白酵素潔膚粉 6、微米珍珠淨白柔膚水 7、微米珍珠奇蹟淨白安瓶 8、微米珍珠淨白無瑕精華 9、微米珍珠淨白柔膚乳 10、微米珍珠奇蹟淨白光澤霜","臺灣樂金生活健康股份有限公司","北市衛粧廣字105120393","1051207","1061206","網路"
"臺北市","化粧品","（繳款單後5碼：51066）1、微米珍珠淨白煥顏泡泡面膜 2、微米珍珠淨白煥采光澤面膜 3、微米珍珠淨白泥緊緻面膜 4、青春奇蹟活酵肌秘露 80ml 5、青春奇蹟活酵肌秘露 150ml 6、青春奇蹟活酵肌秘亮眼霜 7、青春奇蹟活酵肌秘面膜 8、青春活酵亮采水凝露","臺灣樂金生活健康股份有限公司","北市衛粧廣字105120394","1051207","1061206","平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"臺北市","化粧品","1、1909百年精質乳霜 2、純淨酵能玫瑰潔膚棒 3、純淨紅酒多酚去角質凝露 4、吻我吧水潤唇膏 01 5、吻我吧水潤唇膏 02 6、吻我吧水潤唇膏 03 7、吻我吧水潤唇膏 04 8、吻我吧水潤唇膏 05 9、吻我吧水潤唇膏 06 10、吻我吧潤澤修護脣膏","臺灣樂金生活健康股份有限公司","北市衛粧廣字105120395","1051207","1061206","平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"臺北市","化粧品","1、自白肌特濃玻尿酸化粧水 2、自白肌極潤玻尿酸精華液","統一藥品股份有限公司","北市衛粧廣字105120396","1051207","1061206","平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"臺北市","化粧品","美德®香皂 Mederma Syndet","德譽貿易有限公司","北市衛粧廣字105120015","1051207","1061206","電台"
"臺北市","醫療器材","1.＂巴德＂葛羅祥刻立回中央靜脈導管2.＂巴德＂威力週邊置入中心導管等2項產品","巴德股份有限公司","北市衛器廣字105120013","1051207","1061206","學術性醫療刊物"
"臺北市","化粧品","愛菲亞極緻活妍全效面膜","愛菲亞國際股份有限公司","北市衛粧廣字105120037","1051207","1061206","平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"臺北市","醫療器材","＂日絆＂可麗美絆創貼布(滅菌)","台灣日化股份有限公司","北市衛器廣字105120029","1051207","1061206","平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"臺北市","醫療器材","＂日絆＂可麗美防水絆創貼布(滅菌)","台灣日化股份有限公司","北市衛器廣字105120030","1051207","1061206","平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"臺北市","化粧品","Nature Tree 高效活顏金萃液、Nature Tree 自然白皙美顏霜、HAIR MUCH 摩洛哥油四效修護精華噴霧、DeRAL 四季能量霜-冬霜等4項產品","莎莉國際美容有限公司","北市衛粧廣字105120378","1051207","1061206","電影、電視"
"臺北市","藥品","藥用養命酒","毅欣有限公司","北市衛藥廣字106060282","1060616","1070615","電影、電視"
"新北市","醫療器材","＂元健大和＂助聽器(未滅菌)","元健大和直販事業股份有限公司","北衛器廣字10606065","1060630","1070630","電影、電視(秒數:156);;網路"
"新北市","醫療器材","＂元健大和＂助聽器(未滅菌)","元健大和直販事業股份有限公司","北衛器廣字10606066","1060630","1070630","網路;;平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"新北市","醫療器材","＂元健大和＂助聽器(未滅菌)","元健大和直販事業股份有限公司","北衛器廣字10606067","1060630","1070630","網路;;平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"新北市","醫療器材","帝康日拋非球面軟性隱形眼鏡","精華光學股份有限公司","北衛器廣字10606049","1060617","1070617","網路;;平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"新北市","醫療器材","帝康日拋非球面軟性隱形眼鏡","精華光學股份有限公司","北衛器廣字10606050","1060617","1070617","網路;;平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"新北市","醫療器材","帝康日拋非球面軟性隱形眼鏡","精華光學股份有限公司","北衛器廣字10606051","1060617","1070617","網路;;平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"新北市","醫療器材","帝康日拋非球面軟性隱形眼鏡","精華光學股份有限公司","北衛器廣字10606052","1060617","1070617","網路;;平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"新北市","醫療器材","帝康日拋非球面軟性隱形眼鏡","精華光學股份有限公司","北衛器廣字10606053","1060623","1070623","網路;;平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"新北市","醫療器材","帝康日拋非球面軟性隱形眼鏡","精華光學股份有限公司","北衛器廣字10606054","1060623","1070623","網路;;平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"新北市","醫療器材","帝康日拋非球面軟性隱形眼鏡","精華光學股份有限公司","北衛器廣字10606044","1060623","1070623","網路;;平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"新北市","醫療器材","帝康日拋非球面軟性隱形眼鏡","精華光學股份有限公司","北衛器廣字10606045","1060623","1070623","網路;;平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"新北市","醫療器材","帝康日拋非球面軟性隱形眼鏡","精華光學股份有限公司","北衛器廣字10606046","1060630","1070630","電影、電視(秒數:120);;電台(秒數:120秒);;網路"
"新北市","醫療器材","帝康日拋非球面軟性隱形眼鏡","精華光學股份有限公司","北衛器廣字10606047","1060630","1070630","電影、電視(秒數:120);;電台(秒數:120秒);;網路"
"新北市","醫療器材","帝康日拋非球面軟性隱形眼鏡","精華光學股份有限公司","北衛器廣字10606048","1060706","1070706","網路;;平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"新北市","醫療器材","＂笙普＂痘痘貼(未滅菌)","大宮國際有限公司","北衛器廣字10606070","1060623","1070623","網路;;平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"新北市","醫療器材","芙蘿娜衛生套","大宮國際有限公司","北衛器廣字10606071","1060623","1070623","網路;;平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"新北市","醫療器材","帝康彩色日拋軟性隱形眼鏡","精華光學股份有限公司","北衛器廣字10606038","1060616","1070616","網路;;平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"新北市","醫療器材","精華帝康日拋非球面軟性隱形眼鏡","精華光學股份有限公司","北衛器廣字10606039","1060616","1070616","網路;;平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"新北市","醫療器材","帝康日拋非球面軟性隱形眼鏡","精華光學股份有限公司","北衛器廣字10606041","1060616","1070616","網路;;平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"新北市","醫療器材","帝康日拋非球面軟性隱形眼鏡","精華光學股份有限公司","北衛器廣字10606042","1060616","1070616","網路;;平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"新北市","醫療器材","帝康日拋非球面軟性隱形眼鏡","精華光學股份有限公司","北衛器廣字10606043","1060616","1070616","網路;;平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"新北市","醫療器材","帝康散光日拋軟性隱形眼鏡","精華光學股份有限公司","北衛器廣字10606040","1060616","1070616","網路;;平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"新北市","醫療器材","帝康臻亮彩色日拋隱形眼鏡","精華光學股份有限公司","北衛器廣字10606055","1060616","1070616","網路;;平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"新北市","醫療器材","＂炘燐＂中頻電療儀","炘燐精密科技有限公司","北衛器廣字10606059","1060713","1070713","網路;;平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等);;學術性醫療刊物"
"臺中市","藥品","固胃皆樂錠","永信藥品工業股份有限公司","中市衛藥廣字10606065","1060620","1070620","平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"臺中市","藥品","敏的膠囊","永信藥品工業股份有限公司","中市衛藥廣字10606066","1060620","1070620","平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"臺中市","藥品","＂大裕＂三支雨傘標友露安液","大裕生技興業有限公司","中市衛藥廣字10606069","1060710","1070710","電影、電視(秒數:15);;電台(秒數:15秒);;網路"
"臺中市","藥品","＂大裕＂三支雨傘標友露安液","大裕生技興業有限公司","中市衛藥廣字10606070","1060710","1070710","電影、電視(秒數:10);;電台(秒數:10秒);;網路"
"新北市","醫療器材","＂奧康＂助聽器(未滅菌)","科林儀器股份有限公司","北衛器廣字10602023","1060317","1070317","網路;;平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等);;學術性醫療刊物"
"新北市","醫療器材","＂柏峰＂氣導助聽器(未滅菌)","科林儀器股份有限公司","北衛器廣字10602024","1060329","1070329","網路;;平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等);;學術性醫療刊物"
"新北市","醫療器材","＂奧康＂助聽器(未滅菌)","科林儀器股份有限公司","北衛器廣字10602025","1060329","1070329","網路;;平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等);;學術性醫療刊物"
"新北市","醫療器材","1.＂奧康＂助聽器(未滅菌)2.＂柏峰＂氣導助聽器(未滅菌)","科林儀器股份有限公司","北衛器廣字10602026","1060329","1070329","網路;;平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等);;學術性醫療刊物"
"新北市","醫療器材","＂頂豪＂矽膠貼片(未滅菌)","頂豪生活科技股份有限公司","北衛器廣字10602027","1060318","1070318","網路;;平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"新北市","藥品","諾曼癌素糖衣錠 25 毫克","輝瑞大藥廠股份有限公司","北衛藥廣字10602011","1060301","1070301","其他(http://www.pfizerpro.tw)"
"臺中市","藥品","允消化敏軟膏允消膚帝乳膏允消傷乳膏允消菌軟膏","永信藥品工業股份有限公司","中市衛藥廣字10603002","1060317","1070317","平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"臺南市","醫療器材","“倍熱”低週波治療器HT329LC-KT2,“虹泰”電極貼片","虹泰企業有限公司仁德廠","南市衛醫器廣字1060210005","1060312","1070312","網路;;平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等);;學術性醫療刊物"
"臺南市","醫療器材","“倍熱”低週波治療器HT329LF-KT4,“倍熱”低週波治療器HT329LC-KT2,“倍熱”低週波治療器HT329LC-R,“虹泰”電極貼片","虹泰企業有限公司仁德廠","南市衛醫器廣字1060210006","1060321","1070321","網路;;平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等);;學術性醫療刊物"
"臺南市","醫療器材","“速配鼎”肢體裝具(未滅菌)LM-15腕部,“速配鼎”肢體裝具(未滅菌)LM-35膝部,“速配鼎”肢體裝具(未滅菌)LM-75踝部,“速配鼎”肢體裝具(未滅菌)LM-85肘部,“速配鼎”軀幹裝具(未滅菌)LM-55腰部","速配鼎國際股份有限公司","南市衛醫器廣字1060200004","1060303","1070303","網路;;平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"桃園縣","醫療器材","水滋養彩色日軟性隱形眼鏡","晶碩光學股份有限公司","桃衛器字10602013","1060222","1070222","網路;;平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"桃園縣","醫療器材","水滋養彩色日拋軟性隱形眼鏡水滋養日拋軟性隱形眼鏡","晶碩光學股份有限公司","桃衛器字10602011","1060321","1070321","網路;;平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"桃園縣","醫療器材","水滋養彩色日拋軟性隱形眼鏡水滋養日拋軟性隱形眼鏡","晶碩光學股份有限公司","桃衛器字10602012","1060321","1070321","網路;;平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"桃園縣","醫療器材","維凝敷矽膠疤痕貼片(未滅菌)WellDrem Silicone Scar-Care Dressing(non-sterile)","唯鼎清股份有限公司","桃衛器字10602016","1060301","1070301","網路;;平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等);;學術性醫療刊物"
"臺北市","醫療器材","1.微晶多標的自動化檢測儀2.微晶腸胃道病原體多標的核酸檢測試劑組","香港商生物梅里埃有限公司台灣分公司","北市衛器廣字106020252","1060224","1070223","學術性醫療刊物"
"臺北市","醫療器材","＂生物梅里埃＂微生物鑑定儀(未滅菌)、微鐵克2全自動微生物分析儀、微晶多標的自動化檢測儀、＂生物梅里埃＂威特爾全自動微生物偵測儀(未滅菌)、倍利革蘭氏染色劑(未滅菌)等5項產品","香港商生物梅里埃有限公司台灣分公司","北市衛器廣字106020260","1060224","1070223","學術性醫療刊物"
"臺北市","醫療器材","＂生物梅里埃＂微生物鑑定儀(未滅菌)、微鐵克2全自動微生物分析儀、微晶多標的自動化檢測儀、＂生物梅里埃＂威特爾全自動微生物偵測儀(未滅菌)、倍利革蘭氏染色劑(未滅菌)等5項產品","香港商生物梅里埃有限公司台灣分公司","北市衛器廣字106020260","1060224","1070223","學術性醫療刊物"
"臺北市","醫療器材","威達獅高敏感度肌鈣蛋白I試劑組","香港商生物梅里埃有限公司台灣分公司","北市衛器廣字106020251","1060224","1070223","學術性醫療刊物"
"臺北市","醫療器材","1.微晶多標的自動化檢測儀2.微晶腸胃道病原體多標的核酸檢測試劑組","香港商生物梅里埃有限公司台灣分公司","北市衛器廣字106020252","1060224","1070223","學術性醫療刊物"
"臺北市","藥品","淨脈舒丸(消痔丸)","辰田實業有限公司","北市衛藥廣字106030086","1060224","1070306","電影、電視"
"臺北市","藥品","腦速通膜衣錠","辰田實業有限公司","北市衛藥廣字106030087","1060224","1070324","平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"臺北市","醫療器材","安視優恆潤氧每日拋棄式隱形眼鏡,安視優恆潤氧每日拋棄式隱形眼鏡","嬌生股份有限公司","北市衛器廣字106030104","1060224","1070228","平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"臺北市","醫療器材","安視優超涵水每日拋棄式隱形眼鏡,安視優超涵水每日拋棄式隱形眼鏡,安視優超涵水散光每日拋棄式隱形眼鏡,安視優睛漾每日拋棄式隱形眼鏡,安視優恆潤氧每日拋棄式隱形眼鏡,安視優恆潤氧每日拋棄式隱形眼鏡","嬌生股份有限公司","北市衛器廣字106030106","1060224","1070302","電影、電視"
"臺北市","醫療器材","安視優恆潤氧每日拋棄式隱形眼鏡,安視優恆潤氧每日拋棄式隱形眼鏡","嬌生股份有限公司","北市衛器廣字106030105","1060224","1070228","平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"臺北市","醫療器材","3M 透氣膠帶(未滅菌).,3M 傳舒膠帶(未滅菌)(依105年3月8日FDA器字第1056010790號函辦理),3M傳舒醫療膠帶(未滅菌),3M 傳舒醫療膠帶 (未滅菌),3M 宜拉膠帶(未滅菌),3M宜拉膠帶(未滅菌),3M醫療膠帶(未滅菌),3M 醫療膠帶(未滅菌),3M醫療膠帶(未滅菌)","台灣明尼蘇達礦業製造股份有限公司","北市衛器廣字106030110","1060224","1070316","平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"臺北市","藥品","抗痛寧感冒液","三正貿易有限公司","北市衛藥廣字106040116","1060429","1070428","電影、電視"
"臺北市","醫療器材","1.威兆肢體裝具(未滅菌) 2.＂威兆＂軀幹裝具(未滅菌)","威兆企業有限公司","北市衛器廣字106040096","1060429","1070428","平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"臺北市","醫療器材","威兆肢體裝具〈未滅菌〉","威兆企業有限公司","北市衛器廣字106040097","1060429","1070428","平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
