SiteName,County,PSI,MajorPollutant,Status,SO2,CO,O3,PM10,PM2.5,NO2,WindSpeed,WindDirec,FPMI,NOx,NO,PublishTime
二林,彰化縣,71,臭氧,普通,4.4,0.27,85,40,11,8.5,3.9,46,1,9.18,.71,2017-05-17 13:00
三重,新北市,38,,良好,2.3,1.09,,50,16,40,,,1,78.65,38.57,2017-05-17 13:00
三義,苗栗縣,49,,良好,2.2,0.17,59,20,14,4.1,5.2,60,1,4.67,.59,2017-05-17 13:00
土城,新北市,52,臭氧,普通,5.2,0.27,62,27,16,12,2.2,134,1,14.08,2.54,2017-05-17 13:00
士林,臺北市,49,,良好,2,0.23,59,24,12,,2.7,41,1,,,2017-05-17 13:00
大同,臺北市,35,,良好,2.1,0.53,,41,20,23,,,,36.71,13.7,2017-05-17 13:00
大里,臺中市,66,臭氧,普通,2.1,0.36,80,18,12,13,2.6,227,1,14.62,1.16,2017-05-17 13:00
大園,桃園市,57,臭氧,普通,1.8,0.15,69,28,8,8.2,8.6,40,2,10.35,2.19,2017-05-17 13:00
大寮,高雄市,48,,良好,3.8,0.22,58,30,7,11,2.9,217,2,13.4,2.11,2017-05-17 13:00
小港,高雄市,40,,良好,11,0.3,48,34,13,26,2.1,196,2,31.04,5.07,2017-05-17 13:00
中山,臺北市,47,,良好,1.1,0.37,57,33,14,16,3.2,108,1,22.11,5.88,2017-05-17 13:00
中壢,桃園市,46,,良好,3.2,0.75,50,62,12,31,1.8,74,1,39.6,8.7,2017-05-17 13:00
仁武,高雄市,63,臭氧,普通,5.9,0.45,76,56,22,20,1.6,261,3,22.23,2.14,2017-05-17 13:00
斗六,雲林縣,41,,良好,1.8,0.37,49,34,12,11,1.5,132,2,13.1,2.32,2017-05-17 13:00
冬山,宜蘭縣,52,臭氧,普通,0.4,0.18,63,24,6,5.9,1.4,46,1,7.49,1.56,2017-05-17 13:00
古亭,臺北市,50,,良好,1.6,0.32,61,42,16,13,3,74,2,15.79,3.26,2017-05-17 13:00
左營,高雄市,70,臭氧,普通,4,0.38,85,61,36,19,2.1,250,2,19.8,1.25,2017-05-17 13:00
平鎮,桃園市,50,,良好,1.3,0.29,60,43,21,16,3.9,53,2,18.32,2.52,2017-05-17 13:00
永和,新北市,49,,良好,1.7,0.39,58,34,19,15,3.6,77,2,19.11,4.28,2017-05-17 13:00
安南,臺南市,25,,良好,,,,26,10,,2,0.7,1,,,2017-05-17 13:00
朴子,嘉義縣,68,臭氧,普通,2.8,0.21,81,37,9,4.2,3.1,90,1,5.41,1.18,2017-05-17 13:00
汐止,新北市,47,,良好,2.9,0.22,57,20,17,11,2.2,62,2,12.81,2.08,2017-05-17 13:00
竹山,南投縣,30,,良好,1.6,0.28,28,20,16,10,1.6,182,2,12.32,1.9,2017-05-17 13:00
竹東,新竹縣,0,,,2.3,0.19,52,40,13,7.8,3.5,51,,9.58,1.81,2017-05-17 13:00
西屯,臺中市,58,臭氧,普通,3.3,0.19,69,31,9,5.2,3.1,318,1,7.01,1.86,2017-05-17 13:00
沙鹿,臺中市,69,臭氧,普通,2.9,0.21,82,28,15,8.5,5.9,307,1,9.85,1.34,2017-05-17 13:00
宜蘭,宜蘭縣,49,,良好,0.7,0.21,59,22,10,2.4,1.2,153,1,3.05,.63,2017-05-17 13:00
忠明,臺中市,54,臭氧,普通,1.7,0.22,65,28,13,10,3.4,290,1,12.83,2.63,2017-05-17 13:00
松山,臺北市,51,臭氧,普通,1.4,0.23,61,24,17,9,2.5,67,1,11.5,2.46,2017-05-17 13:00
板橋,新北市,52,臭氧,普通,2.4,0.3,62,33,15,11,3.3,71,1,14.21,3.4,2017-05-17 13:00
林口,新北市,50,,良好,1.6,0.19,59,38,16,9.7,4.3,57,2,12.15,2.49,2017-05-17 13:00
林園,高雄市,0,,,5.1,0.22,,,,11,2.1,360,,12.89,2.17,2017-05-17 13:00
花蓮,花蓮縣,54,臭氧,普通,1.3,0.23,64,16,10,6.6,2,15,1,8.1,1.51,2017-05-17 13:00
金門,金門縣,62,臭氧,普通,2.6,0.26,74,34,24,5.7,2.8,68,3,6.74,1.02,2017-05-17 13:00
前金,高雄市,53,臭氧,普通,5.7,0.31,64,26,21,18,1.3,177,,19.64,2.01,2017-05-17 13:00
