SiteName,County,PSI,MajorPollutant,Status,SO2,CO,O3,PM10,PM2.5,NO2,WindSpeed,WindDirec,FPMI,NOx,NO,PublishTime
二林,彰化縣,32,,良好,4.1,0.49,39,27,5,13,3.8,41,1,13.84,.89,2017-05-26 02:00
三重,新北市,48,,良好,1.7,0.61,,35,12,21,,,2,24.17,3.44,2017-05-26 02:00
三義,苗栗縣,27,,良好,1.6,0.27,32,15,1,5.4,4,32,1,5.76,.35,2017-05-26 02:00
土城,新北市,37,,良好,2.5,0.28,44,26,17,7.7,0.7,54,2,8.73,.99,2017-05-26 01:00
士林,臺北市,33,,良好,1.5,0.29,32,30,13,10,2.3,136,2,12.06,1.67,2017-05-26 02:00
大同,臺北市,50,,良好,1.6,1.05,,50,11,23,,,2,34.42,11.24,2017-05-26 02:00
大里,臺中市,28,,良好,1.9,0.37,32,26,6,11,1.9,62,2,12.66,2.12,2017-05-26 02:00
大園,桃園市,41,,良好,4.8,0.51,14,39,13,34,3.2,82,2,39.52,5.33,2017-05-26 01:00
大寮,高雄市,17,,良好,1.4,0.13,21,15,5,5.4,1,251,1,6.35,.94,2017-05-26 02:00
小港,高雄市,35,,良好,1.9,0.17,27,33,1,6.8,0.6,270,1,7.61,.77,2017-05-26 02:00
中山,臺北市,34,,良好,1.9,0.3,39,32,14,12,1.6,154,2,13.34,1.75,2017-05-26 02:00
中壢,桃園市,48,,良好,6.9,0.55,30,45,13,18,1.1,290,2,21.34,3.63,2017-05-26 02:00
仁武,高雄市,0,,,3,0.27,29,,7,10,1.6,331,1,10.79,.67,2017-05-26 02:00
斗六,雲林縣,43,,良好,1.5,0.34,32,34,8,9.6,0.7,43,2,10.59,1.03,2017-05-26 02:00
冬山,宜蘭縣,35,,良好,2.1,0.23,24,38,7,2.4,0.6,108,1,3.19,.75,2017-05-26 02:00
古亭,臺北市,54,懸浮微粒,普通,1.6,0.45,26,40,12,15,2,169,2,17.59,2.2,2017-05-26 01:00
左營,高雄市,19,,良好,4.1,0.43,13,31,3,21,1.6,293,,22.36,1.12,2017-05-26 02:00
平鎮,桃園市,50,,良好,9.6,0.27,38,57,16,14,2,98,2,14.68,.83,2017-05-26 02:00
永和,新北市,0,,,1.5,0.55,37,45,19,19,2.1,94,,24.9,5.95,2017-05-25 15:00
安南,臺南市,53,懸浮微粒,普通,2.5,0.36,24,50,23,,1.6,357,2,,,2017-05-26 02:00
朴子,嘉義縣,49,,良好,3,0.31,41,29,4,7.1,1.9,81,2,8.58,1.45,2017-05-26 02:00
汐止,新北市,37,,良好,4,0.38,4.1,38,22,22,0.8,38,2,26.12,3.97,2017-05-26 02:00
竹山,南投縣,41,,良好,1.4,0.32,17,42,26,8.3,1.2,264,3,9.39,1.13,2017-05-26 02:00
竹東,新竹縣,32,,良好,1.4,0.18,36,28,9,2.4,1.6,235,2,2.86,.47,2017-05-26 02:00
西屯,臺中市,37,,良好,2,0.22,44,17,9,5.6,3.5,37,2,6.5,.94,2017-05-26 02:00
沙鹿,臺中市,35,,良好,2.1,0.26,42,10,4,8.3,3.5,69,1,9.05,.71,2017-05-26 02:00
宜蘭,宜蘭縣,38,,良好,1.7,0.17,46,22,10,2.6,1.1,268,2,2.96,.38,2017-05-26 02:00
忠明,臺中市,31,,良好,1.4,0.3,37,6,7,8.8,2.9,41,2,9.63,.82,2017-05-26 02:00
松山,臺北市,25,,良好,1.4,0.36,26,28,8,15,0.9,61,1,16.55,1.61,2017-05-26 02:00
板橋,新北市,37,,良好,1.1,0.36,36,31,9,12,1.8,134,2,15.18,2.69,2017-05-26 01:00
林口,新北市,44,,良好,2.3,0.41,28,44,29,17,1.9,131,3,18.5,1.52,2017-05-26 02:00
林園,高雄市,24,,良好,1.5,0.12,28,7,1,3.5,1,295,1,4.67,1.15,2017-05-26 02:00
花蓮,花蓮縣,36,,良好,1.6,0.2,43,24,11,0.8,3.3,229,1,1.97,1.12,2017-05-26 02:00
金門,金門縣,49,,良好,4.3,0.3,58,55,38,6.1,2,48,3,6.65,.57,2017-05-26 02:00
前金,高雄市,18,,良好,4.6,0.47,17,27,9,18,1.9,323,1,18.72,.77,2017-05-26 02:00
前鎮,高雄市,0,,,1.6,0.45,11,10,1,27,1.2,141,,28.69,1.87,2017-05-25 22:00
南投,南投縣,35,,良好,1,0.33,19,38,14,8.1,1.2,76,2,9.38,1.3,2017-05-26 02:00
屏東,屏東縣,18,,良好,1.3,0.2,21,9,5,6,1,324,1,6.83,.82,2017-05-26 02:00
恆春,屏東縣,38,,良好,1.4,0.14,45,14,3,1.6,8.4,32,1,2.65,1.11,2017-05-26 02:00
美濃,高雄市,18,,良好,1.2,0.2,21,13,11,3.6,0.5,77,1,4.36,.72,2017-05-26 02:00
苗栗,苗栗縣,35,,良好,3.1,0.24,42,32,13,7.8,3,44,2,8.73,.95,2017-05-26 02:00
埔里,南投縣,28,,良好,1.8,0.35,18,34,22,7.7,1.1,64,2,8.13,.47,2017-05-26 02:00
桃園,桃園市,34,,良好,9.3,0.39,27,23,13,16,1,90,2,17.58,1.28,2017-05-26 02:00
馬公,澎湖縣,43,,良好,1.6,0.23,52,30,15,2.4,4,78,2,3.92,1.48,2017-05-26 02:00
馬祖,連江縣,56,臭氧,普通,2.4,0.17,67,34,9,4.9,1.7,47,2,5.26,.36,2017-05-26 02:00
基隆,基隆市,26,,良好,1.2,0.21,21,29,15,7,1,284,2,8.26,1.29,2017-05-26 02:00
崙背,雲林縣,32,,良好,4.6,0.38,39,22,17,13,3.3,172,2,13.69,.68,2017-05-26 02:00
淡水,新北市,39,,良好,1.8,0.46,14,36,13,13,,,2,14.15,1.29,2017-05-26 02:00
麥寮,雲林縣,49,,良好,1.6,0.2,57,42,15,4,3.8,62,2,4.98,1,2017-05-26 02:00
善化,臺南市,49,,良好,2.4,0.37,17,48,21,14,1.8,329,2,15.14,.65,2017-05-26 02:00
復興,高雄市,26,,良好,2.5,0.21,31,9,7,7.1,0.5,201,1,10.08,3.02,2017-05-26 02:00
湖口,新竹縣,36,,良好,5.3,0.29,39,39,21,13,3,55,2,15.23,1.96,2017-05-26 02:00
菜寮,新北市,41,,良好,1.5,0.38,29,40,19,13,1.8,147,2,14.32,1.22,2017-05-26 02:00
陽明,臺北市,61,臭氧,普通,2.5,0.18,73,20,13,2.3,,,1,2.44,.13,2017-05-26 02:00
新竹,新竹市,30,,良好,3.2,0.27,36,30,16,16,2.6,64,2,16.77,1.01,2017-05-26 02:00
新店,新北市,32,,良好,2.2,0.21,39,,13,3.9,1.6,184,2,4.9,.98,2017-05-26 02:00
新莊,新北市,38,,良好,1.9,0.37,33,31,15,12,1.1,95,2,13.96,1.47,2017-05-26 02:00
新港,嘉義縣,40,,良好,3.5,0.37,34,37,10,7.9,1,53,2,8.36,.46,2017-05-26 02:00
新營,臺南市,50,,良好,1.8,0.35,31,53,22,8.9,2.6,41,3,9.83,.93,2017-05-26 02:00
楠梓,高雄市,40,,良好,4.4,0.44,15,56,13,18,1.4,312,1,18.92,.54,2017-05-26 02:00
萬里,新北市,50,,良好,1.6,0.17,29,33,14,1.8,1.1,83,2,2.46,.65,2017-05-26 02:00
萬華,臺北市,34,,良好,1.4,0.34,28,33,12,12,1.3,157,2,12.57,.76,2017-05-26 02:00
嘉義,嘉義市,50,,良好,5.2,0.49,19,58,25,18,1.7,334,2,17.95,.4,2017-05-26 02:00
彰化,彰化縣,32,,良好,1.5,0.26,38,11,14,7.6,2.3,42,2,7.93,.3,2017-05-26 02:00
臺西,雲林縣,48,,良好,2,0.17,57,44,15,3.3,6.2,31,2,4,.69,2017-05-26 02:00
臺東,臺東縣,30,,良好,1,0.21,36,19,9,2.2,1.1,50,1,2.62,.46,2017-05-26 02:00
臺南,臺南市,45,,良好,3.2,0.43,23,45,28,18,2,29,2,18.53,.96,2017-05-26 02:00
鳳山,高雄市,25,,良好,5.8,0.23,24,17,6,8.2,1.4,265,1,9.39,1.22,2017-05-26 02:00
潮州,屏東縣,23,,良好,1.6,0.14,27,15,10,3.9,0.8,257,2,4.32,.4,2017-05-26 02:00
線西,彰化縣,40,,良好,3.3,0.28,48,25,13,13,5.2,42,2,13.19,-.02,2017-05-26 02:00
橋頭,高雄市,40,,良好,2.4,0.48,15,58,29,18,1.7,14,2,19.47,1.29,2017-05-26 02:00
頭份,苗栗縣,35,,良好,2.2,0.25,42,28,25,14,3,72,2,15.35,1.61,2017-05-26 02:00
龍潭,桃園市,36,,良好,3.6,0.27,36,37,19,11,2.7,71,2,12.81,1.39,2017-05-26 02:00
豐原,臺中市,24,,良好,3.1,0.28,29,17,8,7.2,1.1,40,1,8.34,1.11,2017-05-26 02:00
關山,臺東縣,26,,良好,0.9,,31,16,6,1.5,1.5,55,1,2.44,.99,2017-05-26 02:00
觀音,桃園市,44,,良好,10,0.64,12,48,22,39,3.3,82,2,41.02,1.57,2017-05-26 02:00
