SiteName,County,PSI,MajorPollutant,Status,SO2,CO,O3,PM10,PM2.5,NO2,WindSpeed,WindDirec,FPMI,NOx,NO,PublishTime
二林,彰化縣,55,懸浮微粒,普通,4.3,0.29,29,42,15,11,4.6,45,2,11.37,.31,2017-01-12 20:00
三重,新北市,40,,良好,3,2.23,,38,4,38,,,1,91.23,53.54,2017-01-12 20:00
三義,苗栗縣,36,,良好,1,0.26,27,18,6,9.8,4.3,54,2,9.76,-.07,2017-01-12 20:00
土城,新北市,26,,良好,6.6,0.63,17,23,9,27,1.3,167,2,29.3,2.49,2017-01-12 20:00
士林,臺北市,26,,良好,1.8,0.4,28,28,7,15,1,294,1,16.26,1.58,2017-01-12 20:00
大同,臺北市,41,,良好,1.5,1.05,,41,8,32,,,1,68.12,36.51,2017-01-12 20:00
大里,臺中市,56,懸浮微粒,普通,0.6,0.43,21,35,26,17,2.7,318,3,18.72,1.74,2017-01-12 20:00
大園,桃園市,34,,良好,2,0.18,38,31,2,9.8,5.7,38,1,11.77,2.03,2017-01-12 20:00
大寮,高雄市,77,懸浮微粒,普通,4.7,0.6,26,104,39,32,2.4,308,4,33.6,1.77,2017-01-12 20:00
小港,高雄市,75,懸浮微粒,普通,3.4,0.79,22,90,53,35,2.6,77,6,37.75,2.37,2017-01-12 20:00
中山,臺北市,18,,良好,1.7,0.83,12,18,9,32,2.1,122,1,45.82,13.86,2017-01-12 20:00
中壢,桃園市,34,,良好,3.4,0.91,14,28,14,30,1.2,72,2,45.36,15.84,2017-01-12 20:00
仁武,高雄市,80,懸浮微粒,普通,3.3,0.48,27,107,37,27,3.2,319,5,28.32,1.24,2017-01-12 20:00
斗六,雲林縣,60,懸浮微粒,普通,1.3,0.35,22,53,27,14,2.9,36,4,18.6,4.48,2017-01-12 20:00
冬山,宜蘭縣,39,,良好,1.1,0.27,33,24,14,8.9,2.3,52,2,11.19,2.33,2017-01-12 20:00
古亭,臺北市,26,,良好,3.4,0.5,21,14,11,24,2.9,62,2,27.61,3.55,2017-01-12 20:00
左營,高雄市,73,懸浮微粒,普通,3,0.59,27,104,47,26,2.4,6.1,4,27.45,1.44,2017-01-12 20:00
平鎮,桃園市,32,,良好,2.7,0.33,27,26,5,15,2.9,42,1,17.58,2.39,2017-01-12 20:00
永和,新北市,21,,良好,3.7,0.67,21,13,13,22,2.5,90,2,32.71,10.36,2017-01-12 20:00
安南,臺南市,69,懸浮微粒,普通,1.1,0.34,35,87,36,11,3.6,315,4,11.95,1.14,2017-01-12 20:00
朴子,嘉義縣,69,懸浮微粒,普通,1.5,0.27,33,76,28,9.5,2.4,36,3,10.27,.78,2017-01-12 20:00
汐止,新北市,25,,良好,3.1,0.33,30,16,9,14,2.1,57,2,16.24,1.79,2017-01-12 20:00
竹山,南投縣,72,懸浮微粒,普通,7.7,0.48,15,85,45,21,1.5,309,7,21.59,.88,2017-01-12 20:00
竹東,新竹縣,44,,良好,1.8,0.37,20,42,18,17,1.8,314,2,18.03,.73,2017-01-12 20:00
西屯,臺中市,52,懸浮微粒,普通,0.6,0.22,28,47,14,13,4.2,36,2,16.58,3.22,2017-01-12 20:00
沙鹿,臺中市,38,,良好,1.6,0.27,33,24,7,8.4,5.1,38,2,8.73,.37,2017-01-12 20:00
宜蘭,宜蘭縣,35,,良好,2.1,0.49,30,35,15,11,1.7,84,2,12.46,.99,2017-01-12 20:00
忠明,臺中市,43,,良好,0.9,0.37,25,24,17,14,2.4,38,2,15.45,1.69,2017-01-12 20:00
松山,臺北市,24,,良好,2.9,0.43,23,23,2,20,1.4,69,1,23.89,3.79,2017-01-12 20:00
板橋,新北市,31,,良好,2,0.61,20,27,9,24,2.5,74,1,27.25,2.95,2017-01-12 20:00
林口,新北市,38,,良好,1.8,0.21,34,24,12,6.2,2.3,47,2,7.26,1.1,2017-01-12 20:00
林園,高雄市,54,懸浮微粒,普通,8.9,0.69,30,76,35,37,4.2,324,3,38.07,1.06,2017-01-12 20:00
花蓮,花蓮縣,34,,良好,1.3,0.45,19,37,30,13,1.7,219,2,14.42,1.87,2017-01-12 20:00
金門,金門縣,58,懸浮微粒,普通,6.4,0.58,17,71,39,20,2.4,101,4,21.67,1.77,2017-01-12 20:00
