SiteName,County,PSI,MajorPollutant,Status,SO2,CO,O3,PM10,PM2.5,NO2,WindSpeed,WindDirec,FPMI,NOx,NO,PublishTime
二林,彰化縣,34,,良好,2.5,0.15,14,30,10,11,1.2,155,2,11.51,.86,2017-07-25 02:00
三重,新北市,50,,良好,6.5,0.86,,54,23,28,,,3,65.28,37.26,2017-07-25 02:00
三義,苗栗縣,25,,良好,2.8,0.21,16,28,12,8.2,1.6,198,2,8.49,.25,2017-07-25 02:00
土城,新北市,37,,良好,4.9,0.31,7.6,38,24,20,1,205,3,21.98,2.27,2017-07-25 02:00
士林,臺北市,0,,,4.3,0.22,46,39,17,10,3.9,321,,11.58,1.59,2017-07-24 10:00
大同,臺北市,50,,良好,6,1.06,,51,17,21,,,2,46.15,25.14,2017-07-25 02:00
大里,臺中市,31,,良好,,0.15,19,18,11,,1.3,229,2,,,2017-07-25 02:00
大園,桃園市,36,,良好,8.1,0.31,3.2,28,14,18,2.4,211,2,26.74,8.37,2017-07-25 02:00
大寮,高雄市,38,,良好,3.5,0.24,6.3,41,19,13,1.5,63,2,14.91,1.92,2017-07-25 02:00
小港,高雄市,27,,良好,1.9,0.2,14,30,3,8.6,1.5,67,1,8.9,.33,2017-07-25 02:00
中山,臺北市,45,,良好,4.2,0.47,9.1,37,25,19,0.8,127,2,25.34,6.33,2017-07-25 02:00
中壢,桃園市,44,,良好,4,0.48,3.5,43,18,23,1.2,198,2,28.94,6.32,2017-07-25 02:00
仁武,高雄市,50,,良好,2.7,0.17,21,51,3,5.5,1.7,93,1,5.6,.1,2017-07-25 02:00
斗六,雲林縣,26,,良好,1.9,0.08,17,23,10,4.3,1.6,113,2,4.98,.72,2017-07-25 02:00
冬山,宜蘭縣,22,,良好,2.4,0.21,4,22,6,16,0.8,220,1,24.01,7.67,2017-07-25 02:00
古亭,臺北市,28,,良好,1.7,0.33,15,20,12,10,1.2,186,2,12.2,1.77,2017-07-25 02:00
左營,高雄市,32,,良好,4.1,0.22,16,34,5,14,1.3,135,1,14.76,.55,2017-07-25 02:00
平鎮,桃園市,38,,良好,4.2,0.24,4.7,26,12,21,2.5,229,2,23.33,2.56,2017-07-25 02:00
永和,新北市,38,,良好,2.6,0.37,14,35,17,11,1.1,22,2,14.04,2.7,2017-07-25 02:00
安南,臺南市,33,,良好,2.7,0.17,15,32,8,10,2.1,83,1,11,.82,2017-07-25 02:00
朴子,嘉義縣,39,,良好,2.4,0.18,14,49,17,13,1.2,140,1,15.22,2.52,2017-07-25 02:00
汐止,新北市,32,,良好,0.9,0.3,12,30,21,15,1.2,241,2,17.05,2.45,2017-07-25 02:00
竹山,南投縣,31,,良好,1.1,0.11,14,25,12,,0.7,294,2,,,2017-07-25 02:00
竹東,新竹縣,28,,良好,0.9,0.14,11,32,18,3.7,1.2,113,2,4.45,.71,2017-07-25 02:00
西屯,臺中市,26,,良好,2.2,0.15,23,26,4,,1.4,185,1,,,2017-07-25 02:00
沙鹿,臺中市,26,,良好,2.2,0.14,22,27,1,9.8,2.7,157,1,11.56,1.74,2017-07-25 02:00
宜蘭,宜蘭縣,24,,良好,3.9,0.22,21,30,15,5,0.8,287,1,5.71,.71,2017-07-25 02:00
忠明,臺中市,21,,良好,1.5,0.16,26,16,13,7.2,1.7,166,2,7.72,.48,2017-07-25 02:00
松山,臺北市,29,,良好,2.8,0.31,13,24,9,13,1.5,208,2,15.92,3.26,2017-07-25 02:00
板橋,新北市,44,,良好,4.4,0.27,8.5,41,17,17,1.4,222,2,17.41,.06,2017-07-25 02:00
林口,新北市,44,,良好,4.7,0.27,1.3,36,15,22,2.3,254,2,30.27,8.29,2017-07-25 02:00
林園,高雄市,17,,良好,2.9,0.22,10,19,8,9.6,2.6,28,2,11.24,1.7,2017-07-25 02:00
花蓮,花蓮縣,17,,良好,1,0.08,9.6,21,14,1.6,2.1,235,2,3.88,2.29,2017-07-25 02:00
金門,金門縣,26,,良好,2.9,0.07,22,13,12,4.8,3.7,219,1,5.51,.71,2017-07-25 02:00
前金,高雄市,26,,良好,2.8,0.34,15,36,4,12,0.9,7.3,1,12.66,.88,2017-07-25 02:00
前鎮,高雄市,22,,良好,2.3,0.27,12,23,6,11,1.2,36,1,12.11,.71,2017-07-25 02:00
南投,南投縣,28,,良好,1.3,0.13,16,26,9,,1.5,191,2,,,2017-07-25 02:00
屏東,屏東縣,25,,良好,0.9,0.15,12,22,5,4.3,0.9,338,1,5.21,.87,2017-07-25 02:00
恆春,屏東縣,22,,良好,0.5,0.06,13,22,6,1.8,1.5,17,1,3.32,1.53,2017-07-25 02:00
美濃,高雄市,22,,良好,1.6,0.15,11,23,9,2.3,0.8,79,1,3.18,.92,2017-07-25 02:00
苗栗,苗栗縣,32,,良好,2.1,0.3,7.3,37,13,14,2.1,198,2,16.03,1.76,2017-07-25 02:00
埔里,南投縣,33,,良好,1.7,0.18,16,30,12,5.6,0.7,136,2,6.99,1.43,2017-07-25 02:00
桃園,桃園市,34,,良好,6,0.27,5.8,26,17,20,1.2,224,2,22.36,2.21,2017-07-25 02:00
馬公,澎湖縣,18,,良好,2.9,0.13,21,3,5,2,1.5,169,1,3.24,1.22,2017-07-25 02:00
馬祖,連江縣,28,,良好,2.4,0.09,18,21,2,4.4,2.7,186,1,5.12,.7,2017-07-25 02:00
基隆,基隆市,22,,良好,4.8,0.26,9.5,29,29,14,1.2,230,2,15.91,2.26,2017-07-25 02:00
崙背,雲林縣,28,,良好,2.8,0.22,13,24,9,12,1.4,132,2,13.12,1.55,2017-07-25 02:00
淡水,新北市,38,,良好,3.2,0.29,11,46,16,14,0.1,0,2,15.55,1.15,2017-07-25 02:00
麥寮,雲林縣,0,,,2.8,0.35,12,47,26,17,2.1,178,,18.54,2.03,2017-07-25 00:00
善化,臺南市,24,,良好,0.4,0.11,19,27,3,4.1,1.3,130,1,4.53,.4,2017-07-25 02:00
復興,高雄市,26,,良好,2.6,0.24,9.4,23,11,10,1.5,79,1,11.55,1.19,2017-07-25 02:00
湖口,新竹縣,23,,良好,5.6,0.22,2.6,22,11,23,2.4,226,2,29.88,7,2017-07-25 02:00
菜寮,新北市,41,,良好,6.6,0.35,4,43,26,22,2,277,3,24.83,3.17,2017-07-25 02:00
陽明,臺北市,23,,良好,3.1,0.2,18,24,20,12,,,2,12.28,.54,2017-07-25 02:00
新竹,新竹市,19,,良好,4.8,0.34,2.7,21,10,19,1.8,227,1,21.69,2.49,2017-07-25 02:00
新店,新北市,32,,良好,1.7,0.18,17,32,13,5.8,1.6,111,2,6.9,1.14,2017-07-25 02:00
新莊,新北市,47,,良好,8.5,0.33,14,46,13,18,1.8,233,2,19.2,1.04,2017-07-25 02:00
新港,嘉義縣,33,,良好,2.7,0.27,11,27,10,8.6,1.2,101,2,9.83,1.22,2017-07-25 02:00
