00,33.6,831.1,742.5,802.6
00:10,33.3,816.5,738.4,794.7
00:20,33.3,816.1,711.0,793.0
00:30,32.8,807.4,721.1,773.2
00:40,32.8,816.2,728.3,763.9
00:50,31.7,799.9,716.2,751.3
01,31.4,797.8,701.7,754.0
01:10,31.2,789.5,696.1,751.2
01:20,30.9,785.7,682.4,754.8
01:30,30.4,776.7,699.9,737.6
01:40,30.2,784.4,698.5,724.4
01:50,29.8,775.8,693.6,729.7
02,30.0,782.3,676.7,721.4
02:10,29.9,769.8,671.9,715.4
02:20,29.7,760.8,679.7,721.6
02:30,29.9,759.5,686.7,709.1
02:40,29.5,754.7,676.5,705.5
02:50,29.8,761.7,674.6,713.0
03,29.4,738.8,676.1,698.9
03:10,29.4,740.5,685.8,696.3
03:20,29.7,753.3,662.1,705.7
03:30,29.5,734.3,674.6,689.1
03:40,29.6,739.2,677.5,698.9
03:50,28.9,739.1,657.2,687.0
04,29.3,739.1,683.5,690.9
04:10,29.2,744.5,668.3,688.4
04:20,28.8,734.8,659.8,684.1
04:30,29.2,748.4,664.3,675.7
04:40,29.4,736.4,653.0,680.7
04:50,29.3,732.1,653.9,681.9
05,29.3,742.7,670.8,689.1
05:10,29.9,743.5,657.1,690.8
05:20,29.2,736.2,653.0,682.0
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
