SiteName,County,PSI,MajorPollutant,Status,SO2,CO,O3,PM10,PM2.5,NO2,WindSpeed,WindDirec,FPMI,NOx,NO,PublishTime
二林,彰化縣,66,懸浮微粒,普通,5.3,0.29,17,100,52,12,1.5,141,5,12.49,.35,2017-06-29 23:00
三重,新北市,52,懸浮微粒,普通,5.8,0.9,,38,13,29,,,2,95.09,66.1,2017-06-29 23:00
三義,苗栗縣,30,,良好,1.9,0.26,11,29,16,14,0.5,156,2,14.2,.25,2017-06-29 23:00
土城,新北市,50,,良好,3.7,0.51,5.7,50,25,23,0.6,116,3,32.61,9.13,2017-06-29 23:00
士林,臺北市,38,,良好,2.9,0.71,1.8,31,17,26,1.4,129,2,40.81,14.82,2017-06-29 23:00
大同,臺北市,52,懸浮微粒,普通,4.4,1.26,,42,8,27,,,1,56.48,29.58,2017-06-29 23:00
大里,臺中市,37,,良好,1.3,0.27,10,28,9,12,1.3,203,2,13.22,1.43,2017-06-29 23:00
大園,桃園市,34,,良好,4.4,0.18,22,30,18,11,0.5,177,2,11.54,.76,2017-06-29 23:00
大寮,高雄市,49,,良好,6.3,0.47,4.9,35,15,19,0.5,198,2,20.7,2.21,2017-06-29 23:00
小港,高雄市,43,,良好,3.2,0.48,7.9,46,10,24,1.4,68,2,25.64,2.01,2017-06-29 23:00
中山,臺北市,35,,良好,3.6,0.92,1.3,24,14,28,1.4,16,,56.99,28.82,2017-06-29 23:00
中壢,桃園市,44,,良好,4.6,0.72,3.8,45,8,26,1.1,174,2,39.59,13.85,2017-06-29 23:00
仁武,高雄市,42,,良好,4.8,0.32,22,32,8,14,1.4,83,2,14.33,.22,2017-06-29 23:00
斗六,雲林縣,45,,良好,2.3,0.22,13,41,9,11,1.2,113,2,12.83,1.4,2017-06-29 23:00
冬山,宜蘭縣,38,,良好,1.9,0.17,23,44,21,5.1,1.1,292,2,6.54,1.47,2017-06-29 23:00
古亭,臺北市,39,,良好,3.2,0.58,14,33,20,20,2.3,203,2,26.36,6.37,2017-06-29 23:00
左營,高雄市,34,,良好,5.5,0.65,4.9,29,3,28,1.2,123,2,33.5,5.24,2017-06-29 23:00
平鎮,桃園市,39,,良好,3.4,0.28,9.3,36,11,22,1.1,182,2,23.75,2.01,2017-06-29 23:00
永和,新北市,44,,良好,3.4,0.85,10,41,23,29,1,172,3,44.74,16.08,2017-06-29 23:00
安南,臺南市,36,,良好,3.3,0.4,8.3,38,12,18,1,127,2,20.7,2.38,2017-06-29 23:00
朴子,嘉義縣,44,,良好,2.5,0.36,6.6,45,17,21,1.5,160,2,22.66,2.04,2017-06-29 23:00
汐止,新北市,32,,良好,2.4,0.41,2,27,17,18,1.3,30,2,27.98,9.94,2017-06-29 23:00
竹山,南投縣,41,,良好,2.1,0.27,12,34,20,7.1,0.6,161,3,8.39,1.31,2017-06-29 23:00
竹東,新竹縣,29,,良好,1.6,0.25,15,31,18,8.7,1,118,,9.19,.52,2017-06-29 23:00
西屯,臺中市,48,,良好,2.3,0.33,11,41,12,20,1.3,188,2,21.96,1.69,2017-06-29 23:00
沙鹿,臺中市,28,,良好,4.1,0.61,9.6,31,19,29,1.4,182,2,31.13,2.07,2017-06-29 23:00
宜蘭,宜蘭縣,32,,良好,3.6,0.24,19,38,16,5.7,0.7,289,2,6.29,.62,2017-06-29 23:00
忠明,臺中市,34,,良好,2,0.31,14,36,19,14,1.2,181,2,16.85,2.48,2017-06-29 23:00
松山,臺北市,37,,良好,3.9,0.84,2.2,29,23,31,1.6,82,3,51.06,20.51,2017-06-29 23:00
板橋,新北市,45,,良好,6.5,0.77,5,44,27,33,1.2,241,2,41.37,8.11,2017-06-29 23:00
林口,新北市,37,,良好,7.4,0.25,6.4,38,15,26,0.7,320,2,27.8,1.95,2017-06-29 23:00
林園,高雄市,24,,良好,,0.3,12,20,5,12,1.6,53,2,13.98,1.51,2017-06-29 23:00
花蓮,花蓮縣,24,,良好,1.5,0.27,6.9,25,9,6.9,1.5,278,1,8.93,1.99,2017-06-29 23:00
金門,金門縣,21,,良好,1.8,0.08,22,14,13,5.2,2.1,219,2,5.52,.37,2017-06-29 23:00
