產品名稱,廠商名稱,遊戲平台,級別,情節,上市日期
Chariot,Frima Studio,XboxOne,護,暴力,2014-10-01
萌劍訣_萌幻飛劍包,冰角資訊股份有限公司,PC線上,輔15,"暴力,虛擬戀愛或結婚",2014-10-01
魔龍寶冠 The Best,台灣索尼互動娛樂股份有限公司,PSVITA,輔15,"性,暴力,反社會性",2014-10-01
魔龍寶冠 The Best,台灣索尼互動娛樂股份有限公司,PS3,輔15,"性,反社會性",2014-10-01
星城Online - 奪寶傳奇包 49元,網銀國際股份有限公司,PC線上,輔12,棋牌益智,2014-10-01
夢幻修仙,香港商捌捌盒子有限公司台灣分公司,WEB,輔12,暴力,2014-10-01
PSV Ar nosurge Plus ～獻給誕生之星的祈禱詩～  &lt;日文版&gt;,臺灣光榮特庫摩股份有限公司,PSVITA,限,性,2014-10-02
PSV Ciel nosurge OFFLINE 獻給失落之星的詩篇(日文版),臺灣光榮特庫摩股份有限公司,PSVITA,限,性,2014-10-02
極限競速：地平線 2,台灣微軟,XboxOne,輔12,未涉及任何情節,2014-10-02
極限競速：地平線 2,台灣微軟,Xbox360,輔12,未涉及任何情節,2014-10-02
唯舞獨尊DX online,鈊象電子股份有限公司,PC線上,輔12,虛擬戀愛或結婚,2014-10-02
王國之心 2.5 REMIX,台灣索尼互動娛樂股份有限公司,PS3,普,未涉及任何情節,2014-10-02
*ω*Quintet,台灣索尼互動娛樂股份有限公司,PS4,限,"性,暴力",2014-10-02
梅露可物語 癒術士與鈴之旋律,藍鯨數位股份有限公司,手機遊戲,輔12,性,2014-10-04
對戰☆ZOOKEEPER,DeNA HONG KONG LIMITED,WEB,普,棋牌益智,2014-10-06
中土世界：魔多之影,傑仕登股份有限公司,PS4,限,"暴力,恐怖,不當言語",2014-10-07
中土世界：魔多之影,傑仕登股份有限公司,XboxOne,限,"暴力,恐怖,不當言語",2014-10-07
中土世界：魔多之影,傑仕登股份有限公司,PC單機,限,"暴力,恐怖,不當言語",2014-10-07
NBA 2K15,Take-Two Asia Pte Ltd,Xbox360,護,未涉及任何情節,2014-10-07
NBA 2K15,Take-Two Asia Pte Ltd,XboxOne,護,未涉及任何情節,2014-10-07
NBA 2K15,Take-Two Asia Pte Ltd,PS3,護,未涉及任何情節,2014-10-07
NBA 2K15,Take-Two Asia Pte Ltd,PS4,護,未涉及任何情節,2014-10-07
NBA 2K15,Take-Two Asia Pte Ltd,PC單機,護,未涉及任何情節,2014-10-07
異形：孤立,愛勝遊戲股份有限公司,PS4,限,"暴力,恐怖,不當言語",2014-10-07
異形：孤立,愛勝遊戲股份有限公司,PS3,限,"暴力,恐怖,不當言語",2014-10-07
異形：孤立,愛勝遊戲股份有限公司,PC單機,限,"暴力,恐怖,不當言語",2014-10-07
異形：孤立,愛勝遊戲股份有限公司,XboxOne,限,"暴力,恐怖,不當言語",2014-10-07
猴賽雷3D,壹柒摩百數位科技股份有限公司,手機遊戲,護,未涉及任何情節,2014-10-07
弓 Online,網石棒辣椒股份有限公司,手機遊戲,輔12,未涉及任何情節,2014-10-07
駕駛俱樂部 中文版,台灣索尼互動娛樂股份有限公司,PS4,普,未涉及任何情節,2014-10-07
劍靈,吉恩立數位科技股份有限公司,PC線上,輔15,"性,暴力,恐怖",2014-10-08
分子的比賽,AppMinded Ltd,手機遊戲,普,未涉及任何情節,2014-10-08
Diamond Blitz,"Hot Chai Productions, LLC",手機遊戲,普,未涉及任何情節,2014-10-08
軍師之魂,移動新幹線,手機遊戲,輔12,棋牌益智,2014-10-08
水彩大师2,AE Mobile,手機遊戲,普,未涉及任何情節,2014-10-10
睡犬 決定版,台灣索尼互動娛樂股份有限公司,PS4,限,暴力,2014-10-10
魔物獵人4G,"Capcom Asia Co., Ltd.",其他,輔15,暴力,2014-10-11
モンスターハンター4G,NINTENDO (HONG KONG) LIMITED,N3DS,輔15,暴力,2014-10-11
SimCity BuildIt,Electronic Arts,手機遊戲,護,暴力,2014-10-12
Borderlands The Pre-Sequel (邊緣禁地：續集前傳),Take-Two Asia Pte Ltd,Xbox360,限,"性,暴力,不當言語",2014-10-14
Borderlands The Pre-Sequel (邊緣禁地：續集前傳),Take-Two Asia Pte Ltd,PS3,限,"性,暴力,不當言語",2014-10-14
Borderlands The Pre-Sequel (邊緣禁地：續集前傳),Take-Two Asia Pte Ltd,PC單機,限,"性,暴力,不當言語",2014-10-14
邪靈入侵,沛亞企業有限公司,PC單機,限,"暴力,恐怖,不當言語",2014-10-14
邪靈入侵,沛亞企業有限公司,Xbox360,限,"暴力,恐怖,不當言語",2014-10-14
邪靈入侵,沛亞企業有限公司,XboxOne,限,"暴力,恐怖,不當言語",2014-10-14
混沌的米蘭德,奧爾資訊多媒體股份有限公司,手機遊戲,輔12,暴力,2014-10-15
PEGGLE 2 (DIGITAL FULL GAME),Electronic Arts Asia Pacific Pte Ltd,PS4,普,未涉及任何情節,2014-10-15
馬場無敵威,蜂玩娛樂有限公司,手機遊戲,護,棋牌益智,2014-10-15
DblUp,Rajeev,PC單機,普,棋牌益智,2014-10-15
DblUp-M,Rajeev,手機遊戲,普,棋牌益智,2014-10-15
邪靈入侵 中文版,台灣索尼互動娛樂股份有限公司,PS3,限,"暴力,恐怖",2014-10-15
邪靈入侵 中文版,台灣索尼互動娛樂股份有限公司,PS4,限,"暴力,恐怖",2014-10-15
宅神爺小瑪莉,彩得線上娛樂股份有限公司,PC線上,輔15,棋牌益智,2014-10-15
蘭陵王-鬼面殺神,晶綺科技股份有限公司,手機遊戲,輔12,暴力,2014-10-16
封天Online,捷達威數位科技股份有限公司,PC線上,輔15,暴力,2014-10-16
武林快打,酷玩線上股份有限公司,WEB,輔15,暴力,2014-10-16
Animoclopedia,Widia Inovasi Nusantara,手機遊戲,普,未涉及任何情節,2014-10-16
神手消三國,好玩家股份有限公司,手機遊戲,輔12,未涉及任何情節,2014-10-16
混沌之環 三部曲合輯 日文版,台灣索尼互動娛樂股份有限公司,PSVITA,輔15,暴力,2014-10-16
決鬥小精靈,Qookia Limited,手機遊戲,輔12,暴力,2014-10-16
獨步天下,香港商記憶維基有限公司台灣分公司,WEB,輔15,暴力,2014-10-16
老子有錢Online-柏青SLOT包(實體),銀河線上股份有限公司,WEB,輔12,棋牌益智,2014-10-17
決戰神魔,艾玩天地互動娛樂科技股份有限公司,手機遊戲,輔15,"性,暴力,菸酒,不當言語,虛擬戀愛或結婚",2014-10-17
PokaPoka (Full Version),Widia Inovasi Nusantara,PC單機,普,未涉及任何情節,2014-10-17
F1 2014,台灣萬代南夢宮娛樂股份有限公司,PS3,護,未涉及任何情節,2014-10-17
F1 2014,台灣萬代南夢宮娛樂股份有限公司,Xbox360,護,未涉及任何情節,2014-10-17
F1 2014,台灣萬代南夢宮娛樂股份有限公司,PC單機,護,未涉及任何情節,2014-10-17
獵魔戰記,摩利數位行銷股份有限公司,手機遊戲,輔12,暴力,2014-10-20
龍族撲克,秘密基地數位科技股份有限公司,手機遊戲,輔12,"性,暴力,棋牌益智",2014-10-20
彈珠射手,慧邦科技股份有限公司,手機遊戲,輔12,未涉及任何情節,2014-10-20
軒轅劍參外傳天之痕,大宇資訊股份有限公司,手機遊戲,輔15,暴力,2014-10-20
搖滾史密斯 次世代,Ubisoft Limited,PS4,輔12,不當言語,2014-10-21
搖滾史密斯 次世代,Ubisoft Limited,XboxOne,輔12,不當言語,2014-10-21
《戰地風雲4》數位高級豪華版,Electronic Arts Asia Pacific Pte Ltd,PC單機,限,"暴力,不當言語",2014-10-21
《戰地風雲4》數位高級豪華版,Electronic Arts Asia Pacific Pte Ltd,XboxOne,限,"暴力,不當言語",2014-10-21
《戰地風雲4》數位高級豪華版,Electronic Arts Asia Pacific Pte Ltd,Xbox360,限,"暴力,不當言語",2014-10-21
《戰地風雲4》數位高級豪華版,Electronic Arts Asia Pacific Pte Ltd,PS4,限,"暴力,不當言語",2014-10-21
《極速快感：生存競速》完全版,Electronic Arts Asia Pacific Pte Ltd,PC單機,輔12,暴力,2014-10-21
《極速快感：生存競速》完全版,Electronic Arts Asia Pacific Pte Ltd,Xbox360,輔12,暴力,2014-10-21
《極速快感：生存競速》完全版,Electronic Arts Asia Pacific Pte Ltd,XboxOne,輔12,暴力,2014-10-21
萌萌調查團,派樂數位股份有限公司,手機遊戲,輔12,"暴力,不當言語",2014-10-21
臥虎藏龍,臺灣英旗互動娛樂有限公司,手機遊戲,輔12,未涉及任何情節,2014-10-21
神影萬花鏡~時空約定,GMO Gamecenter Korea,手機遊戲,輔12,虛擬戀愛或結婚,2014-10-22
《戰地風雲4》數位高級豪華版,Electronic Arts Asia Pacific Pte Ltd,PS3,限,"暴力,不當言語",2014-10-22
獸人聯盟,宇峻奧汀科技股份有限公司,手機遊戲,輔12,"暴力,棋牌益智",2014-10-22
醉武俠,育駿科技股份有限公司,WEB,輔15,"暴力,虛擬戀愛或結婚",2014-10-22
醉武俠,香港商記憶維基有限公司台灣分公司,WEB,輔15,"暴力,虛擬戀愛或結婚",2014-10-22
LINE 旅遊大亨,台灣連線有限公司,手機遊戲,輔12,棋牌益智,2014-10-22
街頭大亂鬥,樂意傳播股份有限公司,PC線上,護,未涉及任何情節,2014-10-23
Kitchen Scramble,Disney,手機遊戲,普,未涉及任何情節,2014-10-23
舞力全開2015,Ubisoft Limited,PS3,普,未涉及任何情節,2014-10-23
舞力全開2015,Ubisoft Limited,PS4,普,未涉及任何情節,2014-10-23
舞力全開2015,Ubisoft Limited,Xbox360,普,未涉及任何情節,2014-10-23
舞力全開2015,Ubisoft Limited,XboxOne,普,未涉及任何情節,2014-10-23
舞力全開2015,Ubisoft Limited,Wii,普,未涉及任何情節,2014-10-23
舞力全開2015,Ubisoft Limited,WiiU,普,未涉及任何情節,2014-10-23
Nutjitsu,NinjaBee,XboxOne,護,暴力,2014-10-23
Nutjitsu,NinjaBee,PS4,護,暴力,2014-10-23
機戰三國,虛擬宇宙科技有限公司,WEB,輔15,"性,暴力",2014-10-23
神隱幻姬,樂無極整合行銷股份有限公司,手機遊戲,輔12,"性,暴力",2014-10-23
萌姬初體驗08EX,樂遊娛樂科技有限公司,手機遊戲,限,性,2014-10-23
萌姬初體驗09,樂遊娛樂科技有限公司,手機遊戲,限,性,2014-10-23
激萌!大魔爪07,樂遊娛樂科技有限公司,手機遊戲,限,性,2014-10-23
摸摸幻想曲07,樂遊娛樂科技有限公司,手機遊戲,限,性,2014-10-23
摸摸幻想曲08,樂遊娛樂科技有限公司,手機遊戲,限,性,2014-10-23
摸摸幻想曲09,樂遊娛樂科技有限公司,手機遊戲,限,性,2014-10-23
摸摸幻想曲10,樂遊娛樂科技有限公司,手機遊戲,限,性,2014-10-23
萌的極樂06,樂遊娛樂科技有限公司,手機遊戲,限,性,2014-10-23
指尖封神,宇晟娛樂有限公司,手機遊戲,輔12,未涉及任何情節,2014-10-23
劍魂之刃,摩利數位行銷股份有限公司,手機遊戲,輔12,暴力,2014-10-23
萌的極樂07,樂遊娛樂科技有限公司,手機遊戲,限,性,2014-10-23
萌的極樂08,樂遊娛樂科技有限公司,手機遊戲,限,性,2014-10-23
萌的極樂09,樂遊娛樂科技有限公司,手機遊戲,限,性,2014-10-23
突~破!!姐姐防線09,樂遊娛樂科技有限公司,手機遊戲,限,性,2014-10-23
突~破!!姐姐防線10,樂遊娛樂科技有限公司,手機遊戲,限,性,2014-10-23
突~破!!姐姐防線11,樂遊娛樂科技有限公司,手機遊戲,限,性,2014-10-23
劍姬傳,邁可文森互動娛樂股份有限公司,手機遊戲,輔12,未涉及任何情節,2014-10-23
Sid Meier’s Civilization: Beyond Earth (文明帝國 超越地球),Take-Two Asia Pte Ltd,PC單機,輔12,"暴力,菸酒,不當言語",2014-10-24
LINE 熊貓連連看,台灣連線有限公司,手機遊戲,普,未涉及任何情節,2014-10-26
炎龍騎士團2懷舊版,智冠科技股份有限公司,手機遊戲,輔15,"暴力,反社會性",2014-10-27
AE 弹珠台,AE Mobile,手機遊戲,普,未涉及任何情節,2014-10-27
刺客教條 大革命 連動APP,Ubisoft Limited,手機遊戲,護,暴力,2014-10-28
WWE 2K15,Take-Two Asia Pte Ltd,PS3,輔15,"暴力,菸酒,不當言語",2014-10-28
WWE 2K15,Take-Two Asia Pte Ltd,PS4,輔15,"暴力,菸酒,不當言語",2014-10-28
WWE 2K15,Take-Two Asia Pte Ltd,Xbox360,輔15,"暴力,菸酒,不當言語",2014-10-28
WWE 2K15,Take-Two Asia Pte Ltd,XboxOne,輔15,"暴力,菸酒,不當言語",2014-10-28
逃離死亡之島,台灣萬代南夢宮娛樂股份有限公司,PS3,限,"暴力,恐怖",2014-10-28
逃離死亡之島,台灣萬代南夢宮娛樂股份有限公司,Xbox360,限,"暴力,恐怖",2014-10-28
逃離死亡之島,台灣萬代南夢宮娛樂股份有限公司,PC單機,限,"暴力,恐怖",2014-10-28
蒼藍戰紀,酷玩線上股份有限公司,WEB,輔12,虛擬戀愛或結婚,2014-10-28
潘朵拉迷宮,頑石樂多有限公司,手機遊戲,普,未涉及任何情節,2014-10-28
落日飆神,台灣微軟,XboxOne,限,"暴力,恐怖",2014-10-28
風色軌跡,香港商記憶維基有限公司台灣分公司,WEB,輔12,虛擬戀愛或結婚,2014-10-28
万圣节大作战2,Majesco Entertainment Company,PS3,護,"暴力,恐怖",2014-10-28
万圣节大作战2,Majesco Entertainment Company,Xbox360,護,"暴力,恐怖",2014-10-28
万圣节大作战2,Majesco Entertainment Company,WiiU,護,"暴力,恐怖",2014-10-28
How to Survive: Storm Warning,505 Games,XboxOne,限,"暴力,恐怖,不當言語",2014-10-29
墮落之王 英文版,台灣索尼互動娛樂股份有限公司,PS4,限,暴力,2014-10-29
上古迷城,AE Mobile,手機遊戲,輔15,"性,暴力,不當言語",2014-10-29
Bella血之吻,茂為歐買尬數位科技股份有限公司,PC線上,限,"暴力,虛擬戀愛或結婚",2014-10-29
羅馬之子,台灣萬代南夢宮娛樂股份有限公司,PC單機,限,暴力,2014-10-29
維拉物語,碩辣椒股份有限公司,手機遊戲,輔12,暴力,2014-10-29
狐online,雷爵網絡科技股份有限公司,PC線上,輔12,虛擬戀愛或結婚,2014-10-30
夢貂蟬APP,網樂科技有限公司,手機遊戲,輔12,未涉及任何情節,2014-10-30
Frisky Derby,Juan F Belón Pérez,手機遊戲,普,未涉及任何情節,2014-10-30
等一個英雄,派樂數位股份有限公司,WEB,輔12,"性,暴力",2014-10-30
Dead Hunt,Illogical Games,手機遊戲,輔12,暴力,2014-10-30
瑪德之怒,松崗科技股份有限公司,手機遊戲,限,"恐怖,不當言語,反社會性",2014-10-30
泰坦角子機,臺灣英旗互動娛樂有限公司,手機遊戲,輔12,棋牌益智,2014-10-30
PS Vita 討鬼傳 極 (中文版),臺灣光榮特庫摩股份有限公司,PSVITA,輔15,暴力,2014-10-30
LIMBO,Playdead,其他,輔15,暴力,2014-10-31
龙之狂热：传奇,Gameloft,手機遊戲,普,未涉及任何情節,2014-10-31
Terraria,505 Games,XboxOne,輔12,"暴力,菸酒",2014-10-31
混沌与秩序 Online - Order &amp; Chaos Online,Gameloft,PC單機,輔12,暴力,2014-10-31
《戰地風雲4》高級豪華版,Electronic Arts Asia Pacific Pte Ltd,PC單機,限,"暴力,不當言語",2014-10-31
《戰地風雲4》高級豪華版,Electronic Arts Asia Pacific Pte Ltd,PS4,限,"暴力,不當言語",2014-10-31
勇士法則,台灣淘米科技股份有限公司,WEB,護,未涉及任何情節,2014-10-31
風色軌跡,派樂數位股份有限公司,WEB,輔12,暴力,2014-10-31
小小寶石獵人,巨神兵數位遊戲有限公司,手機遊戲,普,未涉及任何情節,2014-10-31
幻影獵人,酷玩線上股份有限公司,手機遊戲,輔12,暴力,2014-11-01
越野赛车,Gubics Zoltán,手機遊戲,普,未涉及任何情節,2014-11-01
Snow World,"Link Kit, Inc.",PC單機,輔12,未涉及任何情節,2014-11-01
武士防禦戰,"Link Kit, Inc.",PC單機,輔12,未涉及任何情節,2014-11-01
劍俠情緣叁免費版,網銀國際股份有限公司,PC線上,輔15,"性,暴力",2014-11-01
新熱血江湖,樂意傳播股份有限公司,PC線上,輔12,"暴力,恐怖,虛擬戀愛或結婚",2014-11-01
喵喵烘焙坊,移動新幹線,手機遊戲,普,未涉及任何情節,2014-11-01
漢諾塔遊戲,Chung-E Wang,PC單機,普,未涉及任何情節,2014-11-02
Big Hero 6,Disney,手機遊戲,普,未涉及任何情節,2014-11-03
Big Hero 6,Disney,PC單機,普,未涉及任何情節,2014-11-03
絕戰機神,英特圖科技股份有限公司,手機遊戲,護,暴力,2014-11-03
決勝時刻 : 先進戰爭,華星科藝股份有限公司,Xbox360,限,"暴力,不當言語,反社會性",2014-11-03
決勝時刻 : 先進戰爭,華星科藝股份有限公司,XboxOne,限,"暴力,不當言語,反社會性",2014-11-03
決勝時刻 : 先進戰爭,華星科藝股份有限公司,PS3,限,"暴力,不當言語,反社會性",2014-11-03
決勝時刻 : 先進戰爭,華星科藝股份有限公司,PS4,限,"暴力,不當言語,反社會性",2014-11-03
決勝時刻 : 先進戰爭,華星科藝股份有限公司,PC單機,限,"暴力,不當言語,反社會性",2014-11-03
決勝時刻 : 先進戰爭 Atlas 限量版,華星科藝股份有限公司,Xbox360,限,"暴力,不當言語,反社會性",2014-11-03
決勝時刻 : 先進戰爭 Atlas 限量版,華星科藝股份有限公司,XboxOne,限,"暴力,不當言語,反社會性",2014-11-03
決勝時刻 : 先進戰爭 Atlas 限量版,華星科藝股份有限公司,PS3,限,"暴力,不當言語,反社會性",2014-11-03
決勝時刻 : 先進戰爭 Atlas 限量版,華星科藝股份有限公司,PS4,限,"暴力,不當言語,反社會性",2014-11-03
格鬥天下,在線科技,WEB,輔15,未涉及任何情節,2014-11-04
瘋狂兔子 全面侵略,Ubisoft Limited,PS4,護,暴力,2014-11-06
瘋狂兔子 全面侵略,Ubisoft Limited,PS3,護,暴力,2014-11-06
瘋狂兔子 全面侵略,Ubisoft Limited,Xbox360,護,暴力,2014-11-06
瘋狂兔子 全面侵略,Ubisoft Limited,XboxOne,護,暴力,2014-11-06
Dodo Pop,Disney,手機遊戲,普,未涉及任何情節,2014-11-06
Dodo Pop,Disney,PC單機,普,未涉及任何情節,2014-11-06
霹靂江湖,唯晶數位娛樂股份有限公司,手機遊戲,輔12,暴力,2014-11-06
戰魔霸,派樂數位股份有限公司,WEB,輔12,暴力,2014-11-06
我的世界,台灣索尼互動娛樂股份有限公司,PS4,輔12,暴力,2014-11-06
殺手：狙擊生死線,博客邦,手機遊戲,輔15,"暴力,恐怖",2014-11-06
新福爾摩斯 罪與罰,英特衛多媒體(股)公司,PC單機,限,"暴力,菸酒,反社會性",2014-11-06
神之谷,星采數位科技有限公司,手機遊戲,輔12,未涉及任何情節,2014-11-06
功夫寵物,Com2uS,手機遊戲,輔12,未涉及任何情節,2014-11-06
完美世界2,遊戲新幹線,PC線上,輔15,"性,暴力,虛擬戀愛或結婚",2014-11-07
流線系星際戰軌,GMO Gamecenter Korea,手機遊戲,護,暴力,2014-11-07
足球經理2015,愛勝遊戲股份有限公司,PC單機,普,未涉及任何情節,2014-11-07
Never Alone,eLine Media,PC單機,輔12,暴力,2014-11-08
Never Alone,eLine Media,PS4,輔12,暴力,2014-11-08
Never Alone,eLine Media,XboxOne,輔12,暴力,2014-11-08
小熊鍊金師,林厚全,手機遊戲,普,未涉及任何情節,2014-11-08
三國將軍傳,香港商記憶維基有限公司台灣分公司,WEB,輔12,"暴力,反社會性",2014-11-08
瑪德烈冰企鵝,摩伊移動娛樂科技有限公司,手機遊戲,輔12,不當言語,2014-11-09
掛機Q傳,晶綺科技股份有限公司,手機遊戲,護,未涉及任何情節,2014-11-10
越野赛车2,Gubics Zoltán,手機遊戲,普,未涉及任何情節,2014-11-10
开心消点点,AE Mobile,手機遊戲,普,未涉及任何情節,2014-11-10
Plants vs. Zombies FREE,Electronic Arts,手機遊戲,護,暴力,2014-11-10
飆酷車神,Ubisoft Limited,PC單機,輔12,"暴力,不當言語",2014-11-11
飆酷車神,Ubisoft Limited,PS4,輔12,"暴力,不當言語",2014-11-11
飆酷車神,Ubisoft Limited,XboxOne,輔12,"暴力,不當言語",2014-11-11
飆酷車神,Ubisoft Limited,Xbox360,輔12,"暴力,不當言語",2014-11-11
刺客教條：叛變,Ubisoft Limited,PS3,限,"暴力,不當言語,反社會性",2014-11-11
刺客教條：叛變,Ubisoft Limited,Xbox360,限,"暴力,不當言語,反社會性",2014-11-11
最後一戰:士官長合輯,台灣微軟,XboxOne,限,"暴力,不當言語",2014-11-11
封神蕩魔誌,華電行動科技股份有限公司,手機遊戲,普,未涉及任何情節,2014-11-11
劍魂殺,派樂數位股份有限公司,WEB,輔15,"性,暴力",2014-11-12
最後生還者：年度版,台灣索尼互動娛樂股份有限公司,PS3,限,暴力,2014-11-12
SongArc,Kapos Adam,手機遊戲,普,未涉及任何情節,2014-11-12
Hex World,Iryna Piotrowska,其他,普,未涉及任何情節,2014-11-12
大神別跑,昱泉國際股份有限公司,手機遊戲,輔12,未涉及任何情節,2014-11-12
迪士尼無限世界:漫威超級英雄,華星科藝股份有限公司,Xbox360,護,暴力,2014-11-12
迪士尼無限世界:漫威超級英雄,華星科藝股份有限公司,XboxOne,護,暴力,2014-11-12
迪士尼無限世界:漫威超級英雄,華星科藝股份有限公司,PS3,護,暴力,2014-11-12
迪士尼無限世界:漫威超級英雄,華星科藝股份有限公司,PS4,護,暴力,2014-11-12
榮耀戰場® 3：戰爭之子,Gameloft,手機遊戲,輔15,"暴力,不當言語",2014-11-13
榮耀戰場® 3：戰爭之子,Gameloft,PC單機,輔15,"暴力,不當言語",2014-11-13
電擊文庫,愛勝遊戲股份有限公司,PS3,輔12,暴力,2014-11-13
電擊文庫,愛勝遊戲股份有限公司,PSVITA,輔12,暴力,2014-11-13
公會對戰3D RPG 口袋鬥技場,GMO Gamecenter Korea,手機遊戲,護,暴力,2014-11-13
實況足球2015,愛勝遊戲股份有限公司,XboxOne,普,未涉及任何情節,2014-11-13
刺客教條：大革命 中文版,英特衛多媒體(股)公司,PC單機,限,"暴力,不當言語,反社會性",2014-11-13
&lt;&lt;TITANFALL&gt;&gt; 豪華版,Electronic Arts Asia Pacific Pte Ltd,PC單機,限,"暴力,不當言語",2014-11-13
摸摸茄,赫米兔興業有限公司,手機遊戲,輔15,性,2014-11-14
樂高蝙蝠俠 3：飛越高譚市,傑仕登股份有限公司,PS4,輔12,暴力,2014-11-14
樂高蝙蝠俠 3：飛越高譚市,傑仕登股份有限公司,PS3,輔12,暴力,2014-11-14
樂高蝙蝠俠 3：飛越高譚市,傑仕登股份有限公司,XboxOne,輔12,暴力,2014-11-14
樂高蝙蝠俠 3：飛越高譚市,傑仕登股份有限公司,Xbox360,輔12,暴力,2014-11-14
樂高蝙蝠俠 3：飛越高譚市,傑仕登股份有限公司,PSVITA,輔12,暴力,2014-11-14
樂高蝙蝠俠 3：飛越高譚市,傑仕登股份有限公司,PC單機,輔12,暴力,2014-11-14
八爪大將,英特圖科技股份有限公司,手機遊戲,普,未涉及任何情節,2014-11-14
手機裡有蟲,宇晟娛樂有限公司,手機遊戲,輔12,未涉及任何情節,2014-11-14
三國大制霸,香港商六浪有限公司,手機遊戲,輔12,未涉及任何情節,2014-11-14
英雄經紀人,六趣文創股份有限公司,手機遊戲,輔12,"暴力,棋牌益智",2014-11-14
This War of Mine™ (Digital Full Game),Electronic Arts Asia Pacific Pte Ltd,PC單機,限,"暴力,不當言語",2014-11-14
部落遠征,熱酷科技有限公司,手機遊戲,輔12,未涉及任何情節,2014-11-15
健身趣,Ubisoft Limited,XboxOne,普,未涉及任何情節,2014-11-17
雷霆戰機,台灣競舞娛樂有限公司,手機遊戲,護,暴力,2014-11-17
Perfect Shift,Lextre,手機遊戲,護,未涉及任何情節,2014-11-17
牛仔很忙,摩伊移動娛樂科技有限公司,手機遊戲,輔12,暴力,2014-11-17
Tiny Troopers,Game Troopers,手機遊戲,輔12,暴力,2014-11-17
全職英雄,摩利數位行銷股份有限公司,手機遊戲,輔12,暴力,2014-11-17
姬鬥卡,玩酷科技股份有限公司,手機遊戲,輔12,未涉及任何情節,2014-11-17
《闇龍紀元：異端審判》,Electronic Arts Asia Pacific Pte Ltd,PC單機,限,"性,暴力,不當言語",2014-11-18
極地戰嚎4,Ubisoft Limited,PC單機,限,"暴力,恐怖,不當言語",2014-11-18
極地戰嚎4,Ubisoft Limited,PS4,限,"暴力,恐怖,不當言語",2014-11-18
極地戰嚎4,Ubisoft Limited,PS3,限,"暴力,恐怖,不當言語",2014-11-18
極地戰嚎4,Ubisoft Limited,XboxOne,限,"暴力,恐怖,不當言語",2014-11-18
極地戰嚎4,Ubisoft Limited,Xbox360,限,"暴力,恐怖,不當言語",2014-11-18
中土世界：魔多之影,傑仕登股份有限公司,PS3,限,"暴力,恐怖,不當言語",2014-11-18
中土世界：魔多之影,傑仕登股份有限公司,Xbox360,限,"暴力,恐怖,不當言語",2014-11-18
《闇龍紀元：異端審判》,Electronic Arts Asia Pacific Pte Ltd,PC單機,限,"性,暴力,不當言語",2014-11-18
《闇龍紀元：異端審判》,Electronic Arts Asia Pacific Pte Ltd,PS3,限,"性,暴力,不當言語",2014-11-18
《闇龍紀元：異端審判》,Electronic Arts Asia Pacific Pte Ltd,PS4,限,"性,暴力,不當言語",2014-11-18
《闇龍紀元：異端審判》,Electronic Arts Asia Pacific Pte Ltd,Xbox360,限,"性,暴力,不當言語",2014-11-18
《闇龍紀元：異端審判》,Electronic Arts Asia Pacific Pte Ltd,XboxOne,限,"性,暴力,不當言語",2014-11-18
Grand Theft Auto V (俠盜獵車手 5),Take-Two Asia Pte Ltd,XboxOne,限,"性,暴力,毒品",2014-11-18
Grand Theft Auto V (俠盜獵車手 5),Take-Two Asia Pte Ltd,PS4,限,"性,暴力,毒品",2014-11-18
小小大星球3 中英文合版,台灣索尼互動娛樂股份有限公司,PS3,普,未涉及任何情節,2014-11-18
小小大星球3 中英文合版,台灣索尼互動娛樂股份有限公司,PS4,普,未涉及任何情節,2014-11-18
小小大星球3 威漫超級英雄版,台灣索尼互動娛樂股份有限公司,PSVITA,普,未涉及任何情節,2014-11-18
初音未來-名伶計畫F 2nd英文版,愛勝遊戲股份有限公司,PS3,輔15,性,2014-11-18
初音未來-名伶計畫F 2nd英文版,愛勝遊戲股份有限公司,PSVITA,輔15,性,2014-11-18
魔獸世界德拉諾之霸鋼鐵意志包,智凡迪科技股份有限公司,PC線上,輔15,"暴力,菸酒,不當言語",2014-11-18
《闇龍紀元：異端審判》豪華版,Electronic Arts Asia Pacific Pte Ltd,PS3,限,"性,暴力,不當言語",2014-11-18
《闇龍紀元：異端審判》豪華版,Electronic Arts Asia Pacific Pte Ltd,PS4,限,"性,暴力,不當言語",2014-11-18
《闇龍紀元：異端審判》豪華版,Electronic Arts Asia Pacific Pte Ltd,XboxOne,限,"性,暴力,不當言語",2014-11-18
《闇龍紀元：異端審判》豪華版,Electronic Arts Asia Pacific Pte Ltd,Xbox360,限,"性,暴力,不當言語",2014-11-18
《闇龍紀元：異端審判》,Electronic Arts Asia Pacific Pte Ltd,PS3,限,"性,暴力,不當言語",2014-11-18
《闇龍紀元：異端審判》,Electronic Arts Asia Pacific Pte Ltd,PS4,限,"性,暴力,不當言語",2014-11-18
《闇龍紀元：異端審判》,Electronic Arts Asia Pacific Pte Ltd,XboxOne,限,"性,暴力,不當言語",2014-11-18
《闇龍紀元：異端審判》豪華版,Electronic Arts Asia Pacific Pte Ltd,PS4,限,"性,暴力,不當言語",2014-11-18
《闇龍紀元：異端審判》豪華版,Electronic Arts Asia Pacific Pte Ltd,XboxOne,限,"性,暴力,不當言語",2014-11-18
