SiteName,County,PSI,MajorPollutant,Status,SO2,CO,O3,PM10,PM2.5,NO2,WindSpeed,WindDirec,FPMI,NOx,NO,PublishTime
二林,彰化縣,60,懸浮微粒,普通,9,0.45,52,84,40,15,2.5,223,3,16.15,1.53,2017-05-27 11:00
三重,新北市,37,,良好,2.9,1.46,,48,5,45,,,1,91.2,46.69,2017-05-27 11:00
三義,苗栗縣,37,,良好,2.1,0.32,41,30,16,5.4,0.8,194,2,6.05,.64,2017-05-27 11:00
土城,新北市,35,,良好,1.9,0.39,42,21,11,13,1.6,351,1,14.81,1.89,2017-05-27 11:00
士林,臺北市,45,,良好,3,0.25,54,18,13,8.4,3.1,108,1,9.15,.76,2017-05-27 11:00
大同,臺北市,45,,良好,2.4,0.76,,45,5,37,,,1,64.29,26.95,2017-05-27 11:00
大里,臺中市,55,懸浮微粒,普通,4.3,0.59,43,66,25,18,1.7,232,2,19.74,2.05,2017-05-27 11:00
大園,桃園市,38,,良好,2.4,0.25,46,32,12,16,5.4,57,2,18.55,2.89,2017-05-27 11:00
大寮,高雄市,53,懸浮微粒,普通,5.6,0.42,56,66,19,15,2.5,270,2,16.9,1.7,2017-05-27 11:00
小港,高雄市,50,,良好,5.4,0.28,55,41,9,16,2.6,276,2,16.86,1.2,2017-05-27 11:00
中山,臺北市,28,,良好,2.3,0.5,33,19,,26,2.7,127,1,33.57,7.49,2017-05-27 11:00
中壢,桃園市,34,,良好,2.4,1.24,20,41,11,37,1.6,264,1,63.84,26.78,2017-05-27 11:00
仁武,高雄市,56,懸浮微粒,普通,3.5,0.27,59,31,14,9.8,2.5,286,2,11.16,1.35,2017-05-27 11:00
斗六,雲林縣,59,懸浮微粒,普通,4.4,0.48,50,64,38,13,1.5,222,5,14.06,1.14,2017-05-27 11:00
冬山,宜蘭縣,27,,良好,3.4,0.42,22,29,1,21,2.1,136,1,28.66,8.13,2017-05-27 11:00
古亭,臺北市,41,,良好,1.9,0.31,42,50,9,16,3.2,78,1,20.03,3.78,2017-05-27 11:00
左營,高雄市,54,懸浮微粒,普通,3.8,0.28,60,57,25,11,2.6,301,3,11.78,1.12,2017-05-27 11:00
平鎮,桃園市,38,,良好,2.6,0.32,46,34,10,12,3.2,93,1,13.06,1.27,2017-05-27 11:00
永和,新北市,34,,良好,2.5,0.49,41,20,9,17,3.4,99,1,22.42,5.89,2017-05-27 11:00
安南,臺南市,55,懸浮微粒,普通,1.8,0.29,64,48,20,6.5,2.2,313,2,7.39,.91,2017-05-27 11:00
朴子,嘉義縣,72,懸浮微粒,普通,3.6,0.4,54,106,48,9.1,1.6,164,5,11.07,1.95,2017-05-27 11:00
汐止,新北市,33,,良好,2.1,0.28,40,23,12,15,2.7,36,2,17.12,2.12,2017-05-27 11:00
竹山,南投縣,57,懸浮微粒,普通,2.5,0.32,45,50,26,5.8,1.5,226,3,7.85,2.04,2017-05-27 11:00
