SiteName,County,PSI,MajorPollutant,Status,SO2,CO,O3,PM10,PM2.5,NO2,WindSpeed,WindDirec,FPMI,NOx,NO,PublishTime
二林,彰化縣,66,懸浮微粒,普通,2.8,0.51,23,70,22,17,3,35,3,17.66,.99,2017-01-11 00:00
三重,新北市,62,懸浮微粒,普通,5.2,1.91,,80,36,30,,,3,59.47,29.01,2017-01-11 00:00
三義,苗栗縣,54,懸浮微粒,普通,1.8,0.43,22,53,38,9.2,2.7,32,4,10.61,1.38,2017-01-11 00:00
土城,新北市,52,懸浮微粒,普通,1.2,0.56,36,59,32,11,2.1,217,3,12.44,1.11,2017-01-11 00:00
士林,臺北市,54,懸浮微粒,普通,3.7,0.45,44,61,35,7.9,2.9,118,3,8.58,.69,2017-01-11 00:00
大同,臺北市,60,懸浮微粒,普通,3.6,0.81,,64,38,22,,,3,32.19,9.93,2017-01-11 00:00
大里,臺中市,64,懸浮微粒,普通,2.4,0.8,2.7,86,58,31,0.7,257,6,40.33,9.24,2017-01-11 00:00
大園,桃園市,59,懸浮微粒,普通,8.2,0.51,29,72,38,20,4.5,51,4,22.33,2.28,2017-01-11 00:00
大寮,高雄市,80,懸浮微粒,普通,4,0.64,21,134,55,22,2.5,319,5,23.22,.9,2017-01-11 00:00
小港,高雄市,77,懸浮微粒,普通,3.9,0.84,13,113,77,38,1.2,64,8,40.45,2.72,2017-01-11 00:00
中山,臺北市,57,懸浮微粒,普通,2.4,0.64,31,63,39,17,3.1,114,4,19.55,2.4,2017-01-11 00:00
中壢,桃園市,48,,良好,3.2,0.71,32,66,34,14,1.2,81,3,20.21,5.72,2017-01-11 00:00
仁武,高雄市,85,懸浮微粒,普通,4.1,0.54,19,128,67,26,1.5,316,6,27.19,.95,2017-01-11 00:00
斗六,雲林縣,69,懸浮微粒,普通,2.5,0.59,10,94,58,23,1.4,23,7,26.9,3.84,2017-01-11 00:00
冬山,宜蘭縣,54,懸浮微粒,普通,1.5,0.44,28,51,28,5.2,1.4,280,3,6.29,1.1,2017-01-11 00:00
古亭,臺北市,46,,良好,2.2,0.5,39,46,42,8.7,3.9,84,4,10.18,1.46,2017-01-11 00:00
左營,高雄市,82,懸浮微粒,普通,4.1,0.63,20,126,70,26,1.2,20,8,26.67,.78,2017-01-11 00:00
平鎮,桃園市,54,懸浮微粒,普通,1.9,0.51,37,62,25,11,3.6,57,3,11.52,.83,2017-01-11 00:00
永和,新北市,49,,良好,2.3,0.52,40,52,41,8.1,3.2,95,4,9.72,1.6,2017-01-11 00:00
安南,臺南市,76,懸浮微粒,普通,2.9,0.54,20,87,45,17,1,54,5,17.74,.6,2017-01-11 00:00
朴子,嘉義縣,76,懸浮微粒,普通,4.1,0.53,18,93,35,17,1.9,79,4,18.6,1.11,2017-01-11 00:00
汐止,新北市,52,懸浮微粒,普通,2.2,0.49,42,62,41,8.8,2.2,42,4,10.62,1.84,2017-01-11 00:00
竹山,南投縣,76,懸浮微粒,普通,4.4,0.56,7,86,62,22,0.7,343,8,23.24,1.52,2017-01-11 00:00
竹東,新竹縣,46,,良好,3.4,0.44,13,42,34,7.4,1.1,129,3,8.98,1.58,2017-01-11 00:00
西屯,臺中市,56,懸浮微粒,普通,3.5,0.54,16,53,34,20,1.7,45,4,22.07,1.77,2017-01-11 00:00
沙鹿,臺中市,57,懸浮微粒,普通,1.8,0.49,24,46,29,15,1.8,49,3,16.19,1.31,2017-01-11 00:00
宜蘭,宜蘭縣,54,懸浮微粒,普通,1.9,0.4,30,58,26,4.5,0.7,279,3,5.37,.9,2017-01-11 00:00
忠明,臺中市,56,懸浮微粒,普通,2.6,0.71,7.9,58,44,30,1.2,36,5,32.18,2.53,2017-01-11 00:00
松山,臺北市,57,懸浮微粒,普通,2.2,0.56,35,74,41,14,2.1,77,4,16.64,3.05,2017-01-11 00:00
板橋,新北市,0,,,6.1,0.75,19,54,24,32,2.7,75,,34.9,3.06,2017-01-09 17:00
林口,新北市,64,懸浮微粒,普通,5.7,0.5,33,85,45,13,4.3,91,4,13.91,.78,2017-01-11 00:00
林園,高雄市,58,懸浮微粒,普通,4.8,0.67,21,99,31,26,2.3,23,3,28.11,1.76,2017-01-11 00:00
花蓮,花蓮縣,50,,良好,2.1,0.48,12,44,24,13,2.5,241,3,14.27,1.4,2017-01-11 00:00
金門,金門縣,0,,,,,,79,42,,3,,,,,2017-01-10 09:00
前金,高雄市,76,懸浮微粒,普通,4.3,0.63,22,110,75,25,1.7,0.6,7,26.09,.66,2017-01-11 00:00
前鎮,高雄市,82,懸浮微粒,普通,3.3,0.78,16,129,58,31,2.6,34,7,33.5,2.03,2017-01-11 00:00
南投,南投縣,66,懸浮微粒,普通,3.3,0.67,2.3,75,48,24,1.2,35,5,29.47,5.73,2017-01-11 00:00
屏東,屏東縣,76,懸浮微粒,普通,3.5,0.64,25,111,65,21,0.8,295,7,21.96,1.22,2017-01-11 00:00
恆春,屏東縣,44,,良好,0.7,0.28,52,42,16,1.8,9.2,40,2,2.25,.45,2017-01-11 00:00
美濃,高雄市,77,懸浮微粒,普通,1.9,0.55,23,104,57,12,0.5,343,7,14.05,1.81,2017-01-11 00:00
苗栗,苗栗縣,58,懸浮微粒,普通,2.8,0.66,5.8,61,29,27,0.8,62,3,32.48,5.23,2017-01-11 00:00
埔里,南投縣,54,懸浮微粒,普通,2.7,0.55,16,60,45,19,0.5,223,5,20.2,1.18,2017-01-11 00:00
桃園,桃園市,54,懸浮微粒,普通,5.1,0.53,37,60,34,9.1,3.8,95,3,10.36,1.23,2017-01-11 00:00
馬公,澎湖縣,58,懸浮微粒,普通,2.7,0.46,41,70,38,2.4,6,74,4,3.09,.68,2017-01-11 00:00
馬祖,連江縣,71,懸浮微粒,普通,2.8,0.59,54,74,51,5.5,4.5,65,7,5.87,.38,2017-01-11 00:00
基隆,基隆市,48,,良好,1.3,0.44,45,48,36,4.3,2,79,4,5.12,.82,2017-01-11 00:00
崙背,雲林縣,70,懸浮微粒,普通,3,0.51,19,74,53,18,4.2,199,6,19.01,.88,2017-01-11 00:00
淡水,新北市,54,懸浮微粒,普通,1.9,0.43,39,59,34,4.5,,,3,5.45,.94,2017-01-11 00:00
麥寮,雲林縣,78,懸浮微粒,普通,3.4,0.57,22,76,46,17,2.7,48,5,18.56,2.05,2017-01-11 00:00
善化,臺南市,74,懸浮微粒,普通,5,0.57,17,90,54,18,1.7,29,6,21.07,3.18,2017-01-11 00:00
復興,高雄市,79,懸浮微粒,普通,3.3,0.81,17,124,66,32,1.4,112,6,34.26,1.86,2017-01-11 00:00
湖口,新竹縣,54,懸浮微粒,普通,2.7,0.5,37,60,31,9.4,4.5,52,3,11.21,1.85,2017-01-11 00:00
菜寮,新北市,54,懸浮微粒,普通,5,0.55,34,61,34,15,4.9,89,3,15.62,1.01,2017-01-11 00:00
陽明,臺北市,40,,良好,0.4,0.44,48,11,2,2.3,,,2,3.8,1.49,2017-01-11 00:00
新竹,新竹市,54,懸浮微粒,普通,3.2,0.54,28,55,31,17,1.7,50,4,18.26,.83,2017-01-11 00:00
新店,新北市,49,,良好,1.8,0.51,39,52,37,10,2.3,138,3,11.64,1.44,2017-01-11 00:00
新莊,新北市,54,懸浮微粒,普通,1.9,0.57,34,59,32,13,4.5,77,3,14.2,1.1,2017-01-11 00:00
新港,嘉義縣,68,懸浮微粒,普通,3.6,0.55,13,82,40,20,2.3,18,5,21.47,1.11,2017-01-11 00:00
新營,臺南市,80,懸浮微粒,普通,4.5,0.58,9,110,49,27,2.3,45,6,28.33,1.26,2017-01-11 00:00
楠梓,高雄市,100,懸浮微粒,普通,3.6,0.57,19,146,56,23,1.5,60,8,24.17,1.02,2017-01-11 00:00
萬里,新北市,65,懸浮微粒,普通,1.8,0.43,51,80,43,3.6,7.7,52,5,4.79,1.17,2017-01-11 00:00
萬華,臺北市,54,懸浮微粒,普通,2,0.59,32,61,35,17,2.8,103,3,19.21,1.76,2017-01-11 00:00
嘉義,嘉義市,73,懸浮微粒,普通,3.7,0.64,13,94,63,23,1.8,324,8,24.79,2.07,2017-01-11 00:00
