SiteName,SiteEngName,DamName,County,Township,TWD97Lon,TWD97Lat,TWD97TM2X,TWD97TM2Y,SampleDate,SampleLayer,SampleDepth,ItemName,ItemEngName,ItemEngAbbreviation,ItemValue,ItemUnit
津沙,Chin-Sha Reservoir,津沙,連江縣,南竿鄉,119.9154200,26.1445650,342288.58,2892950.25,2014-05-13,表水,0.50m,卡爾森指數,Carlson Trophic State Index,CTSI,-,
山西,Shan-Hsi Reservoir,山西,金門縣,金沙鎮,118.4267380,24.5056400,191989.89,2711103.32,2014-05-07,表水,0.50m,卡爾森指數,Carlson Trophic State Index,CTSI,-,
七美水庫,Chi-Mei Reservoir I,七美水庫,澎湖縣,七美鄉,119.4345620,23.2117290,90392.74,2568522.55,2014-05-07,表水,-,卡爾森指數,Carlson Trophic State Index,CTSI,-,
牡丹水庫三,Mu-Tan Reservoir III,牡丹水庫,屏東縣,牡丹鄉,120.7823180,22.1471050,227865.15,2449908.57,2014-05-15,表水,-,卡爾森指數,Carlson Trophic State Index,CTSI,-,
鳳山水庫一,Feng-Shan Reservoir  I,鳳山水庫,高雄市,小港區,120.3922180,22.5409800,187479.45,2493543.76,2014-05-19,表水,-,卡爾森指數,Carlson Trophic State Index,CTSI,-,
烏山頭水庫五,Wu-Shan-Tou Reservoir V,烏山頭水庫,臺南市,官田區,120.3872440,23.1917290,187273.25,2565646.14,2014-05-14,表水,-,卡爾森指數,Carlson Trophic State Index,CTSI,-,
烏山頭水庫四,Wu-Shan-Tou Reservoir IV,烏山頭水庫,臺南市,官田區,120.3776610,23.1943960,186293.49,2565945.67,2014-05-14,表水,-,卡爾森指數,Carlson Trophic State Index,CTSI,-,
曾文水庫六,Tseng-Wen Reservoir VI,曾文水庫,嘉義縣,大埔鄉,120.5985270,23.3124950,208939.18,2578944.28,2014-05-16,表水,-,卡爾森指數,Carlson Trophic State Index,CTSI,-,
曾文水庫五,Tseng-Wen Reservoir V,曾文水庫,嘉義縣,大埔鄉,120.5732760,23.2979130,206351.87,2577336.86,2014-05-16,表水,-,卡爾森指數,Carlson Trophic State Index,CTSI,-,
白河水庫二,Pai-Ho Reservoir II,白河水庫,臺南市,白河區,120.4785310,23.3620570,196686.18,2584471.92,2014-05-21,表水,-,卡爾森指數,Carlson Trophic State Index,CTSI,-,
白河水庫一,Pai-Ho Reservoir I,白河水庫,臺南市,白河區,120.4731064,23.3570416,196214.80,2583723.06,2014-05-21,表水,-,卡爾森指數,Carlson Trophic State Index,CTSI,-,
霧社水庫三,Wu-She Reservoir III,霧社水庫,南投縣,仁愛鄉,121.1364720,24.0012880,263884.76,2655172.47,2014-04-09,表水,-,卡爾森指數,Carlson Trophic State Index,CTSI,-,
德基水庫五,Te-Chi Reservoir V,德基水庫,臺中市,和平區,121.2476840,24.2700840,275147.00,2684957.00,2014-04-10,表水,-,卡爾森指數,Carlson Trophic State Index,CTSI,-,
明德水庫三,Ming-Te Reservoir III,明德水庫,苗栗縣,頭屋鄉,120.8847610,24.5804260,238328.56,2719311.00,2014-04-01,表水,-,卡爾森指數,Carlson Trophic State Index,CTSI,-,
明德水庫二,Ming-Te Reservoir II,明德水庫,苗栗縣,頭屋鄉,120.8891140,24.5870980,238770.00,2720049.59,2014-04-01,表水,-,卡爾森指數,Carlson Trophic State Index,CTSI,-,
明德水庫一,Ming-Te Reservoir I,明德水庫,苗栗縣,頭屋鄉,120.9038930,24.5908890,240267.09,2720468.34,2014-04-01,表水,-,卡爾森指數,Carlson Trophic State Index,CTSI,-,
大埔水庫,Ta-Pu Reservoir,大埔水庫,新竹縣,峨眉鄉,120.9837520,24.6759130,248355.69,2729882.03,2014-04-09,表水,-,卡爾森指數,Carlson Trophic State Index,CTSI,-,
蘭湖,Ian hu,蘭湖,金門縣,金城鎮,118.3811157,24.4519537,15569.00,2707596.00,2013-10-30,表水,0.50m,葉綠素a,Chlorophyl-A,Chl-A,74.3,μg/L
蘭湖,Ian hu,蘭湖,金門縣,金城鎮,118.3811157,24.4519537,15569.00,2707596.00,2013-10-30,表水,0.50m,總磷,Total-Phosphate,TP,0.083,mg/L
蘭湖,Ian hu,蘭湖,金門縣,金城鎮,118.3811157,24.4519537,15569.00,2707596.00,2013-10-30,表水,0.50m,溶氧飽和度,Dissolved Oxygen Saturation,DOS,139.8,%
蘭湖,Ian hu,蘭湖,金門縣,金城鎮,118.3811157,24.4519537,15569.00,2707596.00,2013-10-30,表水,0.50m,氨氮,NH3-N,NH3-N,<0.01,mg/L
蘭湖,Ian hu,蘭湖,金門縣,金城鎮,118.3811157,24.4519537,15569.00,2707596.00,2013-10-30,表水,0.50m,化學需氧量,Chemical Oxygen Demand,COD,37.5,mg/L
蘭湖,Ian hu,蘭湖,金門縣,金城鎮,118.3811157,24.4519537,15569.00,2707596.00,2013-10-30,表水,0.50m,溶氧(電極法),Dissolved Oxygen,DO,12.0,mg/L
蘭湖,Ian hu,蘭湖,金門縣,金城鎮,118.3811157,24.4519537,15569.00,2707596.00,2013-10-30,表水,0.50m,懸浮固體,Suspended Solid,SS,7.8,mg/L
蘭湖,Ian hu,蘭湖,金門縣,金城鎮,118.3811157,24.4519537,15569.00,2707596.00,2013-10-30,表水,0.50m,氣溫,Temperature,TMP,25.4,℃
