"lineid","car","time","location","longitude","latitude"
"243004","646-TV","2017/06/06 21:03:32","新北市泰山區黎明路25號","121.422031666667","25.0606716666667"
"231069","189-VK","2017/06/06 11:58:29","新北市新店區安華路28-1號","121.519561666667","24.9612883333333"
"241031","061-VK","2017/06/06 22:19:02","新北市新莊區中環路二段392-1號","121.442305","25.0452416666667"
"241014","543-UM","2017/06/06 17:41:40","新北市三重區河邊北街80號","121.50434","25.0687083333333"
"251004","009-UM","2017/06/06 22:17:26","台北市北投區中央北路四段584號","121.46624","25.1268866666667"
"251008","181-VK","2017/06/06 22:19:02","新北市淡水區學府路104號","121.449873333333","25.1717983333333"
"251016","442-VK","2017/06/06 22:18:46","新北市淡水區水碓街7號","121.443153333333","25.1771566666667"
"251007","577-R6","2017/06/06 22:18:47","新北市淡水區北新路180號","121.449338333333","25.178815"
"251011","650-BX","2017/06/06 22:18:48","新北市淡水區沙崙路200號","121.424721666667","25.183945"
"220071","283-VK","2017/06/06 21:26:54","新北市板橋區民生路二段15-1號","121.472816666667","25.0163666666667"
