SiteName,MonitorDate,Concentration,ItemUnit
馬公,2016-12-17,27,μg/m3
金門,2016-12-17,33,μg/m3
馬祖,2016-12-17,34,μg/m3
宜蘭,2016-12-17,16,μg/m3
陽明,2016-12-17,,μg/m3
花蓮,2016-12-17,17,μg/m3
臺東,2016-12-17,16,μg/m3
恆春,2016-12-17,13,μg/m3
屏東,2016-12-17,44,μg/m3
前金,2016-12-17,39,μg/m3
美濃,2016-12-17,34,μg/m3
臺南,2016-12-17,38,μg/m3
新營,2016-12-17,43,μg/m3
嘉義,2016-12-17,44,μg/m3
朴子,2016-12-17,35,μg/m3
斗六,2016-12-17,49,μg/m3
南投,2016-12-17,45,μg/m3
彰化,2016-12-17,36,μg/m3
忠明,2016-12-17,32,μg/m3
豐原,2016-12-17,25,μg/m3
三義,2016-12-17,25,μg/m3
苗栗,2016-12-17,23,μg/m3
新竹,2016-12-17,19,μg/m3
竹東,2016-12-17,19,μg/m3
平鎮,2016-12-17,13,μg/m3
桃園,2016-12-17,13,μg/m3
萬華,2016-12-17,13,μg/m3
士林,2016-12-17,11,μg/m3
板橋,2016-12-17,13,μg/m3
汐止,2016-12-17,13,μg/m3
基隆,2016-12-17,12,μg/m3
馬公,2016-12-14,14,μg/m3
金門,2016-12-14,22,μg/m3
馬祖,2016-12-14,17,μg/m3
宜蘭,2016-12-14,12,μg/m3
陽明,2016-12-14,8,μg/m3
花蓮,2016-12-14,11,μg/m3
臺東,2016-12-14,13,μg/m3
恆春,2016-12-14,,μg/m3
屏東,2016-12-14,32,μg/m3
前金,2016-12-14,40,μg/m3
美濃,2016-12-14,21,μg/m3
臺南,2016-12-14,30,μg/m3
新營,2016-12-14,27,μg/m3
嘉義,2016-12-14,28,μg/m3
朴子,2016-12-14,25,μg/m3
斗六,2016-12-14,23,μg/m3
南投,2016-12-14,,μg/m3
彰化,2016-12-14,15,μg/m3
忠明,2016-12-14,16,μg/m3
豐原,2016-12-14,14,μg/m3
三義,2016-12-14,15,μg/m3
苗栗,2016-12-14,15,μg/m3
新竹,2016-12-14,15,μg/m3
竹東,2016-12-14,13,μg/m3
平鎮,2016-12-14,15,μg/m3
桃園,2016-12-14,14,μg/m3
萬華,2016-12-14,13,μg/m3
士林,2016-12-14,13,μg/m3
板橋,2016-12-14,14,μg/m3
汐止,2016-12-14,13,μg/m3
基隆,2016-12-14,13,μg/m3
馬公,2016-12-11,16,μg/m3
金門,2016-12-11,23,μg/m3
馬祖,2016-12-11,17,μg/m3
宜蘭,2016-12-11,12,μg/m3
陽明,2016-12-11,4,μg/m3
花蓮,2016-12-11,10,μg/m3
臺東,2016-12-11,9,μg/m3
恆春,2016-12-11,11,μg/m3
屏東,2016-12-11,41,μg/m3
前金,2016-12-11,45,μg/m3
美濃,2016-12-11,37,μg/m3
臺南,2016-12-11,44,μg/m3
新營,2016-12-11,36,μg/m3
嘉義,2016-12-11,47,μg/m3
朴子,2016-12-11,28,μg/m3
斗六,2016-12-11,49,μg/m3
南投,2016-12-11,50,μg/m3
彰化,2016-12-11,24,μg/m3
忠明,2016-12-11,26,μg/m3
豐原,2016-12-11,23,μg/m3
三義,2016-12-11,15,μg/m3
苗栗,2016-12-11,13,μg/m3
新竹,2016-12-11,,μg/m3
竹東,2016-12-11,11,μg/m3
平鎮,2016-12-11,13,μg/m3
桃園,2016-12-11,13,μg/m3
萬華,2016-12-11,13,μg/m3
士林,2016-12-11,10,μg/m3
板橋,2016-12-11,,μg/m3
汐止,2016-12-11,,μg/m3
基隆,2016-12-11,12,μg/m3
馬公,2016-12-08,20,μg/m3
金門,2016-12-08,37,μg/m3
馬祖,2016-12-08,35,μg/m3
宜蘭,2016-12-08,6,μg/m3
陽明,2016-12-08,,μg/m3
花蓮,2016-12-08,6,μg/m3
臺東,2016-12-08,8,μg/m3
恆春,2016-12-08,6,μg/m3
屏東,2016-12-08,49,μg/m3
前金,2016-12-08,37,μg/m3
美濃,2016-12-08,39,μg/m3
