SiteName,County,PSI,MajorPollutant,Status,SO2,CO,O3,PM10,PM2.5,NO2,WindSpeed,WindDirec,FPMI,NOx,NO,PublishTime
二林,彰化縣,81,懸浮微粒,普通,2.6,0.29,54,100,44,5,0.5,11,5,5.68,.69,2017-03-13 00:00
三重,新北市,62,懸浮微粒,普通,2.9,1.29,,56,34,44,,,3,82.93,39.3,2017-03-13 00:00
三義,苗栗縣,71,懸浮微粒,普通,3.4,0.56,20,115,63,22,1.6,213,6,23.77,1.33,2017-03-13 00:00
土城,新北市,56,懸浮微粒,普通,1.7,0.61,22,55,34,24,1.2,171,3,25.01,1.25,2017-03-13 00:00
士林,臺北市,44,,良好,1.4,0.6,25,34,18,22,0.4,219,2,23.28,1.47,2017-03-13 00:00
大同,臺北市,60,懸浮微粒,普通,3.4,1.34,,54,37,45,,,4,63.64,18.42,2017-03-13 00:00
大里,臺中市,94,懸浮微粒,普通,2.5,0.6,26,166,74,20,1.4,248,8,20.87,1.15,2017-03-13 00:00
大園,桃園市,64,懸浮微粒,普通,2.2,0.32,49,89,33,5.9,1.4,204,3,6.72,.78,2017-03-13 00:00
大寮,高雄市,56,懸浮微粒,普通,3.9,0.48,32,88,32,18,1.2,314,2,19,1.4,2017-03-13 00:00
小港,高雄市,52,懸浮微粒,普通,4.1,0.59,34,80,45,27,1.3,60,3,27.71,1.13,2017-03-13 00:00
中山,臺北市,56,懸浮微粒,普通,2.7,0.86,13,49,28,36,1.2,333,3,41.69,5.75,2017-03-13 00:00
中壢,桃園市,47,,良好,2.6,1.06,18,34,31,31,0.6,122,3,48.71,17.84,2017-03-13 00:00
仁武,高雄市,64,懸浮微粒,普通,2.7,0.46,36,96,49,23,1.6,320,5,23.98,.71,2017-03-13 00:00
斗六,雲林縣,70,懸浮微粒,普通,1.8,0.47,32,88,69,12,1.5,325,9,13.48,1.02,2017-03-13 00:00
冬山,宜蘭縣,27,,良好,1.5,0.28,25,27,6,5.7,0.7,161,2,7.17,1.49,2017-03-13 00:00
古亭,臺北市,87,懸浮微粒,普通,2.3,0.73,22,124,40,27,0.9,241,4,28.32,1.56,2017-03-13 00:00
左營,高雄市,68,懸浮微粒,普通,2.6,0.51,41,119,64,15,1.8,53,5,14.84,-.13,2017-03-13 00:00
