SiteName,County,PSI,MajorPollutant,Status,SO2,CO,O3,PM10,PM2.5,NO2,WindSpeed,WindDirec,FPMI,NOx,NO,PublishTime
二林,彰化縣,68,懸浮微粒,普通,3.5,0.35,47,73,34,10,4,42,3,10.8,.62,2017-01-22 21:00
三重,新北市,67,懸浮微粒,普通,6.1,1.45,,87,32,56,,,3,134.36,78.29,2017-01-22 21:00
三義,苗栗縣,47,,良好,1.8,0.31,52,52,27,3.9,4.3,42,2,4.88,.97,2017-01-22 21:00
土城,新北市,58,懸浮微粒,普通,2.5,0.49,49,72,29,14,2.1,132,2,14.97,1.24,2017-01-22 21:00
士林,臺北市,54,懸浮微粒,普通,3.4,0.4,49,66,27,10,3,111,3,12.62,2.14,2017-01-22 21:00
大同,臺北市,64,懸浮微粒,普通,4.8,0.66,,82,26,31,,,2,45.98,15.17,2017-01-22 21:00
大里,臺中市,47,,良好,3.4,0.56,31,55,28,25,1.3,349,3,25.87,1.1,2017-01-22 21:00
大園,桃園市,61,懸浮微粒,普通,5,0.42,47,81,31,21,7,50,3,21.92,.77,2017-01-22 21:00
大寮,高雄市,70,懸浮微粒,普通,3.5,0.39,44,105,27,20,1.9,306,3,21.21,1.36,2017-01-22 21:00
小港,高雄市,73,懸浮微粒,普通,5,0.34,47,120,40,19,1.8,306,4,20.43,1.81,2017-01-22 21:00
中山,臺北市,61,懸浮微粒,普通,3.8,0.65,34,80,27,29,2.3,96,3,32.72,3.63,2017-01-22 21:00
中壢,桃園市,56,懸浮微粒,普通,3.8,0.69,42,71,32,23,2.3,153,3,29.48,6.24,2017-01-22 21:00
仁武,高雄市,94,懸浮微粒,普通,3.4,0.55,37,204,45,,2.5,313,5,,,2017-01-22 21:00
斗六,雲林縣,66,懸浮微粒,普通,2,0.42,37,85,46,13,1.4,37,4,14.19,.76,2017-01-22 21:00
冬山,宜蘭縣,62,懸浮微粒,普通,1.3,0.38,49,81,22,6.5,1.6,238,2,8.02,1.56,2017-01-22 21:00
古亭,臺北市,53,懸浮微粒,普通,2.4,0.46,46,56,31,17,3.1,98,3,18.73,1.83,2017-01-22 21:00
左營,高雄市,97,懸浮微粒,普通,4.7,0.62,35,187,44,27,1.6,354,4,27.88,.55,2017-01-22 21:00
平鎮,桃園市,58,懸浮微粒,普通,4.1,0.46,50,65,30,12,5,53,3,12.81,.65,2017-01-22 21:00
永和,新北市,54,懸浮微粒,普通,1.7,0.51,50,61,31,14,3.2,104,3,15.75,2.06,2017-01-22 21:00
安南,臺南市,93,懸浮微粒,普通,3.6,0.39,41,131,35,14,2.3,292,3,14.04,.31,2017-01-22 21:00
朴子,嘉義縣,91,懸浮微粒,普通,6.6,0.45,40,104,38,16,2,115,3,17.5,1.16,2017-01-22 21:00
