"RouteID","StationId","EstimateTime","Memo"
"113","4002","67",""
"113","4003","68",""
"113","4004","69",""
"113","4005","69",""
"113","4006","70",""
"113","4007","72",""
"113","4008","73",""
"113","4009","75",""
"113","4010","76",""
"113","4011","77",""
"113","4012","78",""
"113","4013","79",""
"113","4014","79",""
"113","4015","80",""
"113","4016","81",""
"113","4017","82",""
"113","4018","82",""
"113","4019","83",""
"113","4020","84",""
"113","4021","85",""
"113","4022","86",""
"113","4023","87",""
"113","4024","88",""
"113","4025","88",""
"113","4026","89",""
"113","4027","89",""
"113","4028","90",""
"113","4029","91",""
"113","4030","93",""
"113","4031","94",""
"113","38997","95",""
"113","4032","96",""
"113","4033","97",""
"113","4034","98",""
"113","4035","100",""
"113","4036","101",""
"113","4037","103",""
"113","4038","106",""
"113","4039","106",""
"113","4040","107",""
"113","4041","109",""
"113","4042","110",""
"113","4043","111",""
"113","4044","112",""
"113","4045","114",""
"113","4046","114",""
"113","4047","116",""
"113","39650","116",""
"113","4048","118",""
"113","4049","120",""
"113","4050","121",""
"113","4051","125",""
"113","4052","126",""
"113","4053","126",""
"113","4054","131",""
"113","4055","133",""
"113","4082","138",""
"113","4083","139",""
"113","4084","139",""
"113","4085","142",""
"113","4086","143",""
"113","4087","144",""
"113","4088","145",""
"113","4089","146",""
"113","4090","148",""
"113","4091","149",""
"113","4092","151",""
"113","4093","151",""
"113","4094","152",""
"113","4095","153",""
"113","4096","155",""
"113","4097","157",""
"113","4098","158",""
"113","4099","160",""
"113","4100","161",""
"113","4101","162",""
"113","4102","163",""
"113","4103","164",""
"113","4104","165",""
"113","38998","166",""
"113","4106","167",""
"113","4107","169",""
"113","4108","169",""
"113","4109","170",""
"113","4110","172",""
"113","4111","173",""
"113","4112","173",""
"113","4113","174",""
"113","4114","175",""
"113","4115","176",""
"113","4116","177",""
"113","4117","178",""
"113","4118","178",""
"113","4119","180",""
"113","4120","181",""
"113","4121","181",""
"113","4122","182",""
"113","4124","184",""
"113","4125","185",""
"113","4126","186",""
"113","4127","188",""
"113","4128","188",""
"113","4129","190",""
"113","4130","191",""
"113","4131","193",""
"113","4132","194",""
"113","4133","197",""
"113","4134","198",""
"113","4135","199",""
"131","41314","13",""
"131","0397","13",""
"131","0398","14",""
"131","0399","15",""
"131","0400","16",""
"131","0401","17",""
"131","0402","17",""
"131","0403","18",""
"131","42276","19",""
"131","0404","21",""
"131","0405","22",""
"131","0406","22",""
"131","0407","23",""
"131","0408","25",""
"131","0409","28",""
"131","0410","29",""
"131","0411","30",""
"131","0412","33",""
"131","0413","34",""
"131","0414","35",""
