SiteName,MonitorDate,Concentration,ItemUnit
馬公,2017-11-09,25,μg/m3
金門,2017-11-09,28,μg/m3
馬祖,2017-11-09,,μg/m3
宜蘭,2017-11-09,10,μg/m3
陽明,2017-11-09,,μg/m3
花蓮,2017-11-09,3,μg/m3
臺東,2017-11-09,2,μg/m3
恆春,2017-11-09,2,μg/m3
屏東,2017-11-09,36,μg/m3
前金,2017-11-09,28,μg/m3
美濃,2017-11-09,27,μg/m3
臺南,2017-11-09,32,μg/m3
新營,2017-11-09,34,μg/m3
嘉義,2017-11-09,34,μg/m3
朴子,2017-11-09,32,μg/m3
斗六,2017-11-09,37,μg/m3
南投,2017-11-09,28,μg/m3
彰化,2017-11-09,19,μg/m3
忠明,2017-11-09,19,μg/m3
豐原,2017-11-09,17,μg/m3
三義,2017-11-09,11,μg/m3
苗栗,2017-11-09,10,μg/m3
新竹,2017-11-09,15,μg/m3
竹東,2017-11-09,7,μg/m3
平鎮,2017-11-09,15,μg/m3
桃園,2017-11-09,17,μg/m3
萬華,2017-11-09,,μg/m3
士林,2017-11-09,15,μg/m3
板橋,2017-11-09,17,μg/m3
汐止,2017-11-09,17,μg/m3
基隆,2017-11-09,17,μg/m3
馬公,2017-11-06,21,μg/m3
金門,2017-11-06,27,μg/m3
馬祖,2017-11-06,16,μg/m3
宜蘭,2017-11-06,9,μg/m3
陽明,2017-11-06,6,μg/m3
花蓮,2017-11-06,10,μg/m3
臺東,2017-11-06,9,μg/m3
恆春,2017-11-06,7,μg/m3
屏東,2017-11-06,59,μg/m3
前金,2017-11-06,67,μg/m3
美濃,2017-11-06,45,μg/m3
臺南,2017-11-06,46,μg/m3
新營,2017-11-06,41,μg/m3
嘉義,2017-11-06,41,μg/m3
朴子,2017-11-06,31,μg/m3
斗六,2017-11-06,43,μg/m3
南投,2017-11-06,33,μg/m3
彰化,2017-11-06,25,μg/m3
忠明,2017-11-06,26,μg/m3
豐原,2017-11-06,28,μg/m3
三義,2017-11-06,24,μg/m3
苗栗,2017-11-06,21,μg/m3
新竹,2017-11-06,20,μg/m3
竹東,2017-11-06,19,μg/m3
平鎮,2017-11-06,13,μg/m3
桃園,2017-11-06,10,μg/m3
萬華,2017-11-06,11,μg/m3
士林,2017-11-06,10,μg/m3
板橋,2017-11-06,10,μg/m3
