"lineid","car","time","location","longitude","latitude"
"248005","653-BX","2017/05/29 07:29:02","新北市五股區明德路12巷1號","121.433278333333","25.07159"
"232005","290-BY","2017/05/29 07:28:48","新北市坪林區魚堀49號","121.701466666667","24.929885"
"232010","375-UM","2017/05/29 07:28:55","新北市坪林區水聳淒坑17號","121.716216666667","24.9315416666667"
"232012","705-BZ","2017/05/29 07:28:46","新北市坪林區金瓜寮13-2號","121.681878333333","24.915795"
"232017","758-BX","2017/05/29 07:28:59","新北市坪林區乾溪1-5號","121.74046","24.9775583333333"
"244001","248-BX","2017/05/29 07:29:02","新北市林口區頂福里73-7號","121.34082","25.09138"
"222005","289-BY","2017/05/29 07:28:51","新北市深坑區萬福路52號","121.605395","25.01356"
"247001","402-BY","2017/05/29 07:28:50","新北市蘆洲區得勝街62號","121.473073333333","25.0843266666667"
"226005","5620-A6","2017/05/29 07:29:00","新北市平溪區石底里公園街7號","121.738131666667","25.02515"
"226001","7418-A5","2017/05/29 07:20:08","新北市平溪區南山里南山坪2號","121.76311","25.03187"
"226003","AGD-0702","2017/05/29 07:28:57","新北市平溪區平溪里平溪街22號","121.738866666667","25.0252816666667"
"223006","022-BY","2017/05/29 07:28:50","新北市石碇區靜安路一段184號","121.66929","25.0051183333333"
"223002","198-BX","2017/05/29 07:26:01","新北市石碇區碇格路二段4號","121.646868333333","24.9565633333333"
"223008","406-TH","2017/05/29 07:28:49","新北市石碇區番子坑24-7號","121.677493333333","25.0046483333333"
"223001","592-UM","2017/05/29 07:29:01","新北市石碇區內楒仔腳4-1號","121.642176666667","24.9713383333333"
"223004","660-BX","2017/05/29 07:28:58","新北市石碇區新興坑1-1號","121.653148333333","25.0138283333333"
"223007","661-BX","2017/05/29 07:28:51","新北市石碇區蚯蚓坑19-9號","121.687186666667","24.9991633333333"
"223005","677-TV","2017/05/29 07:28:54","新北市石碇區新興坑26號","121.649843333333","25.014525"
"227005","282-VK","2017/05/29 07:29:04","新北市雙溪區新基里自強路5號","121.866335","25.039065"
"252006","073-UM","2017/05/29 07:28:46","新北市三芝區埔頭里埔頭30號","121.495435","25.2624866666667"
"252004","249-BX","2017/05/29 07:28:53","新北市三芝區店子里菜公坑75號","121.509526666667","25.2060233333333"
"236007","165-UM","2017/05/29 07:28:51","新北市土城區延壽路2巷5號","121.471873333333","24.9903833333333"
"236001","339-SR","2017/05/29 07:28:50","新北市土城區南天母路81號","121.447233333333","24.95635"
"242020","AAC-296","2017/05/29 04:06:33","新北市新莊區新泰路357巷3弄57號","121.442263333333","25.039355"
"242028","986-R7","2017/05/29 07:28:57","新北市新莊區新泰路255巷83號","121.442556666667","25.0392766666667"
"242024","615-BX","2017/05/29 03:57:11","新北市新莊區新泰路255巷83號","121.442326666667","25.0389566666667"
"242022","613-BX","2017/05/29 04:38:59","新北市新莊區新泰路255巷83號","121.442218333333","25.0391066666667"
"242026","612-BX","2017/05/29 00:14:17","新北市新莊區三和路18-25號","121.441773333333","25.03904"
"242045","441-UM","2017/05/29 07:28:51","新北市新莊區三和路12-21號","121.442288333333","25.0380483333333"
"242038","400-BY","2017/05/29 07:29:03","新北市新莊區新泰路357巷3弄57號","121.442101666667","25.0396066666667"
"242059","362-BY","2017/05/29 07:28:58","新北市新莊區三和路12-21號","121.442371666667","25.0384766666667"
"242010","132-UY","2017/05/29 07:28:56","新北市新莊區新泰路255巷83號","121.442113333333","25.03883"
"242033","133-UY","2017/05/29 07:29:06","新北市新莊區三和路12-21號","121.441928333333","25.0388316666667"
"242043","172-VK","2017/05/29 04:17:08","新北市新莊區新泰路255巷83號","121.442031666667","25.0388766666667"
"242012","175-VK","2017/05/29 07:29:00","新北市新莊區三和路12-21號","121.441958333333","25.038635"
"242055","176-VK","2017/05/29 02:36:17","新北市新莊區新泰路255巷83號","121.442361666667","25.0389666666667"
"242052","349-TH","2017/05/29 02:45:45","新北市新莊區三和路12-14號","121.4422","25.0372533333333"
"242008","351-TH","2017/05/29 07:29:01","新北市新莊區新泰路357巷3弄57號","121.442096666667","25.0393516666667"
