MOHWV0036.04	食品中動物用藥殘留量檢驗方法－四環黴素類抗生素之檢驗	2014-12-10	http://www.fda.gov.tw/TC/siteListContent.aspx?sid=103&id=10101&chk=79BD3569-FB6D-476C-B6B4-7CF91992C511	
MOHWV0037.02	食品中動物用藥殘留量檢驗方法－多重殘留分析(二)(48品項)	2013-09-06	http://www.fda.gov.tw/tc/includes/SiteListGetFile.ashx?mid=133&id=6300&chk=53EF86C4-943E-40BE-B22F-CEFE92B47FF3	
MOHWV0038.02	食品中動物用藥殘留量檢驗方法－β-內醯胺類抗生素之檢驗	2013-09-06	http://www.fda.gov.tw/tc/includes/SiteListGetFile.ashx?mid=133&id=6834&chk=757A5530-170B-49C8-9E64-A2B9DBC9A83B	
MOHWV0039.00	食品中動物用藥殘留量檢驗方法－離子型抗球蟲藥之檢驗	2013-09-30	http://www.fda.gov.tw/tc/includes/SiteListGetFile.ashx?mid=133&id=8168&chk=5A639B6C-9454-4BAD-94C5-84C48FCEF195	
MOHWV0040.04	食品中動物用藥殘留量檢驗方法－硝基呋喃代謝物之檢驗	2013-10-25	http://www.fda.gov.tw/TC/siteListContent.aspx?sid=103&id=8248&chk=4B8CB68F-B337-4B82-9393-D6C5324CD7D2	
MOHWV0041.02	食品中動物用藥殘留量檢驗方法－乙型受體素類多重殘留分析	2013-12-10	http://www.fda.gov.tw/TC/siteListContent.aspx?sid=103&id=8487&chk=7EB36127-68F1-4764-B583-7F315E2EE9F5	
MOHWV0042.01	食品中動物用藥殘留量檢驗方法－胺基醣苷類抗生素之檢驗(一)(自103年8月1日生效)【肌肉、內臟、蛋】	2014-05-15	http://www.fda.gov.tw/TC/siteListContent.aspx?sid=103&id=9202&chk=10A43F12-900A-4DFF-ADE3-1BA165FC06C9	
MOHWV0043.00	食品中動物用藥殘留量檢驗方法－氯黴素類抗生素之檢驗(自103年7月1日生效)	2014-06-06	http://www.fda.gov.tw/tc/includes/SiteListGetFile.ashx?mid=133&id=9265&chk=A978A079-61FC-47F7-B121-E729CD9D27B8	
MOHWV0044.01	食品中動物用藥殘留量檢驗方法－胺基醣苷類抗生素之檢驗(二)【蜂蜜牛奶】	2014-08-12	http://www.fda.gov.tw/TC/siteListContent.aspx?sid=103&id=9495&chk=A082BD9E-FA1C-42B9-9F82-52D97511E6D9	
MOHWV0045.00	食品中動物用藥殘留量檢驗方法－氟尼辛及托芬那酸之檢驗	2016-03-01	http://www.fda.gov.tw/TC/siteListContent.aspx?sid=103&id=17904&chk=a8e0839e-cdc4-4888-b83d-0b5e8fe97e50&param=pn%3d1%26sid%3d103	
MOHWV0046.00	食品中動物用藥殘留量檢驗方法－安保寧之檢驗(二)	2017-02-07	http://www.fda.gov.tw:8080/TC/siteListContent.aspx?sid=103&id=22519	
MOHWV0047.00	食品中動物用藥殘留量檢驗方法－泰拉黴素之檢驗	2017-04-20	http://www.fda.gov.tw/TC/siteListContent.aspx?sid=103&id=23219	
MOHWV0048.00	食品中動物用藥殘留量檢驗方法－乙醯異戊醯泰樂黴素及其代謝物之檢驗	2017-04-26	http://www.fda.gov.tw/TC/siteListContent.aspx?sid=103&id=23261	
MOHWH0001.02	食用菇類中重金屬檢驗方法－鎘之檢驗 	2013-09-06	http://www.fda.gov.tw/tc/includes/SiteListGetFile.ashx?mid=133&id=1657&chk=C4D829A3-E156-44E9-900D-2985981C52D5	
MOHWH0002.02	食用菇類中重金屬檢驗方法－鉛之檢驗 	2013-09-06	http://www.fda.gov.tw/tc/includes/SiteListGetFile.ashx?mid=133&id=1658&chk=CF702DA7-88A4-42EF-962B-986A77385853	
MOHWH0003.01	食品中甲基汞之檢驗方法	2013-09-06	http://www.fda.gov.tw/tc/includes/SiteListGetFile.ashx?mid=133&id=1668&chk=4C891A60-4D06-4D32-8605-8B8E86E8C48E	
MOHWH0004.01	食用油脂中重金屬檢驗方法－砷、鉛及銅之檢驗	2013-09-06	http://www.fda.gov.tw/tc/includes/SiteListGetFile.ashx?mid=133&id=2479&chk=4DD3354F-7FAA-4338-A697-BC6E35084181	
MOHWH0005.01	食用油脂中重金屬檢驗方法－汞之檢驗	2013-09-06	http://www.fda.gov.tw/tc/includes/SiteListGetFile.ashx?mid=133&id=2480&chk=41DF3859-41B2-4693-AD2D-F69CC09BE5A1	
MOHWH0006.02	食品中甲基汞檢驗方法（二）	2013-09-06	http://www.fda.gov.tw/tc/includes/SiteListGetFile.ashx?mid=133&id=3328&chk=3F259F74-5DE5-4784-AA4E-F864A810FB26	
MOHWH0007.01	食鹽中重金屬檢驗方法－銅、鉛及鎘之檢驗	2013-09-06	http://www.fda.gov.tw/tc/includes/SiteListGetFile.ashx?mid=133&id=5577&chk=EC84C2CA-224F-4C74-98E5-B0BA070C0038	
MOHWH0008.01	食鹽中重金屬檢驗方法－砷之檢驗	2013-09-06	http://www.fda.gov.tw/tc/includes/SiteListGetFile.ashx?mid=133&id=5578&chk=BE76A44D-C346-40DC-9342-BB544D703AA8	
MOHWH0009.01	食鹽中重金屬檢驗方法－汞之檢驗	2013-09-06	http://www.fda.gov.tw/tc/includes/SiteListGetFile.ashx?mid=133&id=5579&chk=CB8957A8-C74A-4FA8-8D20-09D7AF0E0F03	
MOHWH0010.01	包裝飲用水及盛裝飲用水中重金屬檢驗方法－銅及鋅之檢驗	2013-09-06	http://www.fda.gov.tw/tc/includes/SiteListGetFile.ashx?mid=133&id=5649&chk=87C62ACA-39D8-4920-BF64-BB6B6EE641FE	
MOHWH0011.01	包裝飲用水及盛裝飲用水中重金屬檢驗方法－砷、鉛及鎘之檢驗	2013-09-06	http://www.fda.gov.tw/tc/includes/SiteListGetFile.ashx?mid=133&id=5650&chk=C8245E82-331F-4330-AA05-306023DB8581	
MOHWH0012.02	包裝飲用水及盛裝飲用水中重金屬檢驗方法－汞之檢驗	2013-09-06	http://www.fda.gov.tw/tc/includes/SiteListGetFile.ashx?mid=133&id=7455&chk=D3F5D9A8-8CA8-451D-9AF9-269197941C3C	
MOHWH0013.02	水產動物類中重金屬檢驗方法－鉛及鎘之檢驗	2013-09-06	http://www.fda.gov.tw/tc/includes/SiteListGetFile.ashx?mid=133&id=7470&chk=03D81E7A-BB76-454F-814F-C11E34BE95EB	
MOHWH0014.03	重金屬檢驗方法總則	2014-08-25	http://www.fda.gov.tw/TC/siteListContent.aspx?sid=103&id=9533&chk=A0BB832F-C3E3-4F52-B5DB-D9C31BEDF569	
MOHWH0015.01	食米中重金屬檢驗方法－汞之檢驗	2014-08-25	http://www.fda.gov.tw/TC/siteListContent.aspx?sid=103&id=9534&chk=6234FABA-2518-4AFF-B0D4-CB20E4873326	
MOHWH0016.00	食米中重金屬檢驗方法－鉛及鎘之檢驗	2014-08-25	http://www.fda.gov.tw/TC/siteListContent.aspx?sid=103&id=9535&chk=46C945D1-5798-4674-830F-9C35CD5EC220	
MOHWH0017.00	食用藻類中無機砷之檢驗方法	2016-01-30	http://www.fda.gov.tw/TC/siteListContent.aspx?sid=103&id=17766&chk=5a6247b6-3056-4c2b-89ab-e8671a4adcda&param=pn%3d1%26sid%3d103	
MOHWM0001.01	食品中微生物之檢驗方法－星狀病毒之檢驗(自103年10月1日生效)	2014-06-27	http://www.fda.gov.tw/TC/siteListContent.aspx?sid=103&id=9351&chk=C5832682-1FBE-4DF3-822B-737636362D65	
MOHWM0002.02	食品微生物之檢驗方法－金黃色葡萄球菌之檢驗	2015-10-13	http://www.fda.gov.tw/TC/siteListContent.aspx?sid=103&id=14170&chk=4c0e35c4-1888-4555-a325-90ab31b41b96&param=pn%3d1%26sid%3d103	
MOHWM0003.02	食品微生物之檢驗方法－志賀氏桿菌之檢驗	2015-04-29	http://www.fda.gov.tw/TC/siteListContent.aspx?sid=103&id=13314&chk=c23e11f4-69ac-415d-9d52-7707fc048d6c&param=pn%3d1%26sid%3d103	
MOHWM0004.02	食品微生物之檢驗方法－阪崎腸桿菌之檢驗	2015-01-07	http://www.fda.gov.tw/TC/siteListContent.aspx?sid=103&id=10383&chk=09B5C086-F4DA-4546-84C3-1BA5B4084621	
MOHWM0005.01	食品微生物之檢驗方法－氣單胞菌之檢驗	2013-09-06	http://www.fda.gov.tw/tc/includes/SiteListGetFile.ashx?mid=133&id=1878&chk=4B724755-362F-4436-9F3F-C76AAD66D86A	
