SiteName,County,PSI,MajorPollutant,Status,SO2,CO,O3,PM10,PM2.5,NO2,WindSpeed,WindDirec,FPMI,NOx,NO,PublishTime
二林,彰化縣,44,,良好,2.9,0.17,53,21,15,3.3,1.2,37,2,4.19,.87,2017-05-14 19:00
三重,新北市,46,,良好,16,1.47,,47,12,42,,,2,70.27,28.22,2017-05-14 19:00
三義,苗栗縣,40,,良好,2.4,0.19,48,24,13,5.6,2.3,40,2,6.79,1.21,2017-05-14 19:00
土城,新北市,31,,良好,2.3,0.45,33,27,12,15,1.6,132,2,16.78,1.52,2017-05-14 19:00
士林,臺北市,30,,良好,5.8,0.32,37,31,14,13,1.6,107,2,15.77,2.36,2017-05-14 19:00
大同,臺北市,49,,良好,18,1.24,,53,14,47,,,2,94.88,47.97,2017-05-14 19:00
大里,臺中市,39,,良好,2.1,0.3,45,43,15,14,1.6,355,2,15.44,1.78,2017-05-14 19:00
大園,桃園市,32,,良好,9,0.5,32,34,13,22,2.4,119,2,23.41,1.6,2017-05-14 19:00
大寮,高雄市,29,,良好,2.6,0.27,35,33,17,11,1.9,143,1,12.18,1.08,2017-05-14 19:00
小港,高雄市,34,,良好,8.4,0.17,37,30,5,1.1,1.6,273,1,1.32,.21,2017-05-14 19:00
中山,臺北市,31,,良好,20,0.51,19,40,24,35,2.5,127,,39.57,4.94,2017-05-14 19:00
中壢,桃園市,42,,良好,7.6,1.67,12,39,7,48,1,291,2,79.99,32.25,2017-05-14 19:00
仁武,高雄市,33,,良好,4.7,0.2,39,15,8,11,1.3,306,2,11.84,.93,2017-05-14 19:00
斗六,雲林縣,44,,良好,2.9,0.27,52,39,18,7.4,1.6,321,,8.22,.81,2017-05-14 19:00
冬山,宜蘭縣,37,,良好,3.4,0.3,45,37,14,12,1.4,143,2,13.16,1.54,2017-05-14 19:00
古亭,臺北市,31,,良好,4.8,0.46,35,28,15,22,3,90,2,24.12,2.12,2017-05-14 19:00
左營,高雄市,36,,良好,4.4,0.16,43,14,5,9.9,2.2,317,2,10.71,.8,2017-05-14 19:00
平鎮,桃園市,32,,良好,6.5,0.46,39,30,14,21,1.3,98,2,23.48,2.45,2017-05-14 19:00
永和,新北市,51,懸浮微粒,普通,3.6,0.6,33,27,21,20,2.2,90,2,23.74,3.89,2017-05-14 19:00
安南,臺南市,46,,良好,2.6,0.18,56,27,10,4.2,2.4,315,2,5.45,1.31,2017-05-14 19:00
朴子,嘉義縣,52,臭氧,普通,2.5,0.21,62,34,13,4.4,1.8,76,2,4.81,.46,2017-05-14 19:00
汐止,新北市,35,,良好,5.6,0.3,42,22,16,11,1.6,55,2,12,.51,2017-05-14 19:00
竹山,南投縣,48,,良好,2.9,0.22,57,42,25,6,1.4,275,2,7.01,1.05,2017-05-14 19:00
竹東,新竹縣,35,,良好,1.4,0.3,32,30,20,12,0.6,73,2,11.24,-.4,2017-05-14 19:00
西屯,臺中市,41,,良好,1.4,0.18,50,25,3,9.7,2.4,43,2,11.58,1.88,2017-05-14 19:00
沙鹿,臺中市,44,,良好,0.5,0.23,53,18,18,8.1,3.2,8.3,2,8.74,.68,2017-05-14 19:00
宜蘭,宜蘭縣,42,,良好,1.6,0.39,51,29,9,6,1.3,76,1,6.77,.78,2017-05-14 19:00
