SiteName,MonitorDate,Concentration,ItemUnit
馬公,2017-04-25,23,μg/m3
金門,2017-04-25,35,μg/m3
馬祖,2017-04-25,29,μg/m3
宜蘭,2017-04-25,13,μg/m3
陽明,2017-04-25,12,μg/m3
花蓮,2017-04-25,10,μg/m3
臺東,2017-04-25,10,μg/m3
恆春,2017-04-25,8,μg/m3
屏東,2017-04-25,48,μg/m3
前金,2017-04-25,38,μg/m3
美濃,2017-04-25,32,μg/m3
臺南,2017-04-25,59,μg/m3
新營,2017-04-25,67,μg/m3
嘉義,2017-04-25,74,μg/m3
朴子,2017-04-25,59,μg/m3
斗六,2017-04-25,80,μg/m3
南投,2017-04-25,50,μg/m3
彰化,2017-04-25,,μg/m3
忠明,2017-04-25,50,μg/m3
豐原,2017-04-25,37,μg/m3
三義,2017-04-25,27,μg/m3
苗栗,2017-04-25,34,μg/m3
新竹,2017-04-25,31,μg/m3
竹東,2017-04-25,29,μg/m3
平鎮,2017-04-25,36,μg/m3
桃園,2017-04-25,38,μg/m3
萬華,2017-04-25,33,μg/m3
士林,2017-04-25,29,μg/m3
板橋,2017-04-25,38,μg/m3
汐止,2017-04-25,,μg/m3
基隆,2017-04-25,19,μg/m3
馬公,2017-04-22,19,μg/m3
金門,2017-04-22,29,μg/m3
馬祖,2017-04-22,23,μg/m3
宜蘭,2017-04-22,12,μg/m3
陽明,2017-04-22,14,μg/m3
花蓮,2017-04-22,14,μg/m3
臺東,2017-04-22,9,μg/m3
恆春,2017-04-22,7,μg/m3
屏東,2017-04-22,18,μg/m3
前金,2017-04-22,22,μg/m3
美濃,2017-04-22,16,μg/m3
臺南,2017-04-22,15,μg/m3
新營,2017-04-22,15,μg/m3
嘉義,2017-04-22,19,μg/m3
朴子,2017-04-22,14,μg/m3
斗六,2017-04-22,18,μg/m3
南投,2017-04-22,15,μg/m3
彰化,2017-04-22,15,μg/m3
忠明,2017-04-22,14,μg/m3
豐原,2017-04-22,,μg/m3
三義,2017-04-22,13,μg/m3
苗栗,2017-04-22,19,μg/m3
新竹,2017-04-22,22,μg/m3
竹東,2017-04-22,16,μg/m3
平鎮,2017-04-22,24,μg/m3
桃園,2017-04-22,25,μg/m3
萬華,2017-04-22,23,μg/m3
士林,2017-04-22,23,μg/m3
板橋,2017-04-22,21,μg/m3
汐止,2017-04-22,24,μg/m3
基隆,2017-04-22,22,μg/m3
馬公,2017-04-19,16,μg/m3
金門,2017-04-19,38,μg/m3
馬祖,2017-04-19,39,μg/m3
宜蘭,2017-04-19,16,μg/m3
陽明,2017-04-19,31,μg/m3
花蓮,2017-04-19,16,μg/m3
臺東,2017-04-19,14,μg/m3
恆春,2017-04-19,17,μg/m3
屏東,2017-04-19,24,μg/m3
前金,2017-04-19,22,μg/m3
美濃,2017-04-19,24,μg/m3
臺南,2017-04-19,24,μg/m3
新營,2017-04-19,31,μg/m3
嘉義,2017-04-19,27,μg/m3
朴子,2017-04-19,,μg/m3
斗六,2017-04-19,,μg/m3
南投,2017-04-19,28,μg/m3
彰化,2017-04-19,39,μg/m3
忠明,2017-04-19,35,μg/m3
豐原,2017-04-19,36,μg/m3
三義,2017-04-19,39,μg/m3
苗栗,2017-04-19,40,μg/m3
新竹,2017-04-19,43,μg/m3
竹東,2017-04-19,37,μg/m3
平鎮,2017-04-19,54,μg/m3
桃園,2017-04-19,40,μg/m3
萬華,2017-04-19,34,μg/m3
士林,2017-04-19,31,μg/m3
板橋,2017-04-19,33,μg/m3
汐止,2017-04-19,26,μg/m3
基隆,2017-04-19,20,μg/m3
馬公,2017-04-16,16,μg/m3
金門,2017-04-16,55,μg/m3
馬祖,2017-04-16,52,μg/m3
宜蘭,2017-04-16,17,μg/m3
陽明,2017-04-16,17,μg/m3
花蓮,2017-04-16,7,μg/m3
臺東,2017-04-16,5,μg/m3
恆春,2017-04-16,5,μg/m3
屏東,2017-04-16,17,μg/m3
前金,2017-04-16,12,μg/m3
美濃,2017-04-16,19,μg/m3
臺南,2017-04-16,21,μg/m3
新營,2017-04-16,33,μg/m3
嘉義,2017-04-16,36,μg/m3
朴子,2017-04-16,36,μg/m3
斗六,2017-04-16,31,μg/m3
南投,2017-04-16,25,μg/m3
彰化,2017-04-16,24,μg/m3
忠明,2017-04-16,25,μg/m3
豐原,2017-04-16,19,μg/m3
三義,2017-04-16,,μg/m3
苗栗,2017-04-16,18,μg/m3
新竹,2017-04-16,21,μg/m3
竹東,2017-04-16,20,μg/m3
平鎮,2017-04-16,29,μg/m3
桃園,2017-04-16,40,μg/m3
萬華,2017-04-16,25,μg/m3
士林,2017-04-16,24,μg/m3
板橋,2017-04-16,34,μg/m3
汐止,2017-04-16,23,μg/m3
基隆,2017-04-16,22,μg/m3
馬公,2017-04-13,18,μg/m3
金門,2017-04-13,24,μg/m3
馬祖,2017-04-13,16,μg/m3
宜蘭,2017-04-13,22,μg/m3
陽明,2017-04-13,13,μg/m3
花蓮,2017-04-13,26,μg/m3
臺東,2017-04-13,11,μg/m3
恆春,2017-04-13,9,μg/m3
屏東,2017-04-13,41,μg/m3
前金,2017-04-13,37,μg/m3
美濃,2017-04-13,23,μg/m3
臺南,2017-04-13,50,μg/m3
新營,2017-04-13,46,μg/m3
嘉義,2017-04-13,51,μg/m3
朴子,2017-04-13,46,μg/m3
斗六,2017-04-13,47,μg/m3
南投,2017-04-13,45,μg/m3
彰化,2017-04-13,45,μg/m3
忠明,2017-04-13,42,μg/m3
豐原,2017-04-13,31,μg/m3
三義,2017-04-13,,μg/m3
苗栗,2017-04-13,33,μg/m3
新竹,2017-04-13,25,μg/m3
竹東,2017-04-13,22,μg/m3
平鎮,2017-04-13,20,μg/m3
桃園,2017-04-13,19,μg/m3
萬華,2017-04-13,18,μg/m3
士林,2017-04-13,14,μg/m3
板橋,2017-04-13,18,μg/m3
汐止,2017-04-13,19,μg/m3
基隆,2017-04-13,14,μg/m3
馬公,2017-04-10,12,μg/m3
金門,2017-04-10,15,μg/m3
馬祖,2017-04-10,9,μg/m3
宜蘭,2017-04-10,19,μg/m3
陽明,2017-04-10,9,μg/m3
花蓮,2017-04-10,16,μg/m3
臺東,2017-04-10,13,μg/m3
恆春,2017-04-10,12,μg/m3
屏東,2017-04-10,12,μg/m3
前金,2017-04-10,12,μg/m3
美濃,2017-04-10,10,μg/m3
臺南,2017-04-10,12,μg/m3
新營,2017-04-10,12,μg/m3
嘉義,2017-04-10,10,μg/m3
朴子,2017-04-10,12,μg/m3
斗六,2017-04-10,12,μg/m3
南投,2017-04-10,12,μg/m3
彰化,2017-04-10,12,μg/m3
忠明,2017-04-10,12,μg/m3
豐原,2017-04-10,11,μg/m3
三義,2017-04-10,10,μg/m3
苗栗,2017-04-10,9,μg/m3
新竹,2017-04-10,11,μg/m3
竹東,2017-04-10,10,μg/m3
平鎮,2017-04-10,9,μg/m3
桃園,2017-04-10,12,μg/m3
萬華,2017-04-10,17,μg/m3
士林,2017-04-10,13,μg/m3
板橋,2017-04-10,18,μg/m3
汐止,2017-04-10,20,μg/m3
基隆,2017-04-10,18,μg/m3
馬公,2017-04-07,11,μg/m3
金門,2017-04-07,19,μg/m3
馬祖,2017-04-07,26,μg/m3
宜蘭,2017-04-07,25,μg/m3
陽明,2017-04-07,,μg/m3
花蓮,2017-04-07,9,μg/m3
臺東,2017-04-07,10,μg/m3
恆春,2017-04-07,8,μg/m3
屏東,2017-04-07,18,μg/m3
前金,2017-04-07,12,μg/m3
美濃,2017-04-07,20,μg/m3
臺南,2017-04-07,14,μg/m3
新營,2017-04-07,23,μg/m3
嘉義,2017-04-07,24,μg/m3
朴子,2017-04-07,21,μg/m3
斗六,2017-04-07,32,μg/m3
南投,2017-04-07,39,μg/m3
彰化,2017-04-07,30,μg/m3
忠明,2017-04-07,37,μg/m3
豐原,2017-04-07,32,μg/m3
三義,2017-04-07,33,μg/m3
苗栗,2017-04-07,29,μg/m3
新竹,2017-04-07,34,μg/m3
竹東,2017-04-07,28,μg/m3
平鎮,2017-04-07,40,μg/m3
桃園,2017-04-07,40,μg/m3
萬華,2017-04-07,39,μg/m3
士林,2017-04-07,36,μg/m3
板橋,2017-04-07,35,μg/m3
汐止,2017-04-07,44,μg/m3
基隆,2017-04-07,34,μg/m3
馬公,2017-04-04,25,μg/m3
金門,2017-04-04,48,μg/m3
馬祖,2017-04-04,35,μg/m3
宜蘭,2017-04-04,17,μg/m3
陽明,2017-04-04,16,μg/m3
花蓮,2017-04-04,17,μg/m3
