SiteName,County,PSI,MajorPollutant,Status,SO2,CO,O3,PM10,PM2.5,NO2,WindSpeed,WindDirec,FPMI,NOx,NO,PublishTime
二林,彰化縣,45,,良好,2.2,0.14,30,51,5,7.4,1.8,218,1,7.32,-.1,2017-01-17 23:00
三重,新北市,30,,良好,2.6,1.32,,23,8,42,,,1,83.32,41.65,2017-01-17 23:00
三義,苗栗縣,34,,良好,0.8,0.27,17,27,15,8.5,1,64,2,10.86,2.33,2017-01-17 23:00
土城,新北市,17,,良好,3,0.83,2.5,19,10,30,0.7,126,1,61.56,31.12,2017-01-17 23:00
士林,臺北市,26,,良好,0.6,0.31,31,9,6,13,1.2,123,1,13.08,.25,2017-01-17 23:00
大同,臺北市,38,,良好,3.7,2.24,,33,3,42,,,1,129.47,87.33,2017-01-17 23:00
大里,臺中市,54,懸浮微粒,普通,2.9,0.54,3.2,50,20,32,1.1,192,2,43.21,10.76,2017-01-17 23:00
大園,桃園市,41,,良好,3.3,0.32,22,42,7,22,1.9,342,1,27.69,5.89,2017-01-17 23:00
大寮,高雄市,68,懸浮微粒,普通,3.2,0.46,16,80,26,24,2.6,319,3,25.82,1.45,2017-01-17 23:00
小港,高雄市,70,懸浮微粒,普通,4.7,0.62,12,87,33,32,2.7,62,4,34.44,2.37,2017-01-17 23:00
中山,臺北市,19,,良好,3.1,1.01,4.6,9,6,40,1.3,155,1,56.93,16.88,2017-01-17 23:00
中壢,桃園市,49,,良好,5.9,1.91,2.5,48,14,39,0.7,182,2,112.74,73.67,2017-01-17 23:00
仁武,高雄市,76,懸浮微粒,普通,3.3,0.4,15,100,37,27,2.7,319,4,28.08,.86,2017-01-17 23:00
斗六,雲林縣,52,懸浮微粒,普通,2.4,0.41,7.4,58,29,23,1.4,37,3,25.95,2.77,2017-01-17 23:00
冬山,宜蘭縣,38,,良好,1.3,0.28,15,33,8,8,1.1,282,1,9.53,1.58,2017-01-17 23:00
古亭,臺北市,19,,良好,2.2,0.73,7.5,13,9,36,1,136,1,44.14,7.68,2017-01-17 23:00
左營,高雄市,69,懸浮微粒,普通,3.7,0.44,17,78,25,27,2.8,23,3,27.29,.45,2017-01-17 23:00
平鎮,桃園市,40,,良好,4.9,1.06,2.2,52,17,38,1.1,224,2,90.05,52.27,2017-01-17 23:00
永和,新北市,15,,良好,2.2,1.01,12,17,7,31,0.8,143,1,45.74,14.27,2017-01-17 22:00
安南,臺南市,60,懸浮微粒,普通,1.8,0.23,26,55,15,9.5,2.3,294,2,10.81,1.33,2017-01-17 23:00
朴子,嘉義縣,60,懸浮微粒,普通,2.1,0.17,31,51,4,6.7,1.1,57,1,7.48,.79,2017-01-17 23:00
汐止,新北市,18,,良好,1.9,0.93,5.1,19,15,33,0.5,189,2,57.34,23.96,2017-01-17 23:00
竹山,南投縣,58,懸浮微粒,普通,3.4,0.48,2.4,57,27,23,0.8,79,3,27.34,4.38,2017-01-17 23:00
竹東,新竹縣,50,,良好,3.8,0.5,14,50,22,16,0.6,161,2,18.56,2.6,2017-01-17 23:00
西屯,臺中市,43,,良好,2.2,0.25,24,39,3,16,1.5,55,2,17.68,2.13,2017-01-17 23:00
沙鹿,臺中市,44,,良好,2,0.23,25,49,10,14,1.7,3.7,1,14.78,.95,2017-01-17 23:00
宜蘭,宜蘭縣,41,,良好,3.6,0.49,5.4,42,13,15,1,283,2,17.46,2.28,2017-01-17 23:00
忠明,臺中市,42,,良好,2.1,0.36,20,50,10,21,1,52,2,23.6,2.32,2017-01-17 23:00
松山,臺北市,26,,良好,3.6,0.81,3.9,24,1,36,0.7,59,2,51.09,15.25,2017-01-17 23:00
板橋,新北市,22,,良好,4.4,1.17,2.5,25,4,40,1.1,210,1,55.12,14.84,2017-01-17 23:00
林口,新北市,36,,良好,1.9,0.39,24,32,10,18,1.9,136,1,20.07,1.64,2017-01-17 23:00
林園,高雄市,54,懸浮微粒,普通,5.5,0.41,16,57,14,31,2.1,36,2,33.03,2.2,2017-01-17 23:00
花蓮,花蓮縣,29,,良好,1.8,0.29,28,21,8,6.5,2.2,212,2,7.78,1.33,2017-01-17 23:00
金門,金門縣,50,,良好,4.9,0.37,19,64,40,18,2.2,49,3,18.78,.96,2017-01-17 23:00
前金,高雄市,61,懸浮微粒,普通,3.4,0.47,18,57,26,25,2,337,4,26.72,1.81,2017-01-17 23:00
前鎮,高雄市,70,懸浮微粒,普通,3.7,0.72,12,81,31,30,1.8,18,3,33.68,3.45,2017-01-17 23:00
南投,南投縣,56,懸浮微粒,普通,2.6,0.5,2,56,24,22,0.4,75,2,32.54,10.37,2017-01-17 23:00
屏東,屏東縣,62,懸浮微粒,普通,2.7,0.51,20,72,18,23,1.2,269,3,23.22,.53,2017-01-17 23:00
恆春,屏東縣,35,,良好,0.7,0.13,42,14,7,1.4,4.6,33,1,2.33,.9,2017-01-17 23:00
美濃,高雄市,58,懸浮微粒,普通,1.2,0.36,18,63,29,14,0.6,211,3,15.97,2.17,2017-01-17 23:00
苗栗,苗栗縣,51,懸浮微粒,普通,2.1,0.46,13,45,15,21,1,188,2,25.06,4.28,2017-01-17 23:00
埔里,南投縣,56,懸浮微粒,普通,3.5,0.51,15,66,39,19,1.5,136,4,20.95,1.49,2017-01-17 23:00
桃園,桃園市,24,,良好,8.3,0.92,3.7,25,11,38,0.5,87,1,42.5,4.67,2017-01-17 23:00
馬公,澎湖縣,40,,良好,1.7,0.17,33,40,11,2.7,3.8,106,2,4.32,1.65,2017-01-17 23:00
馬祖,連江縣,30,,良好,2.3,0.28,32,26,16,5.4,4.4,63,2,6,.56,2017-01-17 23:00
基隆,基隆市,29,,良好,1.1,0.26,35,9,5,6,0.8,254,1,7.44,1.42,2017-01-17 23:00
崙背,雲林縣,41,,良好,1.5,0.17,30,48,8,6.2,2.6,296,2,7.32,1.13,2017-01-17 23:00
淡水,新北市,23,,良好,1.4,0.34,28,15,4,7.7,,,1,8.65,.93,2017-01-17 23:00
麥寮,雲林縣,54,懸浮微粒,普通,0.4,0.14,36,57,20,4.7,3.6,162,2,5.77,1.04,2017-01-17 23:00
善化,臺南市,55,懸浮微粒,普通,3.8,0.27,19,46,13,13,2.3,331,2,14.48,1.45,2017-01-17 23:00
復興,高雄市,66,懸浮微粒,普通,3.5,0.7,13,71,32,30,1.3,145,3,33.27,3.59,2017-01-17 23:00
湖口,新竹縣,52,懸浮微粒,普通,4.1,0.81,3,62,24,30,1.1,156,2,58,28.22,2017-01-17 23:00
菜寮,新北市,17,,良好,1.5,0.83,8.1,13,5,36,0.5,118,1,41,5.25,2017-01-17 23:00
陽明,臺北市,34,,良好,0.7,0.16,40,5,2,1.1,,,1,1.55,.46,2017-01-17 23:00
新竹,新竹市,51,懸浮微粒,普通,3.2,0.98,0,55,24,35,0.8,190,2,55.48,20.53,2017-01-17 23:00
新店,新北市,12,,良好,1.4,0.54,14,9,5,25,1.6,195,1,27.72,2.41,2017-01-17 23:00
新莊,新北市,24,,良好,2.3,0.77,5.3,17,7,38,0.4,189,1,43.43,5.39,2017-01-17 23:00
新港,嘉義縣,54,懸浮微粒,普通,2.3,0.21,25,49,13,7.8,1.2,51,2,9.04,1.27,2017-01-17 23:00
新營,臺南市,58,懸浮微粒,普通,2.4,0.22,21,51,14,13,2.2,32,2,14.64,1.21,2017-01-17 23:00
楠梓,高雄市,76,懸浮微粒,普通,3.2,0.33,16,96,21,21,2.6,334,3,21.93,1.22,2017-01-17 23:00
萬里,新北市,0,,,1.1,0.27,35,50,14,13,1,65,,14.18,1.51,2017-01-17 18:00
萬華,臺北市,28,,良好,3.1,0.92,2.6,20,4,40,1,117,1,63.62,23.88,2017-01-17 23:00
嘉義,嘉義市,60,懸浮微粒,普通,3.6,0.42,11,50,28,21,1.4,355,3,24.06,3.03,2017-01-17 23:00
彰化,彰化縣,40,,良好,2.3,0.42,16,48,13,20,1.6,38,2,21.47,1.04,2017-01-17 23:00
臺西,雲林縣,32,,良好,2.3,0.14,38,31,17,6.1,6.1,44,2,7.32,1.18,2017-01-17 23:00
臺東,臺東縣,20,,良好,0.9,0.27,24,16,4,4.9,2.1,299,1,6.91,1.99,2017-01-17 23:00
臺南,臺南市,54,懸浮微粒,普通,2.4,0.31,28,44,10,13,2.4,52,2,14.67,1.32,2017-01-17 23:00
鳳山,高雄市,82,懸浮微粒,普通,4.7,0.52,11,104,29,28,1.6,259,3,30.47,2.3,2017-01-17 23:00
潮州,屏東縣,84,懸浮微粒,普通,2.2,0.36,25,112,40,16,1.4,43,6,18.31,1.99,2017-01-17 23:00
線西,彰化縣,41,,良好,1.7,0.15,41,36,11,3.3,3.4,106,2,4.3,.96,2017-01-17 23:00
橋頭,高雄市,66,懸浮微粒,普通,3.6,0.4,14,82,32,23,2.1,100,3,25.68,2.24,2017-01-17 23:00
頭份,苗栗縣,59,懸浮微粒,普通,10,0.52,2.6,70,28,32,1.2,202,2,41.83,10.04,2017-01-17 23:00
龍潭,桃園市,32,,良好,2.6,1,2,38,20,34,1.2,242,2,61.59,28.08,2017-01-17 23:00
豐原,臺中市,48,,良好,2.6,0.42,10,42,26,14,0.6,108,2,17.79,3.62,2017-01-17 23:00
關山,臺東縣,17,,良好,1.2,,11,15,3,6.3,0.5,324,1,7.64,1.38,2017-01-17 23:00
觀音,桃園市,42,,良好,2,0.15,37,24,13,5,1.4,54,2,5.78,.75,2017-01-17 23:00
