MeasureId,MeasureLocation,MeasureDate,County,Township,MeasureAddress,RadiatorTypeName,PowerDensityMax,ItemUnit,Legal
X10184,馬公市鎖港里巨國企業-基地台,2017-03-20,澎湖縣,馬公市,馬公市鎖港里1923號,手機基地臺,0.129,mW/cm<sup>2</sup>,True
M10150,南投市彰南路三段(貓羅溪橋下),2017-06-13,南投縣,南投市,南投市彰南路三段(貓羅溪橋下),落地型變壓器,3.61,mG,True
X10180,西嶼鄉竹灣活動中心後落地型變電器,2017-03-16,澎湖縣,西嶼鄉,竹灣活動中心後,落地型變壓器,25.4,mG,True
V00886,台東市宏東世貿大樓A棟東側基地台量測,2017-06-12,臺東縣,台東市,四維路三段11~17號,手機基地臺,0.00938,mW/cm<sup>2</sup>,True
X10178,西嶼鄉西臺古堡落地型變電器,2017-03-16,澎湖縣,西嶼鄉,西臺古堡,落地型變壓器,0.9,mG,True
E01117,LE106-05-006,2017-05-12,高雄市,三民區,高雄市三民區十全ㄧ路46號附近,落地型變壓器,69.171,mG,True
M10148,南投市光華路與光華七路口(中興分局斜對面),2017-06-06,南投縣,南投市,南投市光華路與光華七路口(中興分局斜對面),落地型變壓器,16.35,mG,True
M10155,草屯鎮碧山南路185號(草屯消防隊前),2017-06-20,南投縣,草屯鎮,草屯鎮碧山南路185號,站臺式變壓器,17.52,mG,True
M10154,草屯鎮碧山路與復興路口(復興派出所旁),2017-06-20,南投縣,草屯鎮,草屯鎮碧山路與復興路口,站臺式變壓器,99.7,mG,True
M10156,草屯鎮復興路455號前(草屯鎮復興里集會所對面),2017-06-13,南投縣,草屯鎮,草屯鎮復興路455號,站臺式變壓器,3.16,mG,True
M10151,南投市彰南路三段1195號(富有天賞社區),2017-06-13,南投縣,南投市,南投市彰南路三段1195號,站臺式變壓器,0.71,mG,True
X10190,馬公市鎖港中華電信-基地台,2017-03-20,澎湖縣,馬公市,馬公市五德里37-1號,手機基地臺,0.045,mW/cm<sup>2</sup>,True
X10189,白沙鄉中華電信-基地台,2017-03-21,澎湖縣,白沙鄉,白沙鄉赤崁村357-2號,手機基地臺,0.019,mW/cm<sup>2</sup>,True
X10182,馬公市風櫃里基地台,2017-03-20,澎湖縣,馬公市,馬公市風櫃里基地台,手機基地臺,0.084,mW/cm<sup>2</sup>,True
V00887,台東市宏東世貿大樓A棟西側基地台量測,2017-06-12,臺東縣,台東市,四維路三段11~17號,手機基地臺,0.02122,mW/cm<sup>2</sup>,True
U10470,美妙藝觀光花園左側落地型變壓器量測-2,2017-06-16,花蓮縣,吉安鄉,北昌村中央路三段451號前,落地型變壓器,16.2,mG,True
U10469,美妙藝觀光花園左側落地型變壓器量測-1,2017-06-16,花蓮縣,吉安鄉,北昌村中央路三段451號前,落地型變壓器,39.5,mG,True
U10468,池南路一段116號對面落地型變壓器量測,2017-06-16,花蓮縣,壽豐鄉,池南村池南路一段116號對面,落地型變壓器,1.2,mG,True
M10145,南投市向陽路與向上路口,2017-06-06,南投縣,南投市,南投市向陽路與向上路口,落地型變壓器,20.61,mG,True
B01004,臺中市北屯區中清路二段896號(麥當勞旁工地前),2017-06-25,臺中市,北屯區,臺中市北屯區中清路二段896號,落地型變壓器,2.228,mG,True
X10175,白沙鄉赤崁活動中心前落地型變電器,2017-03-15,澎湖縣,白沙鄉,赤崁社區活動中心前,落地型變壓器,75.7,mG,True
E01113,LE106-05-002,2017-05-01,高雄市,苓雅區,高雄市苓雅區福德三路96號附近,落地型變壓器,92.501,mG,True
E01112,LE106-05-001,2017-05-01,高雄市,苓雅區,高雄市苓雅區明德街1號附近,落地型變壓器,53.193,mG,True
Q10261,鹿草鄉下潭提防0+700K處,2017-06-27,嘉義縣,鹿草鄉,鹿草鄉下潭提防0+700K處,手機基地臺,0.00286,mW/cm<sup>2</sup>,True
Q10260,鹿草鄉163線27公里處,2017-06-16,嘉義縣,鹿草鄉,鹿草鄉163線27公里處,手機基地臺,0.00237,mW/cm<sup>2</sup>,True
X10186,西嶼山麗山莊入口-基地台,2017-03-21,澎湖縣,西嶼鄉,西嶼山麗山莊入口前,手機基地臺,0.017,mW/cm<sup>2</sup>,True
E01119,LE106-05-008,2017-05-17,高雄市,楠梓區,高雄市楠梓區常德路20號附近,落地型變壓器,5.168,mG,True
E01118,LE106-05-007,2017-05-15,高雄市,鼓山區,高雄市鼓山區迪化街64號附近,落地型變壓器,45.591,mG,True
X10185,西嶼燈塔入口處,2017-03-21,澎湖縣,西嶼鄉,西嶼燈塔入口處,手機基地臺,0.065,mW/cm<sup>2</sup>,True
X10183,馬公市山水里-基地台,2017-03-20,澎湖縣,馬公市,馬公市山水里300號旁,手機基地臺,0.037,mW/cm<sup>2</sup>,True
X10173,白沙鄉白沙農會落地型變電器,2017-03-15,澎湖縣,白沙鄉,白沙農會,落地型變壓器,7.3,mG,True
X10170,湖西鄉隘門空軍基地旁落地型變電器,2017-03-14,澎湖縣,湖西鄉,隘門空軍基地旁,落地型變壓器,40,mG,True
X10187,湖西鄉公所前中華電信基地台,2017-03-21,澎湖縣,湖西鄉,湖西鄉湖西村77-16號,手機基地臺,0.095,mW/cm<sup>2</sup>,True
X10181,西嶼鄉合界村7-11前落地型變電器,2017-03-16,澎湖縣,西嶼鄉,合界村7-11前,落地型變壓器,27.7,mG,True
X10179,西嶼鄉二崁村落地型變電器,2017-03-16,澎湖縣,西嶼鄉,二崁村,落地型變壓器,5.5,mG,True
M10149,南投市南崗三路242號(台亞石油冠旭加油站前),2017-06-13,南投縣,南投市,南投市南崗三路242號(台亞石油冠旭加油站前),落地型變壓器,8.96,mG,True
V00885,台東市宏東世貿大樓B棟西側基地台量測,2017-06-12,臺東縣,台東市,四維路三段11~17號,手機基地臺,0.03033,mW/cm<sup>2</sup>,True
U10473,正義街與復興街交叉口旁落地型變壓器量測,2017-06-20,花蓮縣,花蓮市,正義街1號旁,落地型變壓器,21.6,mG,True
U10472,復興街126號對面落地型變壓器量測,2017-06-20,花蓮縣,花蓮市,復興街126號對面,落地型變壓器,10.9,mG,True
U10471,復興街130號對面落地型變壓器量測,2017-06-20,花蓮縣,花蓮市,復興街130號對面,落地型變壓器,55.7,mG,True
V00884,台東市宏東世貿大樓B棟東側基地台量測,2017-06-12,臺東縣,台東市,四維路三段11~17號,手機基地臺,0.02069,mW/cm<sup>2</sup>,True
M10147,南投市光華路(財政部國庫署旁),2017-06-06,南投縣,南投市,南投市光華路(財政部國庫署旁),落地型變壓器,8.9,mG,True
M10146,南投市省府路與營北路口,2017-06-06,南投縣,南投市,南投市省府路與營北路口,落地型變壓器,4.21,mG,True
E01116,LE106-05-005,2017-05-12,高雄市,苓雅區,高雄市苓雅區明德街157號附近,落地型變壓器,62.738,mG,True
E01115,LE106-05-004,2017-05-08,高雄市,前鎮區,高雄市前鎮區班超路93號附近,落地型變壓器,130.5,mG,True
E01114,LE106-05-003,2017-05-03,高雄市,前鎮區,高雄市前鎮區鎮中路115號附近,落地型變壓器,32.441,mG,True
X10177,西嶼鄉外垵溫王宮前落地型變電器,2017-03-16,澎湖縣,西嶼鄉,外垵溫王宮前,落地型變壓器,16.3,mG,True
X10176,白沙鄉歧頭遊憩區落地型變電器,2017-03-15,澎湖縣,白沙鄉,歧頭遊憩區,落地型變壓器,9.7,mG,True
X10171,隘門社區落地型變電器,2017-03-14,澎湖縣,湖西鄉,隘門社區,落地型變壓器,10.7,mG,True
X10167,林投公園停車場落地型變電器,2017-03-14,澎湖縣,湖西鄉,林投公園停車場,落地型變壓器,2.1,mG,True
F01299,七張變電所,2017-05-02,新北市,新店區,寶橋路101號,變電所,11.57,mG,True
X10174,白沙鄉北海遊客中心旁落地型變電器,2017-03-15,澎湖縣,白沙鄉,北海遊客中心旁,落地型變壓器,7.9,mG,True
X10172,白沙鄉民眾服務社前落地型變電器,2017-03-15,澎湖縣,白沙鄉,白沙鄉民眾服務社前,落地型變壓器,22.5,mG,True
E01111,LE106-04-004,2017-04-25,高雄市,苓雅區,高雄市苓雅區福安路473號附近,落地型變壓器,97.115,mG,True
X10169,湖西鄉全聯福利中心旁落地型變電器,2017-03-14,澎湖縣,湖西鄉,湖西全聯福利中心旁,落地型變壓器,67.7,mG,True
X10168,湖西鄉衛生所旁落地型變電器,2017-03-14,澎湖縣,湖西鄉,湖西鄉衛生所旁,落地型變壓器,17.3,mG,True
D00985,善化區茄拔派出所前落地型變壓器量測(N1219、BD82),2017-05-23,臺南市,善化區,茄拔派出所,落地型變壓器,209.1,mG,True
M10143,南投縣南投市光明一路67號光復國小大門口前,2017-05-25,南投縣,南投市,南投縣南投市光明一路67號,落地型變壓器,22.8,mG,True
M10142,南投市光明路1號國家文官學院大門旁,2017-05-22,南投縣,南投市,南投市光明路1號,落地型變壓器,2.89,mG,True
E01110,LE106-04-003,2017-04-21,高雄市,楠梓區,高雄市楠梓區後昌路599號附近,落地型變壓器,108.87,mG,True
F01298,大豐變電所,2017-05-02,新北市,新店區,建國路246號,變電所,16.52,mG,True
M10144,草屯鎮富林路一段320號全家便利商店前,2017-05-25,南投縣,草屯鎮,草屯鎮富林路一段320號,落地型變壓器,13.81,mG,True
M10141,南投市光明路35號光明派出所對面,2017-05-22,南投縣,南投市,光明路35號,落地型變壓器,7.1,mG,True
D00980,北區臺南公園西南側落地型變壓器量測(P9789、FE2201),2017-05-12,臺南市,北區,臺南公園,落地型變壓器,4.469,mG,True
U10460,中原國小前落地型變壓器量測,2017-05-11,花蓮縣,花蓮市,中原路531號,落地型變壓器,11.7,mG,True
U10459,和平路91號前落地型變壓器量測,2017-05-11,花蓮縣,花蓮市,和平路91號,落地型變壓器,25.3,mG,True
D00977,中西區孔廟文化園區南側落地型變壓器量測(P9687、HA32),2017-04-24,臺南市,中西區,孔廟文化園區,落地型變壓器,3.114,mG,True
D00972,安南區木工職業工會對面停車場落地型變壓器量測,2017-04-07,臺南市,安南區,安南區木工職業工會對面停車場,落地型變壓器,21.88,mG,True
D00979,北區兒童科學館西側對面落地型變壓器量測(P9790、GB24),2017-05-12,臺南市,北區,兒童科學館,落地型變壓器,6.115,mG,True
B00996,臺中市南區國光路261號(國光小學),2017-05-12,臺中市,南區,臺中市南區國光路261號,落地型變壓器,4.069,mG,True
B00995,臺中市西屯區重慶路1號(何厝國小),2017-05-12,臺中市,西屯區,臺中市西屯區重慶路1號,落地型變壓器,0.587,mG,True
V00883,台東市森林公園活水湖旁落地型變壓器量測,2017-04-19,臺東縣,台東市,森林公園活水湖,落地型變壓器,2.87,mG,True
U10458,永興路7號對面落地型變壓器量測,2017-04-27,花蓮縣,花蓮市,永興路7號對面,落地型變壓器,8.4,mG,True
U10457,府前路206號對面落地型變壓器量測,2017-04-27,花蓮縣,花蓮市,府前路206號對面,落地型變壓器,3.8,mG,True
U10456,玉里監理站前落地型變壓器量測,2017-04-26,花蓮縣,玉里鎮,中華路427號前,落地型變壓器,8.7,mG,True
U10455,台11丙15.9K處落地型變壓器量測,2017-04-26,花蓮縣,壽豐鄉,溪口村台11丙15.9K處,落地型變壓器,0.5,mG,True
U10454,台11丙15.8K處落地型變壓器量測,2017-04-26,花蓮縣,壽豐鄉,溪口村台11丙15.8K處,落地型變壓器,0.2,mG,True
D00978,中西區華南銀行台南分行西北側落地型變壓器量測(P9688、FB34),2017-04-24,臺南市,中西區,華南銀行台南分行,落地型變壓器,6.5,mG,True
D00976,中西區南門公園東南側落地型變壓器量測(P9686、HB65),2017-04-24,臺南市,中西區,南門公園,落地型變壓器,5.421,mG,True
D00975,佳里區佳里郵局門口旁落地型變壓器量測(M9325、GD2301),2017-04-20,臺南市,佳里區,佳里郵局,落地型變壓器,4.332,mG,True
D00974,佳里區-地政事務所對面落地型變壓器量測(M9325、FE5301),2017-04-20,臺南市,佳里區,地政事務所,落地型變壓器,54.48,mG,True
D00971,安平區公所東北側落地型變壓器量測(P9288、EC00),2017-03-30,臺南市,安平區,臺南市安平區育平路316號,落地型變壓器,20.61,mG,True
D00970,安平區府平公園東南側落地型變壓器量測(P9286、HC45),2017-03-30,臺南市,安平區,安平區府平公園,落地型變壓器,5.26,mG,True
D00969,安平區明和公園南側落地型變壓器量測(P9483、DC2901),2017-03-30,臺南市,安平區,安平區明和公園,落地型變壓器,4.682,mG,True
D00981,北區消防局第六大隊和緯分隊北側落地型變壓器量測(P9591、FD87),2017-05-12,臺南市,北區,消防局第六大隊和緯分隊,落地型變壓器,120.3,mG,True
V00878,基地台電磁波量測,2017-01-17,臺東縣,大武鄉,大鳥村大鳥路246號2樓樓頂,手機基地臺,0.00539,mW/cm<sup>2</sup>,True
D00973,佳里區-北門區社會福利中心落地型變壓器量測(M9325、FE67),2017-04-20,臺南市,佳里區,北門區社會福利中心,落地型變壓器,12.82,mG,True
V00882,台東區農業改良場豐里試驗地前變電箱量測,2017-03-30,臺東縣,台東市,成都南路427巷21號,落地型變壓器,5.83,mG,True
V00881,國有財產署北區分署台東辦事處對面落地型變壓器量測,2017-03-30,臺東縣,台東市,大同路59號對面,落地型變壓器,11.03,mG,True
D00982,北區孝德公園西側落地型變壓器量測(P9693、FA25),2017-05-12,臺南市,北區,孝德公園,落地型變壓器,103.2,mG,True
V00879,基地台電磁波量測,2017-01-17,臺東縣,大武鄉,大鳥村大鳥路264號,手機基地臺,0.00743,mW/cm<sup>2</sup>,True
D00984,善化區中華電信(興農路207號)東北側落地型變壓器量測(N0618、DC07),2017-05-23,臺南市,善化區,善化區中華電信(興農路207號),落地型變壓器,92.47,mG,True
U10466,建國路一段113號前落地型變壓器量測,2017-05-23,花蓮縣,吉安鄉,建國路一段113號,落地型變壓器,5.6,mG,True
U10465,建國路一段98-1號前落地型變壓器量測,2017-05-23,花蓮縣,吉安鄉,建國路一段98-1號,落地型變壓器,36.2,mG,True
U10464,建國路一段48號前落地型變壓器量測,2017-05-23,花蓮縣,吉安鄉,建國路一段48號,落地型變壓器,3.8,mG,True
D00983,善化區臺南市政府警察局善化分局西北側落地型變壓器量測(N0518、CA16),2017-05-23,臺南市,善化區,臺南市政府警察局善化分局,落地型變壓器,101.1,mG,True
U10467,建國路一段109號前落地型變壓器量測,2017-05-23,花蓮縣,吉安鄉,建國路一段109號,落地型變壓器,12.9,mG,True
U10463,中美路139號對面落地型變壓器量測,2017-05-22,花蓮縣,花蓮市,中美路139號對面,落地型變壓器,10.8,mG,True
U10462,中美路117號對面落地型變壓器量測,2017-05-22,花蓮縣,花蓮市,中美路117號對面,落地型變壓器,9.4,mG,True
U10461,東興路中油大樓前落地型變壓器量測,2017-05-22,花蓮縣,花蓮市,東興路285號前,落地型變壓器,7.8,mG,True
B00990,臺中市南屯區黎明路一段968號(南屯國小),2017-03-28,臺中市,南屯區,臺中市南屯區黎明路一段968號,落地型變壓器,2.779,mG,True
B00983,台中市中區三民路二段148號(光復國小),2017-02-08,臺中市,中區,台中市中區三民路二段148號,落地型變壓器,16.65,mG,True
B00991,臺中市北區三民路三段313號住宅頂樓,2017-03-24,臺中市,北區,臺中市北區三民路三段313號,手機基地臺,4.5E-05,mW/cm<sup>2</sup>,True
B00986,臺中市東區大公街100號(臺中國小附設自立幼稚園),2017-03-24,臺中市,東區,臺中市東區大公街100號,落地型變壓器,1.323,mG,True
U10446,民族路21號前落地型變壓器量測,2017-02-26,花蓮縣,花蓮市,民族路21號,落地型變壓器,10.4,mG,True
U10453,建國路二段與明仁一街51巷口落地型變壓器量測,2017-03-20,花蓮縣,吉安鄉,建國路二段與明仁一街51巷口,落地型變壓器,1.8,mG,True
U10452,建國路一段93號前落地型變壓器量測,2017-03-20,花蓮縣,吉安鄉,建國路一段93號,落地型變壓器,30.3,mG,True
U10448,民族路36號前落地型變壓器量測,2017-02-26,花蓮縣,花蓮市,民族路36號,落地型變壓器,39.2,mG,True
U10445,中興路83號前落地型變壓器量測,2017-02-26,花蓮縣,花蓮市,中興路83號,落地型變壓器,15.9,mG,True
B00989,臺中市南屯區永春東路885號(萬和國中),2017-03-24,臺中市,南屯區,臺中市南屯區永春東路885號,落地型變壓器,0.65,mG,True
U10447,中興路55號旁落地型變壓器量測,2017-02-26,花蓮縣,花蓮市,中興路55號,落地型變壓器,5.5,mG,True
U10444,忠義一街與吉林路口落地型變壓器量測,2017-02-26,花蓮縣,花蓮市,吉林路11之2號,落地型變壓器,22.2,mG,True
F01281,秀朗變電所,2016-12-30,新北市,永和區,永元里1鄰秀朗路二段40號,變電所,13.05,mG,True
F01276,中和變電所,2016-12-30,新北市,中和區,南工路1號,變電所,31.58,mG,True
F01275,淡水變電所,2016-12-29,新北市,淡水區,英專路122巷8 號,變電所,17.88,mG,True
F01272,隆恩變電所,2016-12-28,新北市,三峽區,隆恩街241號,變電所,6.641,mG,True
F01271,介壽變電所,2016-12-28,新北市,三峽區,介壽路一段422號,變電所,15.41,mG,True
U10443,永興路76號前落地型變壓器量測,2017-01-18,花蓮縣,花蓮市,永興路76號,落地型變壓器,14.1,mG,True
U10442,民權路169之3號前落地型變壓器量測,2017-01-18,花蓮縣,花蓮市,民權路169之3號,落地型變壓器,22.2,mG,True
U10441,民權路189之2號前落地型變壓器量測,2017-01-18,花蓮縣,花蓮市,民權路189之2號,落地型變壓器,36.8,mG,True
F01285,板橋變電所,2016-12-30,新北市,土城區,峰廷里1鄰延吉街111巷15號,變電所,18.15,mG,True
F01284,社后變電所,2016-12-30,新北市,板橋區,幸福里16鄰新海路135巷2號,變電所,5.121,mG,True
F01283,七張變電所,2016-12-30,新北市,新店區,寶橋路101號,變電所,2.811,mG,True
F01280,信南變電所,2016-12-30,新北市,中和區,景福里和平街33號,變電所,10.22,mG,True
F01274,興仁變電所,2016-12-29,新北市,淡水區,興仁路160號,變電所,12.44,mG,True
U10440,民權路195號前落地型變壓器量測,2017-01-18,花蓮縣,花蓮市,民權路195號,落地型變壓器,6.2,mG,True
F01282,大豐變電所,2016-12-30,新北市,新店區,建國路246號,變電所,6.7801,mG,True
F01270,三鶯變電所,2016-12-28,新北市,三峽區,中正路一段6 4 號,變電所,2.941,mG,True
F01269,樹林變電所,2016-12-02,新北市,樹林區,備前街130號,變電所,16.67,mG,True
F01268,鶯北變電所,2016-12-02,新北市,樹林區,民和巷13號,變電所,12.84,mG,True
U10439,美崙派出所前落地型變壓器量測,2017-01-18,花蓮縣,花蓮市,民權路209號,落地型變壓器,4.9,mG,True
B00988,臺中市東區仁和路330號(東峰中學),2017-03-24,臺中市,東區,臺中市東區仁和路330號,落地型變壓器,0.286,mG,True
A00912,臺北市仁愛國小電磁場量測,2014-06-23,臺北市,大安區,安和路一段60號,學校極低頻設施,7.6,mG,True
E00867,LE103-06-003 (二苓國民小學),2014-06-06,高雄市,小港區,高雄市小港區立群路6號,學校極低頻設施,5.091,mG,True
G00664,宜蘭市公園路變電箱量測,2014-06-13,宜蘭縣,宜蘭市,公園路369號旁,落地型變壓器,2.412,mG,True
G00663,宜蘭市建蘭北路變電箱量測,2014-06-13,宜蘭縣,宜蘭市,建蘭北路與縣政十街交叉口,落地型變壓器,1.283,mG,True
G00655,冬山鄉永興路一段變電箱量測,2014-06-13,宜蘭縣,冬山鄉,永興路一段22號前,落地型變壓器,9.203,mG,True
Q10123,新港鄉古民國小,2014-06-16,嘉義縣,新港鄉,古民村161號,學校極低頻設施,39.15,mG,True
H00858,桃園縣中壢市忠孝路331號旁落地型變壓器量測,2014-06-17,桃園市,中壢區,忠孝路331號,落地型變壓器,15.2,mG,True
H00857,桃園縣中壢市(復興宮)旁文化二路與元生三街交叉路口落地型變壓器量測,2014-06-17,桃園市,中壢區,中壢市(復興宮)旁文化二路與元生三街交叉路口,落地型變壓器,1.4,mG,True
A00910,內湖區民權東路六段30號旁-落地型變壓器檢測,2014-06-16,臺北市,內湖區,民權東路六段30號,落地型變壓器,1.6,mG,True
H00853,桃園市國豐六街227巷26號旁落地型變壓器量測,2014-06-11,桃園市,桃園區,國豐六街227巷26號旁,落地型變壓器,24.4,mG,True
