"lineid","car","time","location","longitude","latitude"
"234046","148-BY","2017/06/03 18:39:12","新北市永和區永元路138號","121.522763333333","25.0030516666667"
"234013","149-BY","2017/06/03 18:39:07","新北市永和區保福路二段109巷26號","121.509593333333","25.013195"
"234007","207-UY","2017/06/03 18:38:59","新北市永和區環河西路二段219號","121.501131666667","25.010365"
"234038","336-UY","2017/06/03 18:39:02","新北市永和區福和路1號","121.526591666667","25.01005"
"234086","338-UY","2017/06/03 18:39:11","新北市永和區永貞路47-1號","121.51966","25.004605"
"234054","553-UM","2017/06/03 18:39:02","新北市永和區福和路1號","121.525991666667","25.009675"
"234017","745-BX","2017/06/03 18:39:02","新北市永和區環河東路二段92號","121.524515","25.0105683333333"
"234061","AAD-866","2017/06/03 18:39:09","新北市永和區福和路1號","121.52609","25.009625"
"234042","862-TW","2017/06/03 18:39:13","新北市永和區中和路625號","121.512923333333","25.0050233333333"
"234026","9371-KE","2017/06/03 18:39:06","新北市永和區永貞路415號","121.507251666667","25.0093816666667"
"234011","9373-KE","2017/06/03 18:39:09","新北市永和區永和路二段233-1號","121.515305","25.0142366666667"
"249001","173-UM","2017/06/03 18:39:14","新北市八里區龍米路一段102號","121.453266666667","25.12475"
"249004","303-UY","2017/06/03 18:39:01","新北市八里區中山路一段39-1號","121.419645","25.1597216666667"
"249002","305-UY","2017/06/03 18:38:59","新北市八里區龍形一街33巷6-2號","121.449295","25.1294533333333"
"249005","759-BX","2017/06/03 18:39:07","新北市八里區中山路三段109號","121.390153333333","25.14217"
"248014","025-BX","2017/06/03 18:39:13","新北市五股區明德路7巷16號","121.434698333333","25.070855"
"248008","095-VK","2017/06/03 18:39:05","新北市五股區中興路一段152號","121.464545","25.0738616666667"
"248020","225-UY","2017/06/03 18:38:19","新北市五股區孝義路69-3號","121.447286666667","25.1175266666667"
"248012","247-BX","2017/06/02 21:10:24","新北市五股區中興路二段163號","121.457158333333","25.0775516666667"
"248016","261-SL","2017/06/03 18:39:10","新北市五股區凌雲路一段83巷15號","121.44918","25.1009783333333"
"248010","272-BY","2017/06/03 18:39:12","新北市五股區水碓路16巷17號","121.434031666667","25.0730383333333"
"248004","677-BX","2017/06/03 18:38:53","新北市五股區工商路150號","121.433133333333","25.08741"
"248002","678-BX","2017/06/03 18:39:01","新北市五股區西雲路174號","121.447006666667","25.094895"
"234023","9380-KE","2017/06/03 18:38:58","新北市永和區福和路76巷5弄16號","121.522251666667","25.00838"
