"lineid","car","time","location","longitude","latitude"
"234026","9371-KE","2017/06/03 17:39:06","新北市永和區中正路659號","121.514731666667","25.0101433333333"
"249005","172-UM","2017/06/03 17:39:11","新北市八里區荖阡坑路28-5號","121.402753333333","25.130055"
"249001","173-UM","2017/06/03 17:39:11","新北市八里區龍米路二段192號","121.433855","25.15837"
"249004","303-UY","2017/06/03 17:39:01","新北市八里區民治街173號","121.413398333333","25.156645"
"249002","305-UY","2017/06/03 17:38:59","新北市八里區石壁腳9-5號","121.44495","25.1345316666667"
"249003","593-UM","2017/06/03 17:39:06","新北市八里區中山路二段261號","121.40247","25.1489166666667"
"232011","375-UM","2017/06/03 17:39:09","新北市坪林區鶯子瀨9-13號","121.710578333333","24.916025"
"244007","080-UY","2017/06/03 17:39:11","新北市林口區中華路283號","121.383586666667","25.0910316666667"
"244019","403-UM","2017/06/03 17:39:13","新北市林口區公園路122號","121.37085","25.0712766666667"
"244013","742-UY","2017/06/03 17:38:57","新北市林口區中山路319號","121.383618333333","25.080495"
"244009","410-SL","2017/06/03 17:39:01","新北市林口區中北三街287號","121.382451666667","25.08301"
"244023","483-VK","2017/06/03 17:39:11","新北市林口區東明一街1巷8號","121.393006666667","25.0726833333333"
"244017","485-VK","2017/06/03 17:39:05","新北市林口區文化一路一段190巷5弄1號","121.378585","25.0753116666667"
"244011","701-TV","2017/06/03 17:38:55","新北市林口區佳林路160號","121.38397","25.076775"
"244025","837-TS","2017/06/03 17:38:59","新北市林口區文化三路一段394巷2號","121.366078333333","25.07306"
"244021","838-TS","2017/06/03 17:39:09","新北市林口區東林街14號","121.396303333333","25.079105"
"241017","063-VK","2017/06/03 17:39:04","新北市三重區大同北路36號","121.494881666667","25.0624783333333"
"241024","065-VK","2017/06/03 17:39:02","新北市三重區國道路一段58巷20號","121.481281666667","25.0720216666667"
"241005","262-UM","2017/06/03 17:39:12","新北市三重區永安北路二段45號","121.482553333333","25.08265"
"241019","265-UM","2017/06/03 17:38:57","新北市三重區六張街255巷12號","121.487145","25.068575"
"241016","266-UM","2017/06/03 17:39:11","新北市三重區正義北路62號","121.497316666667","25.064085"
"241007","398-BY","2017/06/03 17:39:13","新北市三重區三和路四段145巷219號","121.488881666667","25.0795633333333"
"241030","480-VK","2017/06/03 17:39:03","新北市新莊區中正路31巷26號","121.463938333333","25.0396033333333"
"241014","543-UM","2017/06/03 17:39:08","新北市三重區長壽街186號","121.503588333333","25.0689533333333"
"241023","545-UM","2017/06/03 17:38:55","新北市三重區三民街167號","121.483461666667","25.0648516666667"
"241012","941-UM","2017/06/03 17:39:10","新北市三重區仁興街43號","121.499106666667","25.07588"
"241033","AAC-255","2017/06/03 17:39:10","新北市三重區光復路一段7號","121.472095","25.0471316666667"
"235064","005-UY","2017/06/03 17:38:57","新北市中和區員山路36巷16-3號","121.484873333333","24.9913066666667"
"235031","255-BX","2017/06/03 16:31:09","新北市中和區和城路一段271巷1號","121.485496666667","24.9918683333333"
"235062","800-TS","2017/06/03 17:32:55","新北市中和區員山路36巷16-3號","121.485053333333","24.9914066666667"
"247020","893-R6","2017/06/03 17:39:05","新北市蘆洲區民族路331號","121.473815","25.0917383333333"
"247010","546-UM","2017/06/03 17:39:10","新北市蘆洲區中山一路43號","121.478766666667","25.0808166666667"
"247018","500-BY","2017/06/03 17:39:00","新北市蘆洲區民權路63號","121.473715","25.0881583333333"
"247006","341-TH","2017/06/03 17:38:58","新北市蘆洲區長安街28號","121.463946666667","25.079345"
"247007","339-TH","2017/06/03 17:39:16","新北市蘆洲區成功路1號","121.473888333333","25.0777933333333"
"247024","337-TH","2017/06/03 17:38:58","新北市蘆洲區長樂路159號","121.461961666667","25.08819"
"247002","336-TH","2017/06/03 17:39:13","新北市蘆洲區永平街32巷11弄21號","121.458103333333","25.09158"
"247014","057-VK","2017/06/03 17:39:06","新北市蘆洲區中正路32號","121.471245","25.0822583333333"
"247004","056-VK","2017/06/03 17:38:55","新北市蘆洲區長安街172巷12號","121.45968","25.0835633333333"
"247012","007-UY","2017/06/03 17:38:58","新北市蘆洲區民權路33號","121.475851666667","25.0863283333333"
"247022","002-UY","2017/06/03 17:39:06","新北市蘆洲區民族路447號","121.467538333333","25.0887916666667"
"247016","001-UY","2017/06/03 17:38:43","新北市蘆洲區中正路185巷23弄21號","121.467598333333","25.0841016666667"
"223003","205-TH","2017/06/03 09:49:17","新北市石碇區小粗坑(潭邊里)9-2號","121.678605","24.9858083333333"
"228001","212-TW","2017/06/03 17:39:12","新北市貢寮區仁理村仁愛路95-1號","121.927683333333","25.0554566666667"
"228002","585-TW","2017/06/03 17:39:04","新北市貢寮區福隆里外隆林街16-4號","121.957781666667","25.0051683333333"
"228003","828-UM","2017/06/03 17:37:53","新北市貢寮區仁理村仁和路216號","121.923646666667","25.0532883333333"
"224010","AGQ-8101","2017/06/03 17:36:11","新北市瑞芳區逢甲路143號","121.807168333333","25.1098316666667"
"224006","676-BX","2017/06/03 17:39:11","新北市瑞芳區中山路367號","121.796275","25.1101466666667"
"224002","639-TC","2017/06/03 17:36:57","新北市瑞芳區民權街3-1號","121.809386666667","25.1082883333333"
"224009","285-BY","2017/06/03 17:39:16","新北市瑞芳區山尖路172-1號","121.848043333333","25.111915"
"224008","275-VK","2017/06/03 17:39:12","新北市瑞芳區瑞柑新村60號","121.827535","25.1069066666667"
"224005","271-BY","2017/06/03 17:38:56","新北市瑞芳區海濱路8-6號","121.83163","25.126085"
"253005","6251-TK","2017/06/03 17:39:12","新北市石門區中山路64-1號","121.567638333333","25.2904"
"208001","742-BX","2017/06/03 17:39:06","新北市金山區磺清路135號","121.639543333333","25.227605"
"251009","008-UM","2017/06/03 17:24:53","新北市淡水區重建街1巷7號","121.439681666667","25.173655"
"251004","009-UM","2017/06/03 17:32:00","新北市淡水區民權一街9號","121.458981666667","25.1368433333333"
"251002","012-UM","2017/06/03 17:39:11","新北市淡水區文化路57號","121.438593333333","25.1728"
"251007","179-VK","2017/06/03 17:39:07","新北市淡水區民生路83號","121.463575","25.1383633333333"
"251014","180-VK","2017/06/03 17:38:59","新北市淡水區水碓38號","121.477695","25.224075"
"251008","181-VK","2017/06/03 17:39:05","新北市淡水區大同路107巷11號","121.462978333333","25.1409266666667"
"251010","413-VK","2017/06/03 17:38:57","新北市淡水區淡海路280巷16號","121.419808333333","25.1896866666667"
"251012","441-VK","2017/06/03 17:39:03","新北市淡水區北新路213號","121.451455","25.179935"
"251016","442-VK","2017/06/03 17:39:12","新北市淡水區埤島39-15號","121.452861666667","25.195365"
"251005","443-VK","2017/06/03 17:39:03","新北市淡水區鄧公路33巷14號","121.451851666667","25.1709283333333"
"251001","559-UM","2017/06/03 17:38:56","新北市淡水區中正東路61號","121.44685","25.1677683333333"
"251006","561-UM","2017/06/03 17:39:15","新北市淡水區大信街13號","121.441886666667","25.1767283333333"
"251011","650-BX","2017/06/03 17:39:15","新北市淡水區坪頂路762號","121.484453333333","25.157375"
"251003","673-BX","2017/06/03 17:39:00","新北市淡水區中山北路一段98號","121.442535","25.17649"
"207003","550-UM","2017/06/03 17:39:09","新北市萬里區龜吼里漁澳路10號","121.686265","25.194715"
"207004","225-TW","2017/06/03 17:39:08","新北市萬里區中幅里中福路19號","121.68344","25.1645"
"252005","073-UM","2017/06/03 15:56:51","新北市三芝區埔坪里埔頭坑41號","121.504545","25.2644483333333"
"252002","178-VK","2017/06/03 17:39:10","新北市三芝區忠孝街1-14號","121.50556","25.253955"
"252001","292-VK","2017/06/03 17:39:13","新北市三芝區淡金路一段32號","121.500263333333","25.2592266666667"
"252007","AAC-283","2017/06/03 00:12:36","新北市三芝區埔坪里埔頭坑41號","121.504446666667","25.2645116666667"
"237013","252-BX","2017/06/03 17:38:55","新北市三峽區復興路176-9號","121.37016","24.9385616666667"
"237008","302-VK","2017/06/03 17:39:05","新北市三峽區中山路459巷104號","121.352746666667","24.9354816666667"
"237011","572-TV","2017/06/03 17:39:11","新北市三峽區文化路312號","121.364451666667","24.9355066666667"
"237016","649-BX","2017/06/03 17:38:57","新北市三峽區仁愛街14號","121.368343333333","24.9326583333333"
"237010","706-TV","2017/06/03 17:35:44","新北市三峽區中山路236號","121.362525","24.9373533333333"
"236043","107-UM","2017/06/03 17:39:11","新北市土城區城林路6巷80號","121.438491666667","24.9796266666667"
"236015","270-VK","2017/06/03 17:38:55","新北市土城區城林路6巷80號","121.43849","24.9796333333333"
"236038","271-VK","2017/06/03 17:38:57","新北市土城區城林路6巷80號","121.4385","24.9797133333333"
"242021","AAC-296","2017/06/03 17:39:13","新北市新莊區中華路一段65號","121.452098333333","25.0395933333333"
"242029","986-R7","2017/06/03 17:39:06","新北市新莊區復興路二段1號","121.453418333333","25.0439283333333"
"242048","751-BX","2017/06/03 17:39:09","新北市新莊區萬安街135號","121.420565","25.02214"
"242061","705-TV","2017/06/03 17:38:59","新北市新莊區瓊林南路171-5號","121.43384","25.0109733333333"
"242025","615-BX","2017/06/03 17:38:54","新北市新莊區復興路二段198號","121.459391666667","25.044515"
"242023","613-BX","2017/06/03 17:39:02","新北市新莊區民樂街37號","121.457743333333","25.0411633333333"
"242027","612-BX","2017/06/03 17:39:11","新北市新莊區福壽街92號","121.458206666667","25.0500533333333"
"242036","566-BX","2017/06/03 17:39:08","新北市新莊區後港一路119號","121.428868333333","25.0272933333333"
"242042","497-BY","2017/06/03 17:39:00","新北市泰山區台麗街32號","121.428283333333","25.0358"
"242004","442-UM","2017/06/03 17:39:10","新北市新莊區自立街198號","121.456653333333","25.0453983333333"
"242046","441-UM","2017/06/03 17:39:16","新北市新莊區福營路53號","121.435515","25.032415"
"242031","415-TV","2017/06/03 17:39:01","新北市新莊區新泰路345號","121.444756666667","25.0420133333333"
"242002","413-TV","2017/06/03 17:39:08","新北市新莊區新莊路433號","121.450295","25.0336033333333"
