SiteName,County,PSI,MajorPollutant,Status,SO2,CO,O3,PM10,PM2.5,NO2,WindSpeed,WindDirec,FPMI,NOx,NO,PublishTime
二林,彰化縣,16,,良好,2.5,0.12,9.7,24,4,5.4,1.6,173,1,6.52,1.17,2017-06-18 04:00
三重,新北市,16,,良好,1.2,0.4,,16,1,19,,,1,30.31,10.97,2017-06-18 04:00
三義,苗栗縣,18,,良好,0.9,0.06,22,9,2,1.4,2.5,201,1,1.12,-.27,2017-06-18 04:00
土城,新北市,32,,良好,1.5,0.2,39,8,3,6.8,0.9,348,1,7.46,.65,2017-06-18 04:00
士林,臺北市,43,,良好,1.7,0.1,51,2,9,2,2.9,128,1,2.82,.87,2017-06-18 04:00
大同,臺北市,27,,良好,1.6,0.28,,29,1,6.7,,,1,8.37,1.64,2017-06-18 04:00
大里,臺中市,19,,良好,1.1,0.13,9,10,1,6.6,1,256,1,7.86,1.26,2017-06-18 04:00
大園,桃園市,33,,良好,2.6,0.17,39,19,5,7.8,0.7,94,1,9.05,1.26,2017-06-18 04:00
大寮,高雄市,20,,良好,0.7,0.1,10,17,4,4.6,1.4,62,1,5.18,.6,2017-06-18 04:00
小港,高雄市,29,,良好,19,0.52,4.6,67,57,18,2.1,111,,23.05,5.39,2017-06-18 04:00
中山,臺北市,38,,良好,1.5,0.2,46,20,4,7.7,2.3,115,1,8.21,.53,2017-06-18 04:00
中壢,桃園市,23,,良好,1.7,0.42,28,11,5,14,1.1,213,1,20.08,6.58,2017-06-18 04:00
仁武,高雄市,23,,良好,1.1,0.15,17,19,1,3.9,1.7,130,1,4.76,.84,2017-06-18 04:00
斗六,雲林縣,10,,良好,0.8,0.15,5.3,9,6,8.3,0.5,119,1,10.23,1.94,2017-06-18 04:00
冬山,宜蘭縣,23,,良好,2.2,0.14,27,17,1,8.2,1,338,1,10.02,1.85,2017-06-18 04:00
古亭,臺北市,38,,良好,1.9,0.18,46,10,2,6.6,1.9,77,1,7.81,1.26,2017-06-18 04:00
左營,高雄市,29,,良好,6.5,0.23,6.4,19,3,10,1.5,145,1,10.88,.47,2017-06-18 04:00
平鎮,桃園市,32,,良好,1.8,0.18,38,13,3,7.9,2,112,1,9.1,1.18,2017-06-18 04:00
永和,新北市,38,,良好,1.2,0.21,46,6,1,5.3,2.4,95,1,6.51,1.22,2017-06-18 04:00
安南,臺南市,21,,良好,1.4,0.12,14,22,8,3.5,3.7,144,1,4.67,1.13,2017-06-18 04:00
朴子,嘉義縣,23,,良好,2.2,0.1,9.3,32,11,13,2.6,201,1,14,1.05,2017-06-18 04:00
汐止,新北市,23,,良好,4,0.23,28,7,1,12,1,72,1,12.87,1.09,2017-06-18 04:00
竹山,南投縣,16,,良好,1,0.1,7.3,21,3,,0.6,347,1,,,2017-06-18 04:00
竹東,新竹縣,13,,良好,0.6,0.2,17,16,7,4.7,0.9,96,1,5.36,.68,2017-06-18 04:00
西屯,臺中市,25,,良好,1.2,0.16,9.4,24,5,7.3,1.2,203,1,8.54,1.26,2017-06-18 04:00
沙鹿,臺中市,13,,良好,1.4,0.08,16,12,1,4.6,2.9,168,1,5.53,.9,2017-06-18 04:00
宜蘭,宜蘭縣,30,,良好,1.4,0.17,36,6,1,2.7,0.5,66,1,2.89,.17,2017-06-18 04:00
忠明,臺中市,8,,良好,1,0.2,7.8,13,7,8.2,1.3,248,1,10.03,1.83,2017-06-18 04:00
松山,臺北市,32,,良好,2.5,0.19,39,2,5,6.6,1.5,67,1,7.8,1.18,2017-06-18 04:00
板橋,新北市,32,,良好,1,0.25,39,8,2,8.6,1.1,17,1,10.42,1.83,2017-06-18 04:00
林口,新北市,43,,良好,0.8,0.12,51,4,,3.1,2.9,116,1,4.39,1.26,2017-06-18 04:00
林園,高雄市,16,,良好,1.6,0.07,11,22,8,2.1,1.1,41,1,3.18,1.12,2017-06-18 04:00
花蓮,花蓮縣,31,,良好,1.2,0.12,37,12,6,2.3,1.7,245,1,3.58,1.27,2017-06-18 04:00
金門,金門縣,41,,良好,3.1,0.16,49,12,7,4,3.3,57,1,4.91,.97,2017-06-18 04:00
前金,高雄市,23,,良好,3.2,0.24,6.2,23,1,12,1.1,252,1,13.49,1.89,2017-06-18 04:00
前鎮,高雄市,20,,良好,2.7,0.18,9.4,17,2,8.7,0.9,165,1,8.92,.19,2017-06-18 04:00
南投,南投縣,17,,良好,1.6,0.14,7.1,22,1,5.8,1,196,1,7.21,1.42,2017-06-18 04:00
屏東,屏東縣,15,,良好,1.2,0.23,6.6,11,1,7.9,1.3,41,1,9.53,1.67,2017-06-18 04:00
