00,30.7,778.6,707.2,821.2
00:10,30.0,766.7,676.5,823.3
00:20,28.7,760.7,679.7,804.9
00:30,29.9,766.3,678.2,817.4
00:40,29.4,749.9,680.9,795.6
00:50,28.5,740.6,682.4,769.4
01,28.4,739.8,682.8,773.6
01:10,28.3,738.7,681.5,756.4
01:20,28.1,736.1,680.7,761.9
01:30,27.8,733.1,679.5,750.8
01:40,27.6,728.7,676.3,744.2
01:50,27.6,728.3,667.9,741.1
02,27.2,720.4,674.4,735.2
02:10,27.1,714.6,669.3,735.2
02:20,26.7,706.2,665.0,730.1
02:30,27.0,715.0,665.1,729.5
02:40,27.1,718.8,671.7,721.4
02:50,26.8,715.9,659.1,715.0
03,26.8,703.8,647.1,714.8
03:10,26.9,712.7,645.4,713.4
03:20,26.5,705.2,660.1,717.3
03:30,26.3,702.0,655.5,712.6
03:40,26.5,708.8,649.4,708.3
03:50,26.2,703.5,636.0,703.3
04,25.9,694.4,653.6,702.6
04:10,26.0,701.4,641.2,704.9
04:20,26.4,697.9,648.8,710.2
04:30,25.9,703.3,655.0,705.2
04:40,26.3,703.7,650.3,705.5
04:50,26.1,703.6,652.6,703.9
05,26.7,708.7,642.7,710.4
05:10,27.0,710.5,650.8,710.0
05:20,27.3,718.7,650.0,712.4
05:30,27.6,712.7,656.7,711.9
05:40,28.0,727.7,653.3,729.5
05:50,27.4,715.2,666.7,728.4
06,28.3,723.5,655.9,746.2
06:10,28.4,724.3,662.2,750.3
06:20,27.6,714.7,674.0,740.8
06:30,28.1,729.5,684.4,749.8
06:40,28.4,724.3,677.7,769.5
06:50,28.7,738.4,674.5,769.9
07,29.2,740.2,672.6,791.2
07:10,29.7,740.0,681.8,813.4
07:20,29.7,757.8,687.5,821.2
07:30,28.8,752.8,686.1,817.8
07:40,29.7,754.6,705.3,837.1
07:50,29.9,784.2,695.9,868.8
08,30.5,793.5,744.4,885.8
08:10,31.4,840.3,782.9,938.6
08:20,32.0,854.2,800.9,958.5
08:30,33.6,868.7,789.6,987.3
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
