SiteName,County,PSI,MajorPollutant,Status,SO2,CO,O3,PM10,PM2.5,NO2,WindSpeed,WindDirec,FPMI,NOx,NO,PublishTime
二林,彰化縣,53,懸浮微粒,普通,4.4,0.11,28,36,9,5.4,2.6,140,3,5.64,.28,2017-07-06 21:00
三重,新北市,39,,良好,5.1,2.63,,43,19,39,,,2,115.47,76.97,2017-07-06 21:00
三義,苗栗縣,22,,良好,6.8,0.22,18,24,3,6.4,2.5,201,1,6.55,.2,2017-07-06 21:00
土城,新北市,31,,良好,5,0.48,7.3,36,13,19,1.3,158,1,22.9,3.49,2017-07-06 21:00
士林,臺北市,24,,良好,2.8,0.6,16,27,13,24,1.7,211,1,24.97,1.18,2017-07-06 21:00
大同,臺北市,43,,良好,,4.18,,50,7,38,,,1,151.91,114.19,2017-07-06 21:00
大里,臺中市,32,,良好,2.6,0.35,23,32,6,12,1,245,2,13.82,1.81,2017-07-06 21:00
大園,桃園市,24,,良好,3.8,0.34,16,29,19,17,2.9,214,2,17.4,.5,2017-07-06 21:00
大寮,高雄市,63,懸浮微粒,普通,1.7,0.15,14,25,8,7.2,2,73,1,7.84,.66,2017-07-06 21:00
小港,高雄市,50,,良好,11,0.41,18,32,10,9.7,2.9,168,1,12.61,2.96,2017-07-06 21:00
中山,臺北市,20,,良好,2.5,1.02,7.8,21,13,32,1.9,260,,48.58,16.83,2017-07-06 21:00
中壢,桃園市,33,,良好,6.2,1.4,12,39,21,26,1.2,194,2,51.54,26,2017-07-06 21:00
仁武,高雄市,41,,良好,2.1,0.31,17,29,4,9.9,1.9,85,1,11.18,1.32,2017-07-06 21:00
斗六,雲林縣,27,,良好,2.4,0.19,28,12,8,7.9,0.8,79,1,9.18,1.3,2017-07-06 21:00
冬山,宜蘭縣,22,,良好,2,0.15,9.6,24,10,5.4,1.8,253,2,7.22,1.85,2017-07-06 21:00
古亭,臺北市,12,,良好,3.2,0.84,7.7,11,13,32,1.3,226,2,40.57,8.89,2017-07-06 21:00
左營,高雄市,38,,良好,5.4,0.56,7,37,14,23,2.1,140,2,24.95,2.04,2017-07-06 21:00
平鎮,桃園市,29,,良好,2.1,0.32,18,29,13,17,2.3,226,1,20.06,2.6,2017-07-06 21:00
永和,新北市,18,,良好,5.3,1.12,6.8,19,18,28,1.6,252,2,45.5,17.04,2017-07-06 21:00
安南,臺南市,31,,良好,0.8,0.35,8.2,23,8,17,1.7,85,1,20.31,3.78,2017-07-06 21:00
朴子,嘉義縣,33,,良好,1.5,0.16,23,21,4,8.6,1.1,133,2,9.07,.5,2017-07-06 21:00
汐止,新北市,9,,良好,1.8,0.37,5.4,10,10,14,1,237,1,22.57,8.91,2017-07-06 21:00
竹山,南投縣,22,,良好,1.7,0.26,27,14,9,11,1.7,65,2,11.17,.24,2017-07-06 21:00
竹東,新竹縣,22,,良好,1,0.35,5.2,23,7,7.9,1.1,136,1,9.5,1.63,2017-07-06 21:00
西屯,臺中市,43,,良好,2,0.25,21,42,16,14,1.8,175,2,17.55,3.46,2017-07-06 21:00
沙鹿,臺中市,26,,良好,2.7,0.25,23,20,18,11,3.1,144,2,11.96,.67,2017-07-06 21:00
宜蘭,宜蘭縣,23,,良好,1.1,0.17,8.9,17,7,6.8,1.6,336,1,7.64,.86,2017-07-06 21:00
忠明,臺中市,0,,,1.4,0.29,25,24,18,11,2,141,2,12.32,1.21,2017-07-06 21:00
松山,臺北市,16,,良好,3.4,0.53,5.6,18,3,18,1.9,227,,33.58,15.25,2017-07-06 21:00
板橋,新北市,29,,良好,5.3,0.56,3.8,33,12,28,1.9,218,1,31.94,4.38,2017-07-06 21:00
林口,新北市,23,,良好,4,0.49,5.8,27,14,30,2.6,246,2,35.28,5.51,2017-07-06 21:00
林園,高雄市,22,,良好,1.5,0.06,27,10,1,1.4,3.1,180,1,2.55,1.13,2017-07-06 21:00
花蓮,花蓮縣,24,,良好,1.2,0.15,10,23,3,2.9,1.9,255,1,4.14,1.26,2017-07-06 21:00
金門,金門縣,20,,良好,2.4,0.17,15,20,7,8.5,1.8,130,1,9.95,1.42,2017-07-06 21:00
前金,高雄市,51,懸浮微粒,普通,8.7,0.31,6,33,3,22,1.9,155,1,26.15,4.59,2017-07-06 21:00
前鎮,高雄市,33,,良好,14,0.28,12,19,8,15,2.9,158,1,17.06,1.82,2017-07-06 21:00
南投,南投縣,25,,良好,0.6,0.18,25,12,4,6.6,1.2,174,2,7.92,1.28,2017-07-06 21:00
屏東,屏東縣,30,,良好,2.2,0.41,13,31,8,12,2.1,48,2,13.6,1.36,2017-07-06 21:00
恆春,屏東縣,15,,良好,0.4,0.06,18,11,10,2.2,2,355,1,2.19,-.04,2017-07-06 21:00
美濃,高雄市,12,,良好,0.7,0.14,15,8,11,4.1,0.9,75,2,4.44,.38,2017-07-06 21:00
苗栗,苗栗縣,30,,良好,1.6,0.34,11,34,12,11,3.1,189,2,11.96,1.46,2017-07-06 21:00
埔里,南投縣,28,,良好,2.1,0.27,22,26,17,8.8,1.9,161,2,10.18,1.37,2017-07-06 21:00
桃園,桃園市,0,,,3,0.46,16,,15,18,0.6,220,1,19.13,1.03,2017-07-06 21:00
馬公,澎湖縣,18,,良好,2.1,0.17,19,17,7,3.9,3.4,125,1,5.6,1.75,2017-07-06 21:00
馬祖,連江縣,34,,良好,3.4,0.09,41,25,5,2.6,4.2,207,1,4.1,1.51,2017-07-06 21:00
基隆,基隆市,0,,,1.1,0.23,8.5,15,6,7.5,1.6,220,1,11.19,3.66,2017-07-06 21:00
崙背,雲林縣,31,,良好,1,0.15,23,17,4,7.1,2.1,92,2,7.8,.67,2017-07-06 21:00
淡水,新北市,18,,良好,2.9,0.43,17,22,11,17,,,1,17.99,1.24,2017-07-06 21:00
麥寮,雲林縣,39,,良好,1.3,0.17,17,27,7,8,2.1,121,2,10.54,2.52,2017-07-06 21:00
善化,臺南市,14,,良好,1.7,0.12,15,9,11,6.2,1.5,72,2,7.2,1.03,2017-07-06 21:00
復興,高雄市,0,,,14,0.39,14,25,12,17,0.9,167,,18.45,1.64,2017-07-06 21:00
湖口,新竹縣,23,,良好,1.3,0.39,4.6,25,11,21,2.4,187,2,24.12,3.57,2017-07-06 21:00
菜寮,新北市,20,,良好,2.5,0.73,9.5,25,15,27,1.2,202,1,31.13,4.5,2017-07-06 21:00
陽明,臺北市,12,,良好,1.8,0.29,14,13,8,12,,,1,13.12,.83,2017-07-06 21:00
新竹,新竹市,20,,良好,2.4,0.47,8.2,22,6,18,1.7,175,1,20.33,2.37,2017-07-06 21:00
新店,新北市,18,,良好,2.1,0.52,7.3,24,13,19,1.5,175,2,25.94,6.68,2017-07-06 21:00
新莊,新北市,25,,良好,4.9,0.43,13,27,11,20,1.2,208,1,20.85,.5,2017-07-06 21:00
新港,嘉義縣,0,,,1.6,0.24,16,,8,12,1.2,62,2,13.81,1.56,2017-07-06 21:00
新營,臺南市,32,,良好,1.5,0.2,19,24,2,7.9,0.6,82,1,9.17,1.24,2017-07-06 21:00
楠梓,高雄市,38,,良好,1.7,0.35,4.3,29,6,18,1.4,91,1,23,4.81,2017-07-06 21:00
萬里,新北市,11,,良好,1.4,0.18,6,16,8,8.4,3.1,210,1,11.54,3.1,2017-07-06 21:00
萬華,臺北市,26,,良好,3.6,0.99,5.3,25,12,30,0.7,217,1,32.26,2.06,2017-07-06 21:00
嘉義,嘉義市,29,,良好,0.9,0.38,15,29,7,5.3,1.5,76,1,5.99,.68,2017-07-06 21:00
