SiteName,County,PSI,MajorPollutant,Status,SO2,CO,O3,PM10,PM2.5,NO2,WindSpeed,WindDirec,FPMI,NOx,NO,PublishTime
二林,彰化縣,52,懸浮微粒,普通,2.3,0.2,36,76,22,8.8,1.7,149,3,10.34,1.56,2017-07-12 19:00
三重,新北市,49,,良好,6,1.25,,51,,34,,,2,80.52,46.23,2017-07-12 19:00
三義,苗栗縣,13,,良好,3.7,0.17,14,19,2,10,0.8,148,1,11.06,.86,2017-07-12 19:00
土城,新北市,36,,良好,3,0.8,11,45,24,33,1.2,163,2,39.24,5.98,2017-07-12 19:00
士林,臺北市,30,,良好,11,0.31,6.3,42,15,26,1.8,302,2,31.8,5.41,2017-07-12 19:00
大同,臺北市,54,懸浮微粒,普通,6.1,1.89,,50,11,36,,,1,59.04,22.65,2017-07-12 19:00
大里,臺中市,30,,良好,2,0.35,36,35,9,14,1.6,218,2,16.12,1.69,2017-07-12 19:00
大園,桃園市,30,,良好,2.6,0.13,20,20,12,6.3,1.9,212,2,7.98,1.72,2017-07-12 19:00
大寮,高雄市,50,,良好,0.7,0.14,26,17,,9.3,1.2,88,2,10.08,.77,2017-07-12 19:00
小港,高雄市,28,,良好,0.6,0.32,19,42,9,14,1.8,62,1,15.57,1.56,2017-07-12 19:00
中山,臺北市,44,,良好,10,1.1,8.8,41,24,37,0.9,14,2,55.04,17.94,2017-07-12 19:00
中壢,桃園市,0,,,0.4,0.67,23,43,9,20,1.4,28,,51.12,30.75,2017-07-12 15:00
仁武,高雄市,31,,良好,3.3,0.38,18,27,6,18,2.4,86,1,19.51,1.07,2017-07-12 19:00
斗六,雲林縣,38,,良好,1.5,0.25,31,30,3,8.2,1.1,127,2,8.76,.58,2017-07-12 19:00
冬山,宜蘭縣,27,,良好,2.2,0.16,19,19,13,6,2,253,2,8.55,2.58,2017-07-12 19:00
古亭,臺北市,35,,良好,3,0.92,27,38,34,32,1.8,178,3,36.75,4.42,2017-07-12 19:00
左營,高雄市,24,,良好,1.6,0.63,5.5,32,6,31,1.4,24,1,37.24,5.78,2017-07-12 19:00
平鎮,桃園市,30,,良好,2.3,0.41,20,29,6,-0.3,0.7,325,1,.71,.97,2017-07-12 19:00
永和,新北市,34,,良好,3.9,1.41,27,34,26,39,1.2,144,3,47.65,8.83,2017-07-12 19:00
安南,臺南市,31,,良好,2.6,0.44,22,24,16,20,1.7,116,1,21.75,2.22,2017-07-12 19:00
朴子,嘉義縣,39,,良好,2.1,0.26,34,31,13,10,1.5,100,2,11.67,1.18,2017-07-12 19:00
汐止,新北市,31,,良好,8.1,0.39,34,27,23,25,1.3,25,3,26.18,1.35,2017-07-12 19:00
竹山,南投縣,27,,良好,0.9,0.26,29,23,15,8,1.2,224,2,8.01,-.03,2017-07-12 18:00
竹東,新竹縣,19,,良好,-0.2,0.17,23,17,9,4.8,1.2,241,1,5.38,.62,2017-07-12 19:00
西屯,臺中市,30,,良好,2.1,0.29,34,24,11,19,1.7,196,1,20.69,2.06,2017-07-12 19:00
沙鹿,臺中市,26,,良好,2.2,0.33,32,17,6,15,2.3,143,1,16.48,1.52,2017-07-12 19:00
宜蘭,宜蘭縣,20,,良好,1.9,0.23,20,20,5,3.6,1.5,340,1,4.5,.95,2017-07-12 19:00
忠明,臺中市,28,,良好,1.8,0.47,33,8,15,19,1.3,135,1,20.12,.87,2017-07-12 19:00
松山,臺北市,34,,良好,14,0.77,18,41,21,42,0.8,3.7,2,47.22,5.27,2017-07-12 19:00
板橋,新北市,40,,良好,6.2,1.84,13,52,25,61,1.3,254,2,67.23,6.2,2017-07-12 19:00
林口,新北市,32,,良好,0.9,0.22,13,24,10,16,0.8,292,2,17.72,1.85,2017-07-12 19:00
